Nome: BELO HORIZONTE
Codigo Estacao: 83587
Latitude: -19.93444444
Longitude: -43.95222222
Altitude: 915.47
Situacao: Operante
Data Inicial: 1991-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2017-02-10;6;23;66,8;1,7;
2017-02-11;4,8;23,8;58,8;1,9;
2017-02-12;6,1;23,7;54,8;2,5;
2017-02-13;8,2;22,5;65,5;1,9;
2017-02-14;5,4;23,5;56,5;2;
2017-02-15;8;23,7;62,8;1,1;
2017-02-16;6,2;24,3;56;1,6;
2017-02-17;6,8;25,4;53;1,2;
2017-02-18;7,2;25,8;55;1;
2017-02-19;7,8;25,3;52,5;1,2;
2017-02-20;null;25,1;50;1,8;
2017-02-21;7,2;24;57,3;2;
2017-02-22;6,6;23,5;59,8;2,1;
2017-02-23;5,6;25;53,8;2,1;
2017-02-24;7;25,1;54,3;,9;
2017-02-25;5,7;23,1;67;1,1;
2017-02-26;3,2;20,7;88,5;,9;
2017-02-27;1,3;21,6;84;,7;
2017-02-28;2,1;21,9;80;,6;
2017-03-01;2,9;22;74;1;
2017-03-02;3;25;63;1,1;
2017-03-03;4,9;25,5;57,5;1,3;
2017-03-04;6;25,8;53,3;,8;
2017-03-05;6,1;25,6;61,3;1,1;
2017-03-06;4,8;27;53,8;,9;
2017-03-07;6,6;26,6;61,8;,9;
2017-03-08;5,3;23,2;78,3;1,5;
2017-03-09;3,4;23,3;68,3;1,1;
2017-03-10;4,3;24,6;61,5;1,6;
2017-03-11;5,7;24,6;55;1;
2017-03-12;8,2;24,3;51,8;1,3;
2017-03-13;6,8;26,2;44;1,4;
2017-03-14;8,7;25;53;1,7;
2017-03-15;7,5;24,3;55;,7;
2017-03-16;7,2;24;55;,7;
2017-03-17;7,2;25,5;52;1;
2017-03-18;6,5;26;58,8;1,5;
2017-03-19;5,8;21,9;72,3;,7;
2017-03-20;3,5;21,4;77,3;,9;
2017-03-21;3,6;22,6;57;1,3;
2017-03-22;6,2;22,9;51,5;1,2;
2017-03-23;6,1;22,8;49,3;1,1;
2017-03-24;6,3;24;48,3;1,1;
2017-03-25;6,1;25,2;49,5;,5;
2017-03-26;6,8;25,5;54,8;1,1;
2017-03-27;null;22,4;75,8;1,2;
2017-03-28;2,3;20,6;77,5;1,2;
2017-03-29;3,2;21,6;51,8;1,1;
2017-03-30;5,3;22,4;53,8;1,5;
2017-03-31;null;22,8;53,8;1,3;
2017-04-01;6,2;21,5;51,3;1,6;
2017-04-02;6,3;21,7;49,3;1,3;
2017-04-03;5,8;23,2;49,5;1,2;
2017-04-04;6,4;23,1;54,3;1,2;
2017-04-05;6,6;23,8;54,3;1;
2017-04-06;5,5;24,9;59,3;1,3;
2017-04-07;5;24,7;62,3;1,5;
2017-04-08;4,5;24,7;61,8;,8;
2017-04-09;5,3;23,8;63;1,6;
2017-04-10;4,8;23,3;66,8;1,1;
2017-04-11;3,4;24,5;60;1;
2017-04-12;4,4;24,5;71,3;1,1;
2017-04-13;4,1;22,4;67,8;1,4;
2017-04-14;3,8;22,5;68;1,8;
2017-04-15;4,6;22,6;70,8;1;
2017-04-16;4,5;22,9;59,3;1,1;
2017-04-17;4,1;25,1;48,8;1,2;
2017-04-18;6,7;22,4;63,5;1,3;
2017-04-19;4,3;20,1;70,5;1,4;
2017-04-20;4,1;20,5;69;1,2;
2017-04-21;4,6;21,5;64,8;,6;
2017-04-22;3,8;22,3;71,5;,4;
2017-04-23;3,3;21,9;69,3;,8;
2017-04-24;4,2;21,7;69;1,9;
2017-04-25;4,2;22,6;67;1,5;
2017-04-26;3,8;23,8;64,3;1,2;
2017-04-27;4,3;23,8;72,5;1,2;
2017-04-28;3,8;20,6;86,3;1,3;
2017-04-29;1,5;20,1;77,8;1,8;
2017-04-30;2,7;19,6;74,5;,9;
2017-05-01;,4;19,8;65,5;1;
2017-05-02;3,4;20,3;66,3;1,8;
2017-05-03;4;20,5;65,3;1,1;
2017-05-04;4,2;21;63,8;1,4;
2017-05-05;3,8;21,5;61,3;1;
2017-05-06;4,6;21;72,3;,5;
2017-05-07;0;21,7;60,3;1,1;
2017-05-08;null;21,7;55;1,6;
2017-05-09;4;22,7;55,5;1,3;
2017-05-10;5,3;22,5;56;1,6;
2017-05-11;4,8;21,4;60;1,3;
2017-05-12;5;20,3;55,8;,7;
2017-05-13;5,2;20,5;58,8;,6;
2017-05-14;3,8;23,3;52,8;1,4;
2017-05-15;5,8;22,1;73,3;,8;
2017-05-16;2,9;21,2;78,5;1,1;
2017-05-17;3;19,7;75,3;2,1;
2017-05-18;3;19,3;74,8;2;
2017-05-19;3;18,8;80,3;1,7;
2017-05-20;1,3;19,2;84;,8;
2017-05-21;1,7;20,6;80;1,7;
2017-05-22;2,7;21,8;80,5;1;
2017-05-23;5,2;21,5;71,5;1;
2017-05-24;3,7;21;67;1,7;
2017-05-25;3,7;21,2;68,3;1,5;
2017-05-26;4;20;68,5;1,7;
2017-05-27;4,1;20,4;60,8;,9;
2017-05-28;4,1;20,6;57,8;1,1;
2017-05-29;4,7;20,4;58,3;1;
2017-05-30;3,4;20,4;54,5;,5;
2017-05-31;5,2;20,7;52,5;1;
2017-06-01;5,1;23;65;,9;
2017-06-02;5,2;22,6;51,3;1,1;
2017-06-03;5,1;21,4;68,5;2;
2017-06-04;3,6;null;68,8;1,1;
2017-06-05;3,2;22;63,8;,6;
2017-06-06;4,1;22,9;52,3;1,5;
2017-06-07;5,2;23,4;51;1,1;
2017-06-08;5,8;22,7;57;1,1;
2017-06-09;5;23,8;48,5;1,2;
2017-06-10;6,3;21,9;42,3;,4;
2017-06-11;7;20,9;68,8;1,3;
2017-06-12;3,9;20,6;72,5;1,1;
2017-06-13;2,8;20,7;66,3;1,1;
2017-06-14;3,6;20,2;78,3;,8;
2017-06-15;3,1;19,1;64,3;1,1;
2017-06-16;4,3;19,1;63,3;1,1;
2017-06-17;4,2;19,1;60,5;1,1;
2017-06-18;4,1;19,8;57,5;,9;
2017-06-19;4,5;20,7;44;,8;
2017-06-20;6,4;21;55,3;1,4;
2017-06-21;5;18,6;65;1,3;
2017-06-22;4,1;18,2;66;1,4;
2017-06-23;5,4;18,5;60,3;1,2;
2017-06-24;4,8;18,6;66;1,3;
2017-06-25;5;17,7;62;1,3;
2017-06-26;4,8;17;74;1,4;
2017-06-27;4;18;65;1,5;
2017-06-28;4,4;19,1;67,3;1,3;
2017-06-29;5;18,7;56,3;1,4;
2017-06-30;5,5;19,2;55,8;,7;
2017-07-01;5,2;18,8;58,3;,5;
2017-07-02;6,2;17,5;69,8;2,1;
2017-07-03;6,1;14,5;49;1,2;
2017-07-04;5,5;14;54;1,6;
2017-07-05;5,3;15,3;63,8;1,4;
2017-07-06;3,7;15,7;70,3;1,4;
2017-07-07;3,8;16,2;67,5;1,5;
2017-07-08;3,4;16,4;62,8;1;
2017-07-09;4,5;17,4;63,5;,9;
2017-07-10;5,3;17,4;62,5;1,1;
2017-07-11;4,9;18,4;61,8;1,2;
2017-07-12;5,3;19;58,8;1,1;
2017-07-13;5,3;18,4;60;1;
2017-07-14;4,9;17,9;67,3;1,5;
2017-07-15;4,7;17,3;64,5;1,3;
2017-07-16;4,6;18,5;54,3;,5;
2017-07-17;4,5;19,4;55,3;1;
2017-07-18;4,1;19,4;53,5;1,2;
2017-07-19;5,6;18,2;52;1;
2017-07-20;5,1;18,9;52,3;1,4;
2017-07-21;5,5;19,9;51,3;,6;
2017-07-22;5,4;20,5;43,3;,5;
2017-07-23;6,9;19,1;38,5;1,2;
2017-07-24;7;19,4;51,5;1,2;
2017-07-25;4,9;18,8;50,3;1,1;
2017-07-26;5,5;18,7;52,3;1,3;
2017-07-27;7,4;17,8;54,3;1,5;
2017-07-28;5,3;18,2;48,8;1;
2017-07-29;6,3;16,8;68,5;1,3;
2017-07-30;4;17,1;55;1,4;
2017-07-31;6,5;17,1;49,3;1,4;
2017-08-01;5,7;16,5;50;,8;
2017-08-02;4;17,9;52;,8;
2017-08-03;4,3;20,8;40,5;1,1;
2017-08-04;6,7;21,6;38,3;1;
2017-08-05;7,3;19;48;1,9;
2017-08-06;6,1;17,5;58,8;2,2;
2017-08-07;5,5;18,9;53;1,2;
2017-08-08;5,2;21;42,8;1;
2017-08-09;6,3;22,9;36,5;1,1;
2017-08-10;7,6;25;33,3;1;
2017-08-11;7,9;20,3;61;1,3;
2017-08-12;8,5;20,5;55,5;,8;
2017-08-13;,5;20,6;54,3;,5;
2017-08-14;5,2;23,4;44;,9;
2017-08-15;7;21,1;57,8;1;
2017-08-16;6,4;21,5;48,8;1,3;
2017-08-17;6,3;23;47;1,2;
2017-08-18;7,1;21,7;55,5;1,8;
2017-08-19;6,5;21,2;55;1,4;
2017-08-20;6,4;23,6;44,3;,8;
2017-08-21;7,4;20;63,3;1,9;
2017-08-22;5,7;18,6;55,5;2,6;
2017-08-23;6,2;null;null;2,5;
2017-08-24;5,3;18,7;62,3;1,5;
2017-08-25;6,5;17,6;48,5;2,7;
2017-08-26;6,6;19,3;41;2,4;
2017-08-27;7,2;20,3;42,3;1,7;
2017-08-28;8,1;22,3;36,3;2,1;
2017-08-29;9,1;21,5;37;1,2;
2017-08-30;8,3;23,1;42;2,5;
2017-08-31;7,4;25;39;1,7;
2017-09-01;10;19,6;60,3;1,7;
2017-09-02;4,8;18,3;46,3;1,1;
2017-09-03;9;17;49;1,8;
2017-09-04;4,7;17,8;50;1,5;
2017-09-05;6,1;20;42,5;,9;
2017-09-06;6,9;21,7;40,8;1,3;
2017-09-07;6,3;22,2;34;1,1;
2017-09-08;9,1;20,6;45,3;1,8;
2017-09-09;8,5;20,5;43;1,5;
2017-09-10;8;21,2;51;1,2;
2017-09-11;7,9;21,8;44,8;2;
2017-09-12;8,8;21,2;99,3;1,9;
2017-09-13;8,1;21,1;43,8;1,9;
2017-09-14;8,3;22,6;41,5;1,4;
2017-09-15;8,3;23,1;43,3;1,7;
2017-09-16;9,3;21,6;45,5;1,5;
2017-09-17;8,4;21,4;47,3;2,1;
2017-09-18;7,4;21,1;45,8;1,8;
2017-09-19;7,4;21,1;49;1,5;
2017-09-20;6,6;21,1;41,8;1,4;
2017-09-21;7,5;21,2;41,8;1,4;
2017-09-22;7,3;20,3;46;1,6;
2017-09-23;6,3;20,8;49,3;1,1;
2017-09-24;6,5;21,7;41;1,1;
2017-09-25;9,8;20,8;45;1,9;
2017-09-26;7,4;21,1;48,3;1,9;
2017-09-27;7,5;22,2;53,5;1,7;
2017-09-28;6,2;25,2;44,5;1,8;
2017-09-29;6,9;24,4;46;2,5;
2017-09-30;8,6;19;90,3;1,4;
2017-10-01;,9;22,4;57,5;1;
2017-10-02;5,1;24,5;73,3;1,5;
2017-10-03;3,6;21;74,5;1,1;
2017-10-04;3,4;21,2;72,8;1,5;
2017-10-05;3,9;21,6;63,3;2,4;
2017-10-06;5,9;24,2;44,8;1,6;
2017-10-07;8,1;25,1;48;1,1;
2017-10-08;8,9;22,8;46,8;1,5;
2017-10-09;8,1;22,9;50,8;1,6;
2017-10-10;8,2;25,3;40;1,3;
2017-10-11;9,6;25,5;39,5;1,3;
2017-10-12;0;26,3;33,5;,9;
2017-10-13;null;25,3;40;1,4;
2017-10-14;8,7;26,9;32,5;1;
2017-10-15;10,2;26,3;47;1,6;
2017-10-16;8,8;23,1;58,3;2,5;
2017-10-17;7,4;22,8;57;2,2;
2017-10-18;8,2;22,2;42;1,7;
2017-10-19;10,8;23,9;38,5;1,3;
2017-10-20;10,1;26,8;26;1,6;
2017-10-21;13,1;27,6;40,3;1,4;
2017-10-22;10,6;26,9;43;1,1;
2017-10-23;8;23,4;56,5;1,4;
2017-10-24;5,2;22,5;57,8;2,2;
2017-10-25;6,1;23,1;51;1,7;
2017-10-26;7,7;24,6;50;1,1;
2017-10-27;7,9;25,9;44,3;1,3;
2017-10-28;7;22,3;70,3;1,1;
2017-10-29;3,1;24,1;61,8;1;
2017-10-30;5,1;22,9;62,5;1,5;
2017-10-31;3,8;23,7;64,8;1,2;
2017-11-01;4,8;19,8;74,5;1,3;
2017-11-02;2,3;20,5;64,3;2;
2017-11-03;4,7;21,7;60,5;1,4;
2017-11-04;4,7;23,6;58;,9;
2017-11-05;5;25;58,5;,5;
2017-11-06;5,8;22,5;71,8;2;
2017-11-07;4,2;20,1;69,5;1,7;
2017-11-08;4;20,1;70,5;,9;
2017-11-09;3,4;19,3;85;1,4;
2017-11-10;2,5;20,8;77;1,3;
2017-11-11;1,8;20,8;85,3;1,1;
2017-11-12;1,3;22,8;59,8;1,7;
2017-11-13;5,7;25,3;36,8;,8;
2017-11-14;9,1;24,5;50,3;1,4;
2017-11-15;7,1;23,7;54;1,9;
2017-11-16;6,8;24,6;51,3;1,6;
2017-11-17;7,1;25,8;45,8;1,8;
2017-11-18;8,1;23,9;66,8;1,3;
2017-11-19;4,3;22,7;81;,6;
2017-11-20;2,4;23;76,3;1,3;
2017-11-21;3,6;22,1;85;,4;
2017-11-22;1,7;21,2;89;1,9;
2017-11-23;1,2;21;81,3;,8;
2017-11-24;1,7;21;76;1,8;
2017-11-25;3;23;64,8;1,8;
2017-11-26;4,8;22,8;67;,8;
2017-11-27;3,6;24,1;63,5;1,3;
2017-11-28;3,9;23,9;69,5;1,2;
2017-11-29;4,8;23,1;65,3;1,4;
2017-11-30;3,9;22,2;69,3;1,2;
2017-12-01;4,1;19,9;93;1,4;
2017-12-02;,9;20,5;93,5;,8;
2017-12-03;1;21,5;88,8;,7;
2017-12-04;,9;22,6;88,5;1,1;
2017-12-05;1,1;24,2;71;,3;
2017-12-06;4,2;23,3;71;1,7;
2017-12-07;3,3;21,5;80,3;1,5;
2017-12-08;2;21,3;94,3;,5;
2017-12-09;,8;24,6;66,5;,8;
2017-12-10;4;25,1;61,5;1,2;
2017-12-11;4,7;22;82;1,7;
2017-12-12;2;22,7;63,3;1,1;
2017-12-13;5,4;21,2;72,8;1,4;
2017-12-14;3,6;21,6;72;1,9;
2017-12-15;3,7;22,6;71;1,1;
2017-12-16;3,2;22,2;82,5;,7;
2017-12-17;2,6;24;61,8;2;
2017-12-18;5,9;24,9;53,8;1,5;
2017-12-19;6,1;24,4;50,8;1,1;
2017-12-20;7,3;25,2;53,3;1,1;
2017-12-21;7,2;24,8;56,3;2,3;
2017-12-22;6,3;24,3;57,5;1,4;
2017-12-23;5,9;25,9;49,8;1,2;
2017-12-24;7,2;27,1;51,3;1,1;
2017-12-25;7,2;27,2;53,5;1,6;
2017-12-26;5,6;26,6;60,5;1,3;
2017-12-27;5,5;26,1;60;2,2;
2017-12-28;5,5;26,1;61,3;1,6;
2017-12-29;6;26;57,8;1,1;
2017-12-30;7,1;22,5;87;1,4;
2017-12-31;1,5;23,6;71,8;1,6;
2018-01-01;3,6;24,5;62,5;1,2;
2018-01-02;5;25,1;61,5;1,2;
2018-01-03;4,9;23,1;77;1,7;
2018-01-04;3,6;21;90,8;1,3;
2018-01-05;1,7;21,7;89,8;,4;
2018-01-06;1,4;23;72;1,3;
2018-01-07;2,7;24,4;67,3;null;
2018-01-08;5,7;24;51,5;null;
2018-01-09;8,7;24,6;51,5;null;
2018-01-10;7,5;24,5;47,5;null;
2018-01-11;8,2;23,4;58,3;null;
2018-01-12;6,9;24,5;55,8;null;
2018-01-13;5,9;24,9;52,8;null;
2018-01-14;7;22,1;77;null;
2018-01-15;2,9;23,9;67,5;null;
2018-01-16;3,6;25,4;56,3;null;
2018-01-17;7,7;25,6;47,8;null;
2018-01-18;8,6;26;41;1;
2018-01-19;9,2;26,8;37,5;,8;
2018-01-20;10;27,6;30,8;1,1;
2018-01-21;12,8;27,3;41,5;,8;
2018-01-22;10,3;25,3;59,8;,7;
2018-01-23;5,9;24,3;62;1,2;
2018-01-24;6,1;25,3;54,8;1,2;
2018-01-25;7,1;24,8;54,5;1,9;
2018-01-26;7,3;26,1;45,3;1,8;
2018-01-27;8,2;25,9;49;1,1;
2018-01-28;6,8;26,5;50,3;1,3;
2018-01-29;7,6;24,8;67,5;1,2;
2018-01-30;3,9;23;80,3;1,2;
2018-01-31;2,5;22,8;82,8;1,6;
2018-02-01;2,5;21,3;88;,9;
2018-02-02;1;20,1;93,5;,8;
2018-02-03;,9;21,6;80;1,5;
2018-02-04;2,6;19,8;87,8;1,4;
2018-02-05;1,5;19,2;93,3;,9;
2018-02-06;,3;21,2;82,3;,5;
2018-02-07;2;22,9;73;1;
2018-02-08;5,4;24,4;62;,6;
2018-02-09;5,5;25,2;71,5;2,2;
2018-02-10;5,7;24,2;75;1,2;
2018-02-11;2,9;25,1;58,8;1,6;
2018-02-12;7;25,2;43;,4;
2018-02-13;7,7;25,6;48;1;
2018-02-14;7,3;25;67,8;1,6;
2018-02-15;7,3;24;55,8;1;
2018-02-16;6,1;23,1;63;1,5;
2018-02-17;4,8;23,6;62,3;,7;
2018-02-18;5,4;25,1;56,5;1,3;
2018-02-19;6,1;23,8;76;,9;
2018-02-20;2,6;22,9;81,5;1,1;
2018-02-21;3,3;23,5;79,5;,7;
2018-02-22;1,8;21,5;87;1;
2018-02-23;1,3;23,3;71,8;,7;
2018-02-24;3,2;22,5;75;1,2;
2018-02-25;3,6;23,3;68,3;1,6;
2018-02-26;5,3;23,1;80;,7;
2018-02-27;2,8;25,2;60,8;1,7;
2018-02-28;4,9;24,3;72,5;1,2;
2018-03-01;3;25,9;63,8;1,7;
2018-03-02;4,8;23,4;74,5;1,4;
2018-03-03;2,9;24,7;72,3;1,2;
2018-03-04;4,2;24,8;82,3;,9;
2018-03-05;2,5;23,7;76,8;1,1;
2018-03-06;3,4;26,3;61;1,4;
2018-03-07;5,3;25,3;72;,7;
2018-03-08;3,4;24,2;71,5;,8;
2018-03-09;3,6;21,8;84;1,6;
2018-03-10;1,3;23,2;84,5;,4;
2018-03-11;1,6;22,9;89,8;,8;
2018-03-12;1,3;24,8;64;,8;
2018-03-13;4,3;26,3;59,3;1,6;
2018-03-14;4,6;26,3;62,5;,8;
2018-03-15;4,8;27,3;57,3;1,3;
2018-03-16;6,2;24,3;69;1;
2018-03-17;3,1;22,5;82,5;1,4;
2018-03-18;2,9;24,3;69,8;,4;
2018-03-19;4,1;25,6;57,5;,5;
2018-03-20;4,1;24,6;64,8;,2;
2018-03-21;3,5;23,7;72,8;0;
2018-03-22;2,8;23,5;80,5;1,6;
2018-03-23;2,5;23;65,5;,3;
2018-03-24;4,7;23;58,8;1,1;
2018-03-25;5;22,8;68;1;
2018-03-26;4,4;23,2;50;,8;
2018-03-27;5,6;23,2;51,5;,3;
2018-03-28;6,6;22,9;68;null;
2018-03-29;5,3;23;57,3;,5;
2018-03-30;6,1;23,3;58,8;,4;
2018-03-31;5,7;23,1;64,8;,3;
2018-04-01;5;24;57;,3;
2018-04-02;5,2;24,5;64;0;
2018-04-03;3,6;24,4;69,5;,3;
2018-04-04;5,2;24,1;72,3;0;
2018-04-05;3,8;23,5;74,8;0;
2018-04-06;3,1;22,3;66,5;1,3;
2018-04-07;4,6;24;61;1,2;
2018-04-08;4,6;23,2;65,3;1;
2018-04-09;4;22,6;63,8;,9;
2018-04-10;5,2;22,5;62,5;1;
2018-04-11;4,6;22,1;55,8;,5;
2018-04-12;6,3;21,5;64,3;1,3;
2018-04-13;4,7;22,5;65;1;
2018-04-14;4,5;23,5;60;0;
2018-04-15;5,7;23;64,5;0;
2018-04-16;4,2;20,4;69,3;1,2;
2018-04-17;4;19,9;59,5;,5;
2018-04-18;5,5;19,8;60,8;,6;
2018-04-19;4,7;20,1;66,5;,6;
2018-04-20;3,8;21,5;59,3;1;
2018-04-21;4,7;20,4;64,3;1,3;
2018-04-22;4,5;20,2;60;1,3;
2018-04-23;5,5;20,5;65,3;,6;
2018-04-24;3,4;21,2;67,8;,4;
2018-04-25;5,3;21,9;64;,9;
2018-04-26;5;22,7;63;,5;
2018-04-27;4,7;23;57;1;
2018-04-28;5,5;22,1;60,3;,8;
2018-04-29;4,4;21,6;59,8;,8;
2018-04-30;5;21,7;53,3;,8;
2018-05-01;5,8;22,6;43,8;,5;
2018-05-02;5,8;22;40;1,2;
2018-05-03;7,4;22,9;51,5;,8;
2018-05-04;6,3;22,6;61,3;1,1;
2018-05-05;5,1;22,9;58,8;,7;
2018-05-06;4,3;22;66,8;,9;
2018-05-07;3,9;21,2;60,5;,9;
2018-05-08;3,8;21,1;61,3;,9;
2018-05-09;4,3;20;64,3;,7;
2018-05-10;4;19,4;62;1,1;
2018-05-11;4,3;21,5;56,8;,8;
2018-05-12;4,4;22,1;55;,7;
2018-05-13;5;22,7;59,5;,3;
2018-05-14;5,6;21,8;65;1,1;
2018-05-15;4,8;21;65,8;,8;
2018-05-16;4,1;22,3;65;,6;
2018-05-17;3,8;22;68,8;1,3;
2018-05-18;3,2;21,7;68,5;,8;
2018-05-19;4,2;20,7;82;1,3;
2018-05-20;2,9;15,4;65,3;1,2;
2018-05-21;2,8;16,3;51;null;
2018-05-22;4,8;19,4;56,3;,7;
2018-05-23;5,2;20,7;55,3;,8;
2018-05-24;5;19,1;68,3;1;
2018-05-25;4,4;19,2;68,5;1,2;
2018-05-26;3,1;18,6;68,8;,8;
2018-05-27;3,6;19;64,3;,9;
2018-05-28;4,5;18,6;50,8;1,1;
2018-05-29;5,4;18,5;59,3;1,5;
2018-05-30;5,6;18,3;57,5;1,3;
2018-05-31;6,6;18,5;54;1;
2018-06-01;3,1;19,1;59;,4;
2018-06-02;4,1;20,8;53,3;,2;
2018-06-03;4,5;21,8;53;,3;
2018-06-04;5,7;19,6;67,8;,5;
2018-06-05;3,3;20;64,8;,6;
2018-06-06;3,7;21,1;63,5;,3;
2018-06-07;4;22,5;58;,3;
2018-06-08;3,8;21,8;63,8;,4;
2018-06-09;3,9;20,8;72;1,4;
2018-06-10;3,9;20,4;69,8;,9;
2018-06-11;2,7;20;71,5;,8;
2018-06-12;3,2;21,7;59,3;,5;
2018-06-13;3,9;22,7;58,5;,2;
2018-06-14;4,5;23,1;57;,3;
2018-06-15;6;21,1;64,3;1,4;
2018-06-16;4,3;20,3;57,8;,6;
2018-06-17;4,8;19,5;64,5;,3;
2018-06-18;3,6;19,4;60,5;,8;
2018-06-19;3,8;17,9;72,8;1,5;
2018-06-20;3,2;19;64,3;,6;
2018-06-21;3,5;19,7;52,5;,5;
2018-06-22;4;21,7;47,5;,8;
2018-06-23;6,5;20,5;58,3;,8;
2018-06-24;4,9;21;63;0;
2018-06-25;3,1;20,5;57,5;,8;
2018-06-26;4,5;21,5;54,8;,8;
2018-06-27;4,5;21,6;53;,8;
2018-06-28;6,2;19,5;54;1;
2018-06-29;6;18,8;56;1,2;
2018-06-30;5;20,5;58,3;,5;
2018-07-01;4,6;20,5;60,8;,6;
2018-07-02;4,5;20,5;56,5;,4;
2018-07-03;4,9;21,8;45,5;,6;
2018-07-04;5,8;21,1;48,5;,8;
2018-07-05;5,9;20,4;55;1;
2018-07-06;5,1;20,1;50,5;,7;
2018-07-07;5,7;20,1;50,3;,7;
2018-07-08;4,9;20,6;49,5;,4;
2018-07-09;5;21,7;42;,5;
2018-07-10;5,5;22,8;42,8;,8;
2018-07-11;6;19,2;70,5;,6;
2018-07-12;2,6;18,9;60,5;1;
2018-07-13;4,1;19,5;64,5;,4;
2018-07-14;3,4;19,4;64,8;,4;
2018-07-15;3,7;19,4;55;1;
2018-07-16;5;20,2;55;,8;
2018-07-17;3,3;19,7;58,3;1,2;
2018-07-18;5,8;19,5;59,8;1,4;
2018-07-19;4,5;19,4;59;1,1;
2018-07-20;4,3;20,5;54;,4;
2018-07-21;4,6;21,6;52,5;,5;
2018-07-22;5,5;19,6;55,8;,9;
2018-07-23;5,2;18,9;58,8;,5;
2018-07-24;4,7;19,2;55,3;,7;
2018-07-25;4,9;18,9;50,3;1,2;
2018-07-26;5,6;18,8;57,5;,9;
2018-07-27;4,3;18,9;57,8;,7;
2018-07-28;4,5;19,8;49;,8;
2018-07-29;6,2;19,9;52,8;,7;
2018-07-30;5,2;21,4;49;,4;
2018-07-31;5,2;21,8;47,8;,5;
2018-08-01;5,4;20,4;61,8;1;
2018-08-02;4,6;19,5;78,3;,8;
2018-08-03;2,7;19,3;73;1,3;
2018-08-04;3;18,9;83;,2;
2018-08-05;1,1;20,4;69,5;,2;
2018-08-06;3,3;21,6;69,8;,7;
2018-08-07;2,4;20,5;75,5;,6;
2018-08-08;2,7;22,1;61,8;1,4;
2018-08-09;4,5;21,1;66;,2;
2018-08-10;3,1;21,7;65,5;,4;
2018-08-11;5,6;19,9;30,8;,6;
2018-08-12;9;19,9;40;,3;
2018-08-13;7,8;19,9;47,8;1,1;
2018-08-14;6,3;20,7;44,8;,8;
2018-08-15;6,4;22,3;48,3;,5;
2018-08-16;7;19,6;64,8;1,1;
2018-08-17;4,6;18,2;72,3;,3;
2018-08-18;2,7;18,5;67,3;1;
2018-08-19;3,8;19,7;58,8;,5;
2018-08-20;4,5;20,7;43;1,2;
2018-08-21;6,4;20,2;47,8;1,4;
2018-08-22;8;20,6;45,5;,3;
2018-08-23;6,1;21;54,3;1,4;
2018-08-24;5,6;21,8;51,3;1,2;
2018-08-25;5,9;21,5;61,8;,8;
2018-08-26;4;22,2;59,8;,7;
2018-08-27;5,3;18,9;67;1,7;
2018-08-28;4,2;18,3;68,8;1,2;
2018-08-29;4,5;19,4;62,8;,8;
2018-08-30;4;19,7;59,5;1,2;
2018-08-31;5,9;21,1;49,3;1;
2018-09-01;6,3;22,9;47,3;,8;
2018-09-02;7,6;22,5;54,8;1,2;
2018-09-03;5,7;24;44,3;,8;
2018-09-04;8,1;20,8;50;,5;
2018-09-05;6,6;19,4;37;1,2;
2018-09-06;8;20,2;50;1;
2018-09-07;4,2;21,3;47,3;,8;
2018-09-08;10,3;20,2;48,8;,8;
2018-09-09;7,9;21;42,5;1,4;
2018-09-10;8,5;21,8;47,3;,8;
2018-09-11;7;22,5;47,3;1,1;
2018-09-12;7,2;20,6;64;,7;
2018-09-13;5,3;19,8;59;1,7;
2018-09-14;5,3;20,9;65,8;,8;
2018-09-15;3,8;19,3;82,5;,3;
2018-09-16;1,2;22,6;71;1;
2018-09-17;2,5;20,3;84;,6;
2018-09-18;1,7;21,6;73;,3;
2018-09-19;2,4;23,2;63;,8;
2018-09-20;4,5;22;75,8;,6;
2018-09-21;2,1;22;72;,8;
2018-09-22;3,7;24,8;56,3;,5;
2018-09-23;6,1;24,7;52,3;1;
2018-09-24;6,1;24,9;49;,6;
2018-09-25;9;24,9;42,8;1;
2018-09-26;8,7;23,6;49;1,2;
2018-09-27;7,3;25;50,8;1;
2018-09-28;7,5;25,4;52,8;,7;
2018-09-29;6,2;23,7;71,5;1,5;
2018-09-30;4,7;22,9;67,8;1,2;
2018-10-01;4,7;22,4;72,5;,7;
2018-10-02;3,8;24;58,5;,4;
2018-10-03;5,4;26,1;49,3;1;
2018-10-04;7,9;26,5;52,8;,9;
2018-10-05;6,2;24,7;62,3;1,9;
2018-10-06;5,5;21,6;70,8;1,7;
2018-10-07;5,3;21,3;69,8;1,2;
2018-10-08;2,5;23,8;53,5;1,6;
2018-10-09;7;24,4;55,5;1,2;
2018-10-10;6,1;26,4;47;1,5;
2018-10-11;9,4;25,3;60,8;1,4;
2018-10-12;8;23,8;61,8;1,6;
2018-10-13;6,7;26,7;49,8;,6;
2018-10-14;6,8;26,6;53,8;1,2;
2018-10-15;5,8;23,1;78,5;,8;
2018-10-16;2,9;24,1;64,5;1,5;
2018-10-17;4,8;24;71;1;
2018-10-18;3,9;22,9;83,3;,5;
