Nome: CAMPOS
Codigo Estacao: 83698
Latitude: -21.74249999
Longitude: -41.33277777
Altitude: 11.2
Situacao: Operante
Data Inicial: 1961-01-01
Data Final: 2023-11-30
Periodicidade da Medicao: Mensal

Data Medicao;PRECIPITACAO TOTAL, MENSAL(mm);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
2019-10-31;29,8;null;null;21,425806;,645161;
2019-11-30;286,9;29,477778;24,806667;22,06;,186667;
2019-12-31;116,8;30,903226;25,972258;22,622581;,387097;
2020-01-31;185,4;32,135484;26,916129;23,696774;,335484;
2020-02-29;166,4;30,931034;26,509655;23,686207;,26609;
2020-03-31;158,6;30,816129;25,670714;22,354839;,232258;
2020-04-30;null;null;null;null;null;
2020-05-31;null;null;null;null;null;
2020-06-30;7,4;28,996667;22,966;18,813333;,96;
2020-07-31;18,8;28,054839;22,237143;18,26129;,877419;
2020-08-31;29,3;28,474194;22,163333;17,974194;,593548;
2020-09-30;64,8;30,563333;24,347857;20,47;,906667;
2020-10-31;152,5;29,629032;24,949565;21,567742;,722581;
2020-11-30;183,5;30,206667;null;21,8;,773333;
2020-12-31;141,9;31,722581;26,323571;23,080645;,679032;
2021-01-31;27,4;33,051613;27,343333;23,516129;1,212903;
2021-02-28;232,1;31,845833;26,34;22,704167;,783673;
2021-03-31;107,8;33,346154;27,126957;23,403846;,596078;
2021-04-30;63,4;30,496667;24,652593;20,73;,266667;
2021-05-31;19,4;29,277419;23,624138;19,619355;,309677;
2021-06-30;109,8;27,44;21,673077;17,986667;,72;
2021-07-31;0;26,990323;20,28;15,833333;,83584;
2021-08-31;59,7;27,409677;21,606207;17,680645;1,212903;
2021-09-30;27,8;28,94;23,518621;20,403333;1,423333;
2021-10-31;174,3;27,341935;23,2;20,316129;1,032258;
2021-11-30;139,1;27,955172;23,680769;20,563333;,96;
2021-12-31;null;null;null;null;null;
2022-01-31;117,4;32,367742;27,247333;23,693548;,619355;
2022-02-28;null;null;null;null;null;
2022-03-31;34,1;33,534483;27,359259;23,468966;1,147368;
2022-04-30;83,6;31,733333;25,692308;21,926667;,506667;
2022-05-31;38,6;28,509677;23,196;19,283871;,619355;
2022-06-30;35,2;27,6;21,511429;17,373333;1,066667;
2022-07-31;,1;29,180645;22,577333;18,03871;1,083871;
2022-08-31;15;27,754839;21,947143;18,019355;,918033;
2022-09-30;66,4;27,66;21,986207;18,16;1,093333;
2022-10-31;48,1;30,341935;24,972;21,687097;,877419;
2022-11-30;313,4;28,126667;23,772667;20,406667;,976667;
2022-12-31;303,6;29,748387;25,225333;22,519355;,793548;
2023-01-31;null;null;null;null;null;
2023-02-28;55,8;33,95;27,7225;24,071429;1,027559;
2023-03-31;11,3;33,977419;27,662667;23,906452;,754839;
2023-04-30;146,5;30,066667;25,222143;21,983333;,373333;
2023-05-31;51,1;28,354839;23,110667;19,364516;,129032;
2023-06-30;5,4;28,786667;22,37931;17,963333;,48;
2023-07-31;42,3;27,006452;21,428276;17,548387;,464516;
2023-08-31;129,3;27,951613;22,532857;18,635484;,532258;
2023-09-30;34,8;29,56;24,359286;20,34;1,116667;
2023-10-31;null;28,725;null;21,313333;,675203;
2023-11-30;21,2;33,396296;27,045385;22,946154;1,010173;

