Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 1991-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
1998-10-24;8,5;0;19,6;84,8;3;
1998-10-25;2,5;0;18,7;83,3;1,9;
1998-10-26;1,5;0;19,3;88,3;2,8;
1998-10-27;2;18,2;20,5;78;2,9;
1998-10-28;4;0;20,8;79,8;2,9;
1998-10-29;2;0;20,1;82,8;3,1;
1998-10-30;4,5;0;17,2;77,3;3,2;
1998-10-31;2,5;3,9;17,6;76;2,2;
1998-11-01;2,8;0;17,9;77,3;1,8;
1998-11-02;3,2;0;16;83,8;4,4;
1998-11-03;2,5;0;15,7;86,5;3,3;
1998-11-04;1,5;19;18,2;79,3;1;
1998-11-05;4;0;22,2;53,8;2,2;
1998-11-06;5,5;0;22,2;67,8;2,7;
1998-11-07;5;0;24,9;51;2,2;
1998-11-08;9,6;0;21,6;79,5;4,2;
1998-11-09;4,4;,4;19,6;76,3;3,4;
1998-11-10;3,5;0;17,7;88,8;4,3;
1998-11-11;3,5;6,8;16,4;78,8;4,9;
1998-11-12;3;,1;18,1;71,3;4,8;
1998-11-13;4;0;19,2;76,5;3,1;
1998-11-14;2,2;3,6;19,6;75;1,3;
1998-11-15;3,9;0;19,9;74,8;1,8;
1998-11-16;4,2;0;24,7;55;2,8;
1998-11-17;8,5;0;26,9;49;2,2;
1998-11-18;2;0;21,7;77,3;3,8;
1998-11-19;3,5;3,1;17,9;80;3,6;
1998-11-20;2,5;0;17,9;81;2,5;
1998-11-21;2;0;18,2;83,8;3,6;
1998-11-22;2,4;2;18,1;78;4,4;
1998-11-23;3,6;0;18,9;69,8;3,3;
1998-11-24;3,5;0;22,1;88;3,6;
1998-11-25;7,2;0;26,4;49,5;4;
1998-11-26;11,1;0;24,4;80;3,3;
1998-11-27;3,7;3,6;19;88;2,7;
1998-11-28;1,5;0;21,1;75,5;3,2;
1998-11-29;3,3;0;22,6;76;2;
1998-11-30;4,4;0;21,7;68,8;4,2;
1998-12-01;5,4;0;21,3;72,3;2,8;
1998-12-02;5,5;0;24,7;58,3;2;
1998-12-03;5,5;0;25,5;48,3;2,8;
1998-12-04;8,7;0;22,3;84;1,7;
1998-12-05;3;26,8;21,7;92,5;2;
1998-12-06;1,5;43,7;21,1;76,3;2,3;
1998-12-07;2,5;0;22,1;70,3;3,6;
1998-12-08;4;0;24,8;67,5;2,7;
1998-12-09;5,2;0;25,6;67;3,8;
1998-12-10;5,2;31,6;22,5;86,5;3;
1998-12-11;2,5;54,8;22,8;84,8;3;
1998-12-12;1,7;7,6;24,9;78;3,3;
1998-12-13;5,5;4;24,9;69;1,9;
1998-12-14;5,2;0;25,3;70;2,5;
1998-12-15;2;11;22,4;81,8;,9;
1998-12-16;4,8;0;23,4;75,8;1,9;
1998-12-17;4;37;22,4;78;4,1;
1998-12-18;4;0;23;61,8;4,8;
1998-12-19;4,5;0;21,8;65,8;2,1;
1998-12-20;6;0;22,3;72,5;2,8;
1998-12-21;4,5;0;26,6;54,8;3,5;
1998-12-22;7,6;0;24;73,5;2,8;
1998-12-23;4,4;9,4;19,1;88,8;2,9;
1998-12-24;1;7;19;89,8;3,1;
1998-12-25;1,7;3;19,5;89;3,4;
1998-12-26;1,5;2,5;21,6;80,3;3,4;
1998-12-27;3,5;0;20,3;79,8;3,2;
1998-12-28;3;2,6;24,3;63,3;3,8;
1998-12-29;6,8;0;23,7;68,8;4,7;
1998-12-30;6,2;,2;24,4;70;4,5;
1998-12-31;6,8;0;24,7;69,5;2,7;
1999-01-01;5,6;0;22,9;87,8;2,2;
1999-01-02;2,4;48,9;21,9;88,5;,9;
1999-01-03;1,5;,7;23,7;79,3;1,3;
1999-01-04;4;0;24,5;74,8;1,8;
1999-01-05;3,5;,8;23,3;79,5;3;
1999-01-06;2,3;37,2;20,4;94,5;1,5;
1999-01-07;,7;20,7;20;95,5;2;
1999-01-08;,5;33,6;22,5;85,5;1,7;
1999-01-09;2,5;13,4;23,1;90,3;3;
1999-01-10;1,5;12,8;23;82,8;3,2;
1999-01-11;2,5;0;22,8;86;3,3;
1999-01-12;2;10;22;86,3;2,7;
1999-01-13;2,2;3,6;21,2;85,8;2,5;
1999-01-14;1,8;,2;22,6;89,3;1,6;
1999-01-15;2,1;47,6;22,3;81,8;3,3;
1999-01-16;2,5;3,5;23,3;79,3;3,1;
1999-01-17;3,1;,4;23,7;80;1;
1999-01-18;2,6;0;25,4;72;1,6;
1999-01-19;4,7;0;28,2;56,3;,3;
1999-01-20;8,6;0;28,4;74,8;,5;
1999-01-21;7,9;0;27,2;68,5;1,6;
1999-01-22;4,6;3,2;24,5;74;2;
1999-01-23;4,2;13,2;24,3;70,3;1,6;
1999-01-24;3,1;0;25,3;70,3;1,3;
1999-01-25;4,7;0;25,2;72,3;1,6;
1999-01-26;2,6;0;24,6;78,5;1,3;
1999-01-27;4;40,6;22,5;82,5;1,8;
1999-01-28;2,6;25,5;24;76,3;2;
1999-01-29;3,4;0;25,7;70,5;2,6;
1999-01-30;5;0;24,1;81,3;2,8;
1999-01-31;3;3,2;23,1;81,5;3,1;
1999-02-01;2,5;0;23,7;83,3;1,5;
1999-02-02;2,4;3,6;24,2;72,3;1,9;
1999-02-03;4,5;,5;24,4;74,3;1,8;
1999-02-04;4;0;23,6;81,5;3;
1999-02-05;7;68,2;24,2;83;2,8;
1999-02-06;2,5;1;24,2;80,5;3,3;
1999-02-07;4;9,8;26,5;58,3;3,4;
1999-02-08;6,4;0;23,4;73,5;3,1;
1999-02-09;5,1;0;23,2;80;4;
1999-02-10;1;19;22,6;87,5;3;
1999-02-11;2;58,1;23,8;79;2,9;
1999-02-12;4,6;0;23,5;73,5;4,5;
1999-02-13;4,1;0;23,9;77,3;4,7;
1999-02-14;4,3;1;25,3;65,3;2,2;
1999-02-15;4,8;5,8;23,6;74,8;2,6;
1999-02-16;3;0;24,3;75,3;2,7;
1999-02-17;3,7;,2;25,4;62,3;4,1;
1999-02-18;5,5;0;25,3;76,3;3,1;
1999-02-19;4,5;3;23,7;81;3;
1999-02-20;2,5;1,5;23,4;84;2,7;
1999-02-21;2,5;5,6;23,2;80,8;3,1;
1999-02-22;3,8;11;21,4;91;2,6;
1999-02-23;1,2;12,7;22,2;78,8;2,7;
1999-02-24;4,1;45;23,3;72;2,4;
1999-02-25;3,9;27,4;23;83,8;2,8;
1999-02-26;3,5;43,2;23,1;82,3;,9;
1999-02-27;2;40,2;22,3;86;1,9;
1999-02-28;2,8;13;23;79,5;2,5;
1999-03-01;3,2;30,2;22;83,5;1,8;
1999-03-02;2,5;50,1;23,2;76,5;2,5;
1999-03-03;2,5;0;22,9;74,8;2,5;
1999-03-04;4,6;0;22,4;82;3,6;
1999-03-05;3,9;0;22,7;70,8;3,6;
1999-03-06;3,9;0;22,5;75,3;2,6;
1999-03-07;4;0;24,2;69,8;1,1;
1999-03-08;1,8;0;24,3;71;3,3;
1999-03-09;4,7;0;25,2;72,5;1,8;
1999-03-10;4,6;25,3;25,3;75;2,5;
1999-03-11;4,5;19,6;22;86,8;3,4;
1999-03-12;2,4;14,2;20,4;86,5;3,7;
1999-03-13;2,5;,6;20,1;74,5;4,1;
1999-03-14;4;0;18,9;77,5;3,2;
1999-03-15;2,1;0;20,6;72,5;3;
1999-03-16;3,4;0;21,9;74,3;4;
1999-03-17;4,5;0;21,8;74,8;3,5;
1999-03-18;4,5;0;21,9;70,8;2,7;
1999-03-19;4;0;22,7;68,3;,8;
1999-03-20;4,4;0;24,4;68,3;1,1;
1999-03-21;5;0;24,9;65,5;1,5;
1999-03-22;6,5;1,6;23,3;76,8;3,1;
1999-03-23;4;,2;21,8;88,3;2,2;
1999-03-24;2;7,8;23;76,8;1,5;
1999-03-25;4;0;25,4;67;2;
1999-03-26;6,6;0;24,4;74,8;1,8;
1999-03-27;3,5;0;24,7;73,5;2,3;
1999-03-28;5,2;0;26,8;63;2,9;
1999-03-29;4,7;0;27;60,8;2,9;
1999-03-30;7,6;1,7;24,9;74,8;3;
1999-03-31;4,7;36;22,8;81,3;2,6;
1999-04-01;2,7;0;24,5;73,3;3,6;
1999-04-02;4;0;26,3;68,5;2,2;
1999-04-03;5,3;0;25,4;74,5;3,2;
1999-04-04;4,7;0;23,1;73,3;2,7;
1999-04-05;5,5;0;23,4;73,5;2,2;
1999-04-06;3,5;0;23,3;74,8;1,8;
1999-04-07;4,8;0;21,8;69;2,6;
1999-04-08;3,9;0;21;81,3;2,1;
1999-04-09;3;1,2;19,3;79,8;2,7;
1999-04-10;2,3;0;18,4;79,3;3,5;
1999-04-11;4;2;19,1;74,8;1,6;
1999-04-12;3;0;21,6;67,5;2,2;
1999-04-13;5,4;0;22,3;74;2,5;
1999-04-14;3,2;1,6;21,5;78,5;1,6;
1999-04-15;3,1;18,4;21,8;74;2,7;
1999-04-16;2,8;6;19,9;78;3,4;
1999-04-17;3,2;4,9;15,7;58,5;3;
1999-04-18;6,3;0;15,6;48,8;1,5;
1999-04-19;5,5;0;16,6;66,5;2,5;
1999-04-20;4,5;0;18,8;68;1,8;
1999-04-21;4,5;0;19,6;81;3,1;
1999-04-22;2,7;1;19,9;80,3;3,3;
1999-04-23;2,3;0;18,9;73,3;2,9;
1999-04-24;2,5;0;18,7;72,5;2,4;
1999-04-25;4,6;0;18,8;70,8;1,4;
1999-04-26;2,4;0;18,2;68,8;2,3;
1999-04-27;4;0;18,4;76;4,1;
1999-04-28;3,5;,7;18,4;75,8;2,5;
1999-04-29;3;0;19,5;73,5;1,9;
1999-04-30;2,9;0;20,4;67,3;1,5;
1999-05-01;4,4;0;19,7;75,8;3,3;
1999-05-02;3,2;0;19;73,3;1,7;
1999-05-03;3,7;0;19,6;75,8;2,5;
1999-05-04;2,8;0;20,6;63,5;1;
1999-05-05;5,6;0;22,2;58,3;2;
1999-05-06;7,2;0;19,7;72,3;3,9;
1999-05-07;3,8;29,9;18,2;79,3;3,5;
1999-05-08;4;0;17,5;64,8;3,7;
1999-05-09;3,9;0;17,8;74;4,1;
1999-05-10;3,6;0;17,7;67;3;
1999-05-11;3,7;0;19,1;65;3;
1999-05-12;5;0;19,3;74,3;2,2;
1999-05-13;4,5;,4;15,6;84,5;3,3;
1999-05-14;2;2;14,6;69,5;3,8;
1999-05-15;4,1;0;14,9;75;2,6;
1999-05-16;1,1;0;15,5;76;1,3;
1999-05-17;4,3;0;17,4;62,8;2,1;
1999-05-18;4,3;0;17,6;71,3;1;
1999-05-19;4,7;0;19,2;61,8;3,1;
1999-05-20;9,4;0;13,9;46,8;3,8;
1999-05-21;9,1;0;14,1;74;2,4;
1999-05-22;2,7;0;13,9;69,8;2,2;
1999-05-23;3,3;0;15,2;71,5;2,3;
1999-05-24;2,7;0;16,6;58;2,5;
1999-05-25;6,7;0;16;74;1,7;
1999-05-26;2,5;0;16,9;75;2,7;
1999-05-27;3,3;0;19,4;66,5;3,1;
1999-05-28;4,5;,1;17,4;85,3;3,2;
1999-05-29;1,9;0;21,6;60,8;3,5;
1999-05-30;6,9;2,7;16,3;56;3,5;
1999-05-31;4,1;,4;12;80;3,2;
1999-06-01;2,3;,1;14,3;77;3,2;
1999-06-02;4,5;0;14,9;77,8;2,1;
1999-06-03;2,2;0;18,5;65;1,2;
1999-06-04;5,2;0;16,4;81,8;2,6;
1999-06-05;1,9;0;15,9;81,5;2,3;
1999-06-06;1,7;4;13,8;90,5;2,8;
1999-06-07;1,8;4;14,8;85,8;3,6;
1999-06-08;1,7;0;16,4;83,8;1,9;
1999-06-09;3;0;18,7;66,8;5,5;
1999-06-10;4,9;0;19,8;68,5;4,6;
1999-06-11;5,3;0;16,1;87,8;2,3;
1999-06-12;1,2;0;18,1;75,5;3,8;
1999-06-13;4,3;,3;16;81;1,8;
1999-06-14;2,2;0;15,3;91,8;2,8;
1999-06-15;1;24,3;16,7;82,3;1,9;
1999-06-16;1,7;0;17,2;80,5;1,4;
1999-06-17;3,6;0;16,3;75;2,1;
1999-06-18;2,3;0;16,1;80,8;1,4;
1999-06-19;1,9;0;15,6;85,8;1,5;
1999-06-20;1,5;15,6;15;93,3;,6;
1999-06-21;,5;35,2;15,7;68,8;2,3;
1999-06-22;4;0;14,9;84;4,2;
1999-06-23;1,5;0;15,4;89,5;1,1;
1999-06-24;2,2;0;15,8;75;,4;
1999-06-25;2,8;0;17,9;68,3;,8;
1999-06-26;4,8;0;17,4;76,5;3,3;
1999-06-27;2,7;0;18,3;65,3;2,1;
1999-06-28;4,5;0;19,6;59,5;2,2;
1999-06-29;6,9;0;20,9;58;5,2;
1999-06-30;8;,8;14,8;78;2,7;
1999-07-01;3;0;14,2;78,3;3,6;
1999-07-02;3;0;17,6;73,8;2,6;
1999-07-03;4;0;21,3;58,5;4,3;
1999-07-04;7;,1;17,1;83,5;2,4;
1999-07-05;1,5;8,5;13,4;94;1,8;
1999-07-06;1;13,4;15,1;85,8;3,1;
1999-07-07;2;0;15,9;89,8;3,2;
1999-07-08;1;,2;16,1;94,3;1,7;
1999-07-09;1;0;14,6;75;,7;
1999-07-10;2,5;0;14,5;77,8;1,7;
1999-07-11;2,6;0;15,8;78,5;3;
1999-07-12;2,9;0;15,1;69;2,4;
1999-07-13;3,5;0;15,6;70,8;3,5;
1999-07-14;3,9;0;17,7;57,3;1,8;
1999-07-15;5,1;0;20;54,3;1,2;
1999-07-16;4,5;0;20,9;58,3;,5;
1999-07-17;6;0;18,7;71,3;1,6;
1999-07-18;4;0;16,7;84,5;2,7;
1999-07-19;1,5;0;19;78,8;1,4;
1999-07-20;3,1;0;21,3;54;2,7;
1999-07-21;7,5;0;20,2;68,3;2,8;
1999-07-22;5,4;0;15,4;80,5;2,7;
1999-07-23;,3;0;16;81,5;2,5;
1999-07-24;1,5;0;17,6;77;1,3;
1999-07-25;1,9;3,2;17,9;67,8;1,5;
1999-07-26;5,5;0;19,8;53,8;2,3;
1999-07-27;,6;0;20,6;50;3,6;
1999-07-28;5,8;0;17,1;84,5;3,4;
1999-07-29;2,3;0;17,9;78,3;2,7;
1999-07-30;2,7;0;20;62;2,5;
1999-07-31;3,2;,2;13,1;83;3,8;
1999-08-01;2;0;13,8;78,5;1,9;
1999-08-02;2;0;15,6;85;1,9;
1999-08-03;1,8;0;15,2;67,3;2,9;
1999-08-04;3,1;0;15,9;74,8;4;
1999-08-05;4;0;17,1;72;2;
1999-08-06;2,9;0;19;55,5;2,1;
1999-08-07;5,2;0;21,1;44,8;2,9;
1999-08-08;8,8;0;15,5;82,8;3,6;
1999-08-09;2,8;0;15,9;79,3;1,4;
1999-08-10;4;0;18,4;60,8;1,7;
1999-08-11;7,4;0;20,3;60,3;,9;
1999-08-12;7,8;0;21,3;40,3;0;
1999-08-13;7;0;19,6;63,5;2,3;
1999-08-14;8,5;0;11,6;81;5;
1999-08-15;2,7;0;7,8;82,5;3,4;
1999-08-16;2,3;1,4;10,4;75,3;3,7;
1999-08-17;3,7;0;12,5;70,8;4,3;
1999-08-18;4,9;0;14,7;72,3;2,4;
1999-08-19;2,4;0;16,2;69,8;1,8;
1999-08-20;3;0;17,3;70,8;3,7;
1999-08-21;5;0;19,1;51;1,9;
1999-08-22;6,5;0;20,6;47,8;,3;
1999-08-23;6,5;0;17,8;65,8;2,3;
1999-08-24;4,5;0;16,7;69;3,6;
1999-08-25;3,7;0;19,3;46,8;2;
1999-08-26;6;0;21;40,3;,7;
1999-08-27;9,3;0;18,9;65,8;1,4;
1999-08-28;5,7;0;17,7;74,5;3,2;
1999-08-29;5;0;21,5;58,8;1,5;
1999-08-30;4;0;19,9;60;2,1;
1999-08-31;6,6;0;22,6;45,3;2,1;
1999-09-01;7,4;0;24;37,3;,9;
1999-09-02;11;0;25,2;29,3;2,3;
1999-09-03;3;0;22,4;54,3;,9;
1999-09-04;7,5;0;22,1;47,5;1,4;
1999-09-05;7,8;0;19,9;65;2,6;
1999-09-06;4,7;0;23;53;1,8;
1999-09-07;7;0;26;39,3;3,9;
1999-09-08;14,5;0;26,5;48,3;5,5;
1999-09-09;5,6;31,2;18,8;88;5,6;
1999-09-10;4,4;16;14,4;88,3;4,6;
1999-09-11;1,5;0;14,8;83,8;5,8;
1999-09-12;2,1;10,4;15,2;90,5;0;
1999-09-13;1,5;2,6;17,8;79;2,5;
1999-09-14;2,4;0;20,3;74;2,6;
1999-09-15;4,1;8,5;17,5;86;4,2;
1999-09-16;2,2;1,1;15,5;71,5;3,9;
1999-09-17;3,6;0;16,1;78,3;3,9;
1999-09-18;3,2;0;18,1;72,8;3,2;
1999-09-19;3,5;0;18,2;78;2,5;
1999-09-20;4;0;18,3;84,5;3,5;
1999-09-21;3,5;0;20,1;81;2,9;
1999-09-22;3,7;0;15,8;81,3;3;
1999-09-23;3,3;1,6;13,1;74,8;4;
1999-09-24;3,5;0;12,4;67,3;3,6;
1999-09-25;4,9;0;14,3;62,8;2,1;
1999-09-26;3,9;0;18,5;52;1,9;
1999-09-27;7,7;0;16,6;68,3;2,9;
1999-09-28;6,7;0;20,9;57,3;1,3;
1999-09-29;4,3;0;20,8;77;1,5;
1999-09-30;5;8,7;17,6;78,3;2;
1999-10-01;2,4;0;24,3;55,3;3,3;
1999-10-02;10,1;8,4;19,5;89,3;3,6;
1999-10-03;3;1;13,4;80,3;3,8;
1999-10-04;1;,1;11,9;89,3;3,5;
1999-10-05;1,4;1,3;14,2;76;5,1;
1999-10-06;3,1;0;16;73;4,2;
1999-10-07;3,2;0;18;73,5;2,7;
1999-10-08;3,5;10,8;20;81,5;3;
1999-10-09;3,2;2,9;17,7;70,5;2,6;
1999-10-10;4,4;,7;15,3;78,3;4,2;
1999-10-11;3,2;0;15,8;78,8;3,5;
1999-10-12;3,5;0;17,3;73;2,2;
1999-10-13;3,5;0;20,4;69,8;,6;
1999-10-14;4;0;20,5;74,3;1,8;
1999-10-15;4,5;0;24,8;50,3;1,4;
1999-10-16;8;,7;21,4;74;2,3;
1999-10-17;2;11,8;20,8;86,5;,4;
1999-10-18;1,3;4,6;18;84;3,4;
1999-10-19;2,2;,2;16,2;93;4;
1999-10-20;1,5;0;16,5;85,8;3,5;
1999-10-21;2,5;0;16,8;81,3;3;
1999-10-22;2,1;0;18,6;69,5;3,1;
1999-10-23;4,9;0;16,6;62;5,1;
1999-10-24;4,5;0;16,6;67;4,6;
1999-10-25;4,4;0;16,3;74;4;
1999-10-26;3;0;16,6;80,3;2,7;
1999-10-27;2,6;0;18;84,8;2,6;
1999-10-28;1,4;13,3;19,7;81,3;1;
1999-10-29;2,1;6,2;20,1;71,3;2;
1999-10-30;4,5;0;17,8;72,8;3,5;
1999-10-31;3,5;0;16,4;61;3,5;
1999-11-01;5;0;16,9;64,5;4,5;
1999-11-02;3,1;0;19,7;65;1,6;
1999-11-03;4,9;0;22,2;52,5;2,8;
1999-11-04;6,7;0;24,3;46,3;2,3;
1999-11-05;9,6;0;20,1;84,3;5,7;
1999-11-06;4,2;3,1;16,6;72,8;4,1;
1999-11-07;3;0;18,7;69,8;3,3;
1999-11-08;4,1;0;23;58,8;2,8;
1999-11-09;6,9;9,4;16,5;90,3;4;
1999-11-10;2;3,6;12,6;86;4,6;
1999-11-11;1,9;0;16;69,3;4,5;
1999-11-12;3,5;,8;16,8;92;2,1;
1999-11-13;,6;26,4;16,2;94,8;1,8;
1999-11-14;,9;,6;17,2;77,3;2,8;
1999-11-15;3,1;,3;15,8;77;4,5;
1999-11-16;2,5;0;15,5;67,3;4,3;
1999-11-17;4,5;0;16,4;56,3;3,8;
1999-11-18;3,3;0;16,8;69,8;3,7;
1999-11-19;5,2;0;16,7;75,5;2,9;
1999-11-20;3,4;0;19,4;76,5;3,1;
1999-11-21;2,9;39,7;20,2;71,3;0;
1999-11-22;3;0;21;71;2,8;
1999-11-23;5,2;,6;21,2;58,5;2,8;
1999-11-24;7,5;4,4;22;62,5;2,3;
1999-11-25;8;,1;24;41,8;4,6;
1999-11-26;14;6,2;21,2;77,3;2,1;
1999-11-27;3,5;6,2;22,6;47,8;3,1;
1999-11-28;11,5;0;20,2;64,8;3,7;
1999-11-29;5,2;0;20,1;66,8;3,3;
1999-11-30;4,3;0;19;75,8;5,1;
1999-12-01;4;0;20,6;69,5;5,2;
1999-12-02;5;0;21,7;65,3;3,9;
1999-12-03;4,6;0;23,8;68,3;2,2;
1999-12-04;5,1;6,6;22,9;66,3;3,7;
1999-12-05;5,6;0;23,9;57,5;3,7;
1999-12-06;7;0;21,8;84,8;3,4;
1999-12-07;3,2;28,9;20,4;83,5;3;
1999-12-08;2,2;,4;22,1;85,3;2,7;
1999-12-09;2,5;9,5;21,3;82,3;1,8;
1999-12-10;2,1;,1;20,1;84;3,4;
1999-12-11;2,4;,1;19,6;85,3;3,1;
1999-12-12;1,7;,2;19,5;88,8;3,7;
1999-12-13;2,3;1,1;19,5;86,8;3,1;
1999-12-14;2;16,3;21,7;81,3;4,7;
1999-12-15;3,6;2,2;24;57,5;5,9;
1999-12-16;11,2;0;23,2;39,8;4,1;
1999-12-17;12,2;0;22;64,8;3,2;
1999-12-18;6;0;21,4;68,5;3,4;
1999-12-19;4;0;24,2;48,8;1,2;
1999-12-20;9;0;23,7;60;2,9;
1999-12-21;6;0;23,1;67;3,2;
1999-12-22;5;0;23,6;64,5;3,9;
1999-12-23;9;5,3;20,5;74;3,8;
1999-12-24;,2;,2;20,5;80;4,6;
1999-12-25;3;1,3;21,6;76,5;3,5;
1999-12-26;3,5;,1;23,4;73,3;2,3;
1999-12-27;4,5;,2;23,7;79;2,1;
1999-12-28;3,5;2,1;23,4;68,5;3,2;
1999-12-29;4,5;0;23,4;67;3;
1999-12-30;3,8;0;24,6;64,5;2,4;
1999-12-31;7;0;24,8;71,3;3,8;
2000-01-01;3,8;16,8;21,4;93,5;1,6;
2000-01-02;,9;49,8;18,8;94,5;2,6;
2000-01-03;,6;14,8;19,5;89,8;1,5;
2000-01-04;12;60,8;20,8;84,3;3,1;
2000-01-05;1,2;6,3;21,2;88,5;1,6;
2000-01-06;1,5;7,2;22,4;89;2,1;
2000-01-07;2,8;17,6;22,7;86,5;3,1;
2000-01-08;1,7;6,9;22,7;74,8;2,4;
2000-01-09;2,6;12,6;24;73,8;2,6;
2000-01-10;3,4;11;24,4;62,8;2,5;
2000-01-11;5,1;0;26;56;4;
2000-01-12;8,2;0;24,4;74,5;3,9;
2000-01-13;4,7;5,6;24,9;66,8;3,3;
2000-01-14;6,8;0;25,6;65;3,2;
2000-01-15;7,2;,6;24,8;71,8;3,1;
2000-01-16;5,6;,3;24,5;80,8;3,6;
2000-01-17;1,8;16;25,5;68,5;2,9;
2000-01-18;4,9;5,8;25,5;71,8;2,6;
2000-01-19;4,5;7,4;21,4;90,8;2,7;
2000-01-20;2;9,2;21;75,3;1,9;
2000-01-21;3,6;0;22;73,8;1,3;
2000-01-22;3,8;0;23,9;61,8;2,5;
2000-01-23;5,2;0;22,7;63;2,1;
2000-01-24;5,5;0;22,9;72,8;4,3;
2000-01-25;3,9;0;24,9;74,8;1,2;
2000-01-26;6,1;39,4;20;91,5;2,8;
2000-01-27;1,4;40,2;19,2;80,5;3,4;
2000-01-28;2,5;0;18,5;63,5;1,7;
2000-01-29;4,4;0;19;74;3,4;
2000-01-30;3,1;0;21,3;74;2,8;
2000-01-31;3,5;0;23,1;78,5;4;
2000-02-01;3,5;16,5;22,8;87,8;2,3;
2000-02-02;3;3,6;23;74,8;3,6;
2000-02-03;5,5;0;24,6;72,5;4,5;
2000-02-04;7,1;0;23,8;84,5;5,2;
2000-02-05;3,1;52,7;22,4;82,3;2,6;
2000-02-06;1,8;5;21,6;79,5;4,1;
2000-02-07;4;0;20,6;81,3;4;
2000-02-08;2,5;0;20,9;80,8;4,2;
2000-02-09;2,5;0;22,3;86;2,6;
2000-02-10;2;18,3;21,8;87,5;3;
2000-02-11;1,4;16,8;21,6;86,5;3,4;
2000-02-12;1,6;8,7;21,6;90,3;3,6;
2000-02-13;1;11,6;20,9;94;2,5;
2000-02-14;1;19,5;23,5;75;2,4;
2000-02-15;4,2;0;24,9;65,3;2,7;
2000-02-16;5,8;0;20,7;87;3,9;
2000-02-17;1,8;36,3;17,5;92,5;3,1;
2000-02-18;1,2;10,1;18,2;73;4,2;
2000-02-19;3,6;0;19,2;77,8;4,4;
2000-02-20;3;0;20,3;75,5;3,4;
2000-02-21;3,8;0;22,2;69,5;3,8;
2000-02-22;4,6;0;23,8;70;3,2;
2000-02-23;4,1;36,4;23,8;73,5;2,6;
2000-02-24;4;2,2;24,4;72,3;2,2;
2000-02-25;3,8;1;23,5;71,3;3,9;
2000-02-26;4,2;0;23,8;74,5;3,5;
2000-02-27;3,8;0;24,4;81,3;2,2;
2000-02-28;3,5;1,7;24,1;73,8;2,5;
2000-02-29;3,5;6,2;23,5;75,8;2;
2000-03-01;2,5;2,8;23,6;73,8;2,5;
2000-03-02;3,5;9,7;23,6;71,8;3,4;
2000-03-03;4;0;23;76,8;2,4;
2000-03-04;3;4,2;24,9;63,8;2,1;
2000-03-05;5;,2;25,3;65,5;2;
2000-03-06;5;0;26,3;60,5;,9;
2000-03-07;5;,5;21,2;87,5;1,7;
2000-03-08;2;20,6;17,9;81,3;3;
2000-03-09;2,1;0;19,1;70,3;4,9;
2000-03-10;3,8;0;20,1;74,8;3,4;
2000-03-11;2,4;0;19,5;84,3;3,4;
2000-03-12;1,9;0;19;75,5;4,3;
2000-03-13;2,8;0;19,3;68,8;4,1;
2000-03-14;3,8;0;20,1;69,5;4,1;
2000-03-15;3,5;0;20,7;81;2,5;
2000-03-16;3,3;0;22,6;83,8;2,4;
2000-03-17;1,7;15,9;23,3;83;1,2;
2000-03-18;2,8;5,8;22,3;86,3;2,7;
2000-03-19;2,2;16,8;19,8;78,8;4,9;
2000-03-20;2,5;0;19,4;84,5;4,1;
2000-03-21;1,5;,7;21;84;3,1;
2000-03-22;2;4;20,6;87,8;3;
2000-03-23;1,5;1,6;22,1;83;2,2;
2000-03-24;1;0;23,7;72;4,5;
2000-03-25;7;0;21,6;76,5;3,9;
2000-03-26;3;0;21,3;83,3;2,6;
2000-03-27;3;2,9;23,1;72,8;3,4;
2000-03-28;4;0;21,7;80,3;2,5;
2000-03-29;2,5;8,1;19,3;91,5;1,9;
2000-03-30;,7;3,9;20,2;85,5;2,9;
2000-03-31;1,8;2,4;22,1;76,3;2,1;
2000-04-01;2,8;4;21,3;79,3;2,3;
2000-04-02;2,7;,1;19,1;80;4,8;
2000-04-03;3;,8;16,9;83,8;3,7;
2000-04-04;2,2;,1;19;70,8;4,1;
2000-04-05;5,3;0;19,7;75,3;3,2;
2000-04-06;4,5;0;20,8;71;3,8;
2000-04-07;4;0;22,1;70,3;3;
2000-04-08;4;0;22,3;75,3;2,3;
2000-04-09;3;0;21,7;74,3;2,4;
2000-04-10;3,5;0;22,9;69,3;3,5;
2000-04-11;4,5;0;23,3;60;2,4;
2000-04-12;6,5;0;23;46,3;2,6;
2000-04-13;8,4;0;24,2;52,8;2,5;
2000-04-14;7,1;0;22,2;75,5;2;
2000-04-15;4;,8;21,3;69;2,8;
2000-04-16;3,1;0;19,4;70;3,3;
2000-04-17;4;0;20;76,8;2,2;
2000-04-18;3,5;0;22,3;72,3;2,7;
2000-04-19;5,1;0;22,5;79,5;2,8;
2000-04-20;4,5;,5;20,4;57,8;4,4;
