Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 1991-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2003-12-27;3,5;0;22,2;74,8;3,1;
2003-12-28;3,2;,1;22,7;80,5;2,2;
2003-12-29;3,1;26;23,8;64,8;1,7;
2003-12-30;5,5;0;24,7;68;1,4;
2003-12-31;6;0;24,2;81,8;3,1;
2004-01-01;4;12;18,8;91,8;,5;
2004-01-02;1,5;11,8;17;87,5;3,8;
2004-01-03;1,8;5,2;19,1;81;4,6;
2004-01-04;3,2;0;20,1;79;2,7;
2004-01-05;4,5;0;21,7;74,8;4;
2004-01-06;4,2;0;22,7;78,8;2,7;
2004-01-07;3,4;14;20,8;83;2;
2004-01-08;2,4;0;21,4;90,5;2,6;
2004-01-09;1,5;32,9;20,6;89,3;1,1;
2004-01-10;1,5;10,2;21,9;78,5;2,1;
2004-01-11;3,7;0;23,9;69,3;1,2;
2004-01-12;5,8;,4;23;80,3;2,9;
2004-01-13;4;0;21,6;81,5;1,5;
2004-01-14;3,5;0;23;83,3;2,4;
2004-01-15;3;0;23,4;83,3;1;
2004-01-16;4;2;21,4;82,8;2,9;
2004-01-17;3,3;0;20,4;73;3;
2004-01-18;5,6;0;20,4;64;2,9;
2004-01-19;6,4;0;20,7;74;3,7;
2004-01-20;4,6;0;21,5;75,3;3,6;
2004-01-21;4,1;0;20,6;90,5;1,8;
2004-01-22;1,4;16,8;21,2;87,8;2,2;
2004-01-23;1,5;1,6;21,6;86,5;3,5;
2004-01-24;2;65,6;22,5;80,8;1,7;
2004-01-25;4;,6;23,6;75,3;3,3;
2004-01-26;2;21,4;21;95,5;1,3;
2004-01-27;2,5;23,4;21;94,3;1,8;
2004-01-28;,5;25,4;22,2;89,8;,5;
2004-01-29;2,5;1,8;24;75;1,9;
2004-01-30;3;7,4;23,8;76,3;2,3;
2004-01-31;3,5;32;22,9;78,3;2,1;
2004-02-01;3,4;70;24,1;71,8;2,5;
2004-02-02;5,1;0;24,4;74,3;2,3;
2004-02-03;6,1;5;23,7;80,3;1,9;
2004-02-04;3,4;0;25;75;2,6;
2004-02-05;4,4;32,9;25,1;77,5;2,9;
2004-02-06;4,2;32;20,7;88,3;3,2;
2004-02-07;1,7;11,7;19;76,5;4,9;
2004-02-08;4,4;0;19,5;74;4;
2004-02-09;5,6;0;19,6;76;4,8;
2004-02-10;4,3;0;20,4;74,3;3,6;
2004-02-11;4,7;0;20,8;75,3;5,2;
2004-02-12;4,5;0;21,8;77;3,5;
2004-02-13;3,9;2,5;22,2;74;2,7;
2004-02-14;3,4;11;20,9;90;1,7;
2004-02-15;2,1;17,1;22,7;83;3,6;
2004-02-16;3;3,6;21,8;83,3;4,2;
2004-02-17;2,9;0;23,1;67;2,6;
2004-02-18;5,1;0;25,3;64,8;2,1;
2004-02-19;5,9;0;24,6;74,8;3,6;
2004-02-20;5,8;0;20,4;88,5;3,6;
2004-02-21;3;0;21,7;89;3,1;
2004-02-22;1,6;30,4;19,8;96;3,6;
2004-02-23;,5;82,8;18,7;95,3;2,1;
2004-02-24;1,2;13,8;17,9;91,8;2,6;
2004-02-25;1,2;9,2;17,8;92,3;2,6;
2004-02-26;1,1;3,3;18,8;87,8;2,3;
2004-02-27;1,9;0;22,2;64;2,2;
2004-02-28;7,8;10,3;20,9;70,8;3,1;
2004-02-29;5,5;0;21,3;73,3;2,7;
2004-03-01;5,5;0;22,1;79,8;3;
2004-03-02;3,5;6,2;24,5;69;1;
2004-03-03;6,5;0;24;75,8;2,2;
2004-03-04;4,7;2,8;20,7;90,3;4,4;
2004-03-05;1,3;5,3;19,8;92,8;2,7;
2004-03-06;1,3;2,9;19,9;92,8;2,3;
2004-03-07;,7;32,8;21,8;79,8;2,2;
2004-03-08;3,5;0;23,9;76,5;,9;
2004-03-09;4,5;,4;25;66,8;1,9;
2004-03-10;5,5;0;24,5;82,3;1,5;
2004-03-11;3,5;33;22,7;78,3;2,9;
2004-03-12;4;0;21;82,8;2,5;
2004-03-13;3,5;1,6;21,1;79,8;2,5;
2004-03-14;3,5;0;20,7;91,8;2;
2004-03-15;1,5;11,8;22,3;80,3;3,3;
2004-03-16;3,5;0;20,9;77;1,9;
2004-03-17;4,5;0;21,2;72,5;3,1;
2004-03-18;3,8;0;21,1;77,5;2,3;
2004-03-19;3,7;0;20,9;79;3,3;
2004-03-20;3;7,8;19,5;83,5;1,5;
2004-03-21;2,9;9;18;86,5;1,4;
2004-03-22;2,5;,6;18,1;77,8;2,9;
2004-03-23;4;1,4;17,5;81,8;2,9;
2004-03-24;2,7;0;18,1;79,3;2,1;
2004-03-25;3,3;0;19;73,5;2;
2004-03-26;4;0;19,7;79;2,2;
2004-03-27;3,5;4,8;21,1;74,5;3,1;
2004-03-28;4;0;22,4;66,5;1,9;
2004-03-29;5,6;4,4;21,8;77,3;3,1;
2004-03-30;3,9;,1;19,6;84;2,2;
2004-03-31;2,5;5,8;20,6;77,5;2,9;
2004-04-01;3,5;0;21,2;76,5;1,9;
2004-04-02;4;0;22,6;69,8;2,6;
2004-04-03;4,5;0;22,8;74,8;2,3;
2004-04-04;5,8;0;21,6;90;2,5;
2004-04-05;1,7;7;22,4;78,3;2,4;
2004-04-06;2,9;7,8;21,1;84,8;2,7;
2004-04-07;1,8;25,7;22,1;80,5;3;
2004-04-08;3,4;0;22,3;79,3;2;
2004-04-09;3,5;0;21,7;78,8;3,5;
2004-04-10;3,2;,1;21,3;79;2;
2004-04-11;3,5;,3;21,7;78;3,6;
2004-04-12;3,5;0;22;78,5;3,2;
2004-04-13;3,5;0;21,7;81;3,5;
2004-04-14;2;,2;21;90,5;2,4;
2004-04-15;1,5;3;22,5;82,5;2,5;
2004-04-16;2,9;6,4;22,8;74;3,1;
2004-04-17;4,6;,2;23,9;73;2,8;
2004-04-18;4,5;0;23,3;81,3;1,2;
2004-04-19;3,5;1,6;22,3;78,5;4,1;
2004-04-20;4,1;57;20,3;84,5;2,5;
2004-04-21;2;0;21,1;88,5;3,3;
2004-04-22;1,9;11,2;23,5;74,3;2,6;
2004-04-23;4,1;0;24;62,3;3,3;
2004-04-24;6,6;0;22,2;78,5;2,2;
2004-04-25;3,5;1,7;18,1;86;4,5;
2004-04-26;2;1,2;17,8;80,8;3,5;
2004-04-27;2,8;0;18,3;80,8;3,2;
2004-04-28;2,7;0;18,5;73,3;2,5;
2004-04-29;3,2;0;18,5;74;3,1;
2004-04-30;3,5;0;18,8;72,3;2,5;
2004-05-01;5,6;0;19,4;72,3;1,8;
2004-05-02;3,4;0;21,4;68,8;1,3;
2004-05-03;6;0;22,6;70,5;1,9;
2004-05-04;4,5;0;22,2;74,8;2,3;
2004-05-05;3,9;0;21,2;85;2,1;
2004-05-06;3,2;1,9;19,2;90,3;2,5;
2004-05-07;1,5;4,5;18,6;82;3,3;
2004-05-08;2;4,7;17,3;72,5;4,2;
2004-05-09;5;0;15,7;78,8;2;
2004-05-10;3,1;0;17,2;80,3;2,2;
2004-05-11;2,9;0;17,2;81,3;2,9;
2004-05-12;2,8;0;18,7;78,8;1,7;
2004-05-13;3,4;0;18,6;81,3;3,4;
2004-05-14;3,8;1;19,4;89;3,4;
2004-05-15;3;1,2;16,4;90;3,5;
2004-05-16;1,2;8;13,7;77,8;1,9;
2004-05-17;2,9;0;14,2;84,8;2,4;
2004-05-18;2;0;15,4;85;2,5;
2004-05-19;1,8;0;15,7;90,8;2;
2004-05-20;1,2;,2;15,1;86,5;3,2;
2004-05-21;1,5;,8;15,4;87,8;2,9;
2004-05-22;1,5;4,6;16,6;85;2;
2004-05-23;2,8;0;18,4;83,5;1,8;
2004-05-24;1,4;1,6;18,7;83,8;1,4;
2004-05-25;1,8;12,8;19,3;89,5;2;
2004-05-26;1,5;16,8;14,4;71,8;5,3;
2004-05-27;5,2;0;12,9;71,3;2,4;
2004-05-28;3;0;13,3;71,8;2,7;
2004-05-29;3,5;0;14,8;81;2,2;
2004-05-30;1,9;0;16,5;86;2,4;
2004-05-31;1,2;2;15,3;89,5;2,1;
2004-06-01;,7;11,2;16,9;78;1,8;
2004-06-02;2,1;0;16,8;87,8;,6;
2004-06-03;2,1;3,5;15,8;91,8;1,4;
2004-06-04;1;15;13,7;84,5;3,6;
2004-06-05;1;19,4;12,9;82,8;2,3;
2004-06-06;1,9;0;13,3;78,5;2;
2004-06-07;2,9;0;12,8;67,8;1;
2004-06-08;2,4;0;15,1;74,5;2,7;
2004-06-09;1,8;0;16,3;79;1;
2004-06-10;2,2;,8;19,5;73;3,1;
2004-06-11;5;0;21;63;3,2;
2004-06-12;6,8;0;15,8;82,5;1,6;
2004-06-13;6,7;16,7;10;73,3;3,4;
2004-06-14;2,5;0;12,6;81,5;3,7;
2004-06-15;1,8;,1;14,9;83,5;2,2;
2004-06-16;,8;0;16;82,8;1,6;
2004-06-17;1,6;0;16,9;55,3;1,4;
2004-06-18;5,3;0;17,1;70;1,4;
2004-06-19;3,5;0;17,2;76,3;3,3;
2004-06-20;3;0;17;71,5;2,8;
2004-06-21;2,7;0;18,8;57,5;2,8;
2004-06-22;4,8;0;18,5;60;2;
2004-06-23;4,3;0;18,3;57;,2;
2004-06-24;4,9;0;17,9;70,5;3;
2004-06-25;3,5;0;19;74,3;1,8;
2004-06-26;2,5;,1;20,5;70,3;2;
2004-06-27;3,9;0;20,3;64,8;2,4;
2004-06-28;4,9;0;19,9;68,8;1,4;
2004-06-29;2,2;0;19,6;51;3;
2004-06-30;3,6;0;19,8;70,5;,8;
2004-07-01;2,9;0;19,8;64;2,5;
2004-07-02;5,5;0;20,4;59,3;2,4;
2004-07-03;4,7;0;20,8;61,8;1,6;
2004-07-04;5,8;0;19,2;79,5;1,2;
2004-07-05;2,9;0;18,5;84,5;3;
2004-07-06;1,6;0;17,3;84,8;2;
2004-07-07;3,2;0;20;63,5;1,9;
2004-07-08;5,7;0;19,3;74,8;3,3;
2004-07-09;5,1;16,4;18,2;83;2,4;
2004-07-10;2,8;0;17,8;84,3;2,8;
2004-07-11;1,7;15,4;11,8;92,3;3,7;
2004-07-12;1;0;13,7;85,5;4,6;
2004-07-13;2,5;0;17,4;77,5;2,8;
2004-07-14;1,3;0;19,5;65,5;1,9;
2004-07-15;5,2;0;20,4;67,3;3,1;
2004-07-16;4,5;0;18;83,3;2,1;
2004-07-17;2,7;7;13,3;89;2,6;
2004-07-18;1,6;0;13,1;92,8;2,4;
2004-07-19;1,2;23,6;12,9;88,5;3,3;
2004-07-20;,5;34,4;13,1;86,5;2,8;
2004-07-21;1,6;,1;13,2;72,8;2,9;
2004-07-22;3,5;,1;11,8;79,8;1,5;
2004-07-23;1,5;,4;12,7;71,5;2,5;
2004-07-24;3,1;0;12,8;75,5;1,8;
2004-07-25;2,4;0;13;80,3;3,4;
2004-07-26;2,6;0;12,6;78,3;1,8;
2004-07-27;2,4;0;13,7;73,5;2;
2004-07-28;2,8;0;14,8;71,8;2,3;
2004-07-29;2,7;0;15,1;71,3;,8;
2004-07-30;3;0;16,5;65,3;0;
2004-07-31;3,7;0;18,1;53,3;1;
2004-08-01;6,7;0;16,3;70;,4;
2004-08-02;4,8;0;16,2;69,8;3,1;
2004-08-03;3;0;17,4;81,5;,5;
2004-08-04;2,3;0;17,6;79,3;1,7;
2004-08-05;2;0;18,8;66;1,1;
2004-08-06;4,1;0;19,2;61,5;1,4;
2004-08-07;5,1;0;18,3;68;1;
2004-08-08;4,9;0;11,5;86,8;1,6;
2004-08-09;2;0;12;76,5;3,3;
2004-08-10;3,3;0;14;70;1;
2004-08-11;3;0;13,5;65,8;1;
2004-08-12;3,7;0;14;72,8;2,5;
2004-08-13;2,8;0;13,8;63,5;1,5;
2004-08-14;4,5;0;15,2;65;3,5;
2004-08-15;4;0;16;69,8;2,9;
2004-08-16;3,3;0;17,3;55,5;1,9;
2004-08-17;4,3;0;18,4;58,5;,8;
2004-08-18;4,9;0;19,9;54,8;,3;
2004-08-19;6;0;19,3;67,8;1,2;
2004-08-20;4;0;22,2;52,5;,8;
2004-08-21;6,5;0;23,3;48,8;1,2;
2004-08-22;6,8;0;20,3;73,8;1,8;
2004-08-23;4,2;0;21,8;62,5;1,9;
2004-08-24;6,3;0;17,2;80,8;2,3;
2004-08-25;2,4;0;21,5;55;2,3;
2004-08-26;7;0;18,1;86;2,7;
2004-08-27;1,6;0;17,5;86;2,7;
2004-08-28;1,5;0;19,9;80;1,5;
2004-08-29;3,3;2,7;18,2;59,5;,7;
2004-08-30;4,4;0;19,9;40,5;2,1;
2004-08-31;8;0;18,1;69,5;1,9;
2004-09-01;4,5;0;19;68,8;2,6;
2004-09-02;4;0;23,6;41,5;2,1;
2004-09-03;9;0;21,4;62,5;1,6;
2004-09-04;5,5;0;18,3;75,3;2,7;
2004-09-05;3,4;0;20,7;64;,6;
2004-09-06;4,6;0;20,8;65,8;3,2;
2004-09-07;5,4;0;23,2;49,5;,8;
2004-09-08;7,4;0;24,4;39;2,2;
2004-09-09;8,8;0;23,7;43,3;,3;
2004-09-10;8,6;0;19,9;69;2,1;
2004-09-11;4,4;0;17,7;77;3;
2004-09-12;3;2,5;16,5;86;4;
2004-09-13;2,5;0;20;69;3,7;
2004-09-14;3,3;0;22,4;52,5;3;
2004-09-15;6,7;0;21,1;56,5;2,7;
2004-09-16;8,5;0;17,5;66,5;3,2;
2004-09-17;4;0;17,6;77,3;3,4;
2004-09-18;2,2;2,6;20,1;70;1,9;
2004-09-19;3,3;3,1;20,4;73;1,4;
2004-09-20;3,5;0;23,4;56,3;2;
2004-09-21;6;0;24,9;54,5;2,3;
2004-09-22;7,6;0;26,3;37,8;,8;
2004-09-23;9,9;0;22,3;72,3;2;
2004-09-24;4;0;23,5;65;1;
2004-09-25;5,7;0;20,3;85,3;2,3;
2004-09-26;3;0;26,3;45,5;2,5;
2004-09-27;8,6;0;23,7;67,8;1,5;
2004-09-28;3,8;0;23,3;66,5;3,1;
2004-09-29;9,3;0;20,3;78,5;2,1;
2004-09-30;4,3;1,1;14,7;84,5;5;
2004-10-01;2,5;0;16,8;82;4,3;
2004-10-02;1,4;0;19;81,5;1,4;
2004-10-03;2,6;10,5;17,3;88,5;1,5;
2004-10-04;1;2,5;17,7;77;2,4;
2004-10-05;3,5;0;18,7;78,5;3;
2004-10-06;2,7;0;13,7;76,8;2,7;
2004-10-07;3,3;,5;14,1;71;2,2;
2004-10-08;3;0;16;65;2,1;
2004-10-09;4;0;21,8;40,5;1,5;
2004-10-10;5,9;0;20,8;74,5;2,8;
2004-10-11;4,9;2,3;21;74,3;1,6;
2004-10-12;3,6;0;21,3;78,3;1;
2004-10-13;2,8;,2;23,8;71,8;2,9;
2004-10-14;5,3;8,1;20,5;86,5;1,2;
2004-10-15;1,4;4,6;19;91,8;1,8;
2004-10-16;1;9,7;24,4;66,5;2;
2004-10-17;5,3;28,4;20,3;81,8;,7;
2004-10-18;3,4;,1;20,6;78;1,8;
2004-10-19;2,6;11,4;18,6;86,5;,7;
2004-10-20;2,4;1;15,1;77,5;4,1;
2004-10-21;2,6;0;17,2;76,5;4,1;
2004-10-22;3,1;0;19,5;73,8;3,3;
2004-10-23;3,1;0;21;71,8;2;
2004-10-24;4,7;,6;21,4;84,5;1,5;
2004-10-25;2,6;3,5;21;79;2,8;
2004-10-26;2,9;13,8;18;86,8;2,4;
2004-10-27;1,6;,2;18,4;67,3;2,7;
2004-10-28;5,5;0;15,7;66,3;4,7;
2004-10-29;3,4;0;18,6;72,5;3,9;
2004-10-30;2,9;0;24;55,3;3;
2004-10-31;6,2;0;23,8;56;3,2;
2004-11-01;8;0;20;83,5;3,3;
2004-11-02;2,1;0;21,8;80,3;2,9;
2004-11-03;2,9;0;26,4;52,5;2;
2004-11-04;9,2;14,2;23;75,5;3,1;
2004-11-05;4;0;23,9;68,3;3,9;
2004-11-06;6,5;0;21,8;78;2,4;
2004-11-07;2,9;,2;16,1;89,3;2,3;
2004-11-08;1,7;1,4;17,1;77,8;5;
2004-11-09;2,8;0;20,8;70,8;3,9;
2004-11-10;3,6;0;24,1;63,3;1,9;
2004-11-11;7,1;6,1;21,5;82,5;4,9;
2004-11-12;4,5;16;21,1;44,8;4,7;
2004-11-13;9;0;18,6;69,8;2;
2004-11-14;3,9;0;18,4;76;2,1;
2004-11-15;3,3;0;20,2;89;1,8;
2004-11-16;2,1;36;19,9;91,3;1,1;
2004-11-17;1,4;27,6;21,1;87,5;1,4;
2004-11-18;2,4;7,1;20,7;81,8;,3;
2004-11-19;1,4;,5;20,2;77,5;1,5;
2004-11-20;3;2,4;17,9;79;4,2;
2004-11-21;2,7;0;17,3;64,8;3,3;
2004-11-22;4,8;0;18,3;70,3;3,8;
2004-11-23;4,3;0;21;69;3,1;
2004-11-24;4,2;0;22,8;59,5;3,5;
2004-11-25;6,3;0;25,8;40;,6;
2004-11-26;9;0;26,1;49,8;1,5;
2004-11-27;9;0;24,1;68,5;2,4;
2004-11-28;7,4;31;21;84,3;2,9;
2004-11-29;4;31,1;19,5;78,8;3,3;
2004-11-30;3;0;19,3;74,8;3,3;
2004-12-01;4,2;0;20;71,8;5;
2004-12-02;3,8;0;20;71,3;4,7;
2004-12-03;4,3;0;18,7;91,3;2,5;
2004-12-04;,7;30,9;23,8;74,5;1,9;
2004-12-05;5;,5;24;77,3;1,8;
2004-12-06;3,2;43,4;23,5;79,3;2,4;
2004-12-07;3,6;1,9;23,3;79;3,9;
2004-12-08;4;25;23;76,3;4;
2004-12-09;4,7;14,4;20,9;84,5;1,8;
2004-12-10;2,1;23;19,3;83,8;2,4;
2004-12-11;2;1;18,4;82,3;3,2;
2004-12-12;,4;0;19;76,8;2,6;
2004-12-13;5;0;20,7;61,3;1,2;
2004-12-14;6,7;0;20,5;63,8;1,4;
2004-12-15;5,3;0;21,6;76,3;2;
2004-12-16;4;0;25,4;61;2,7;
2004-12-17;6;8,4;22,2;80,3;,8;
2004-12-18;2,9;4;21,8;83,3;1,4;
2004-12-19;2,3;0;23,9;76,3;2;
2004-12-20;4,2;0;23;75,3;1,8;
2004-12-21;4,9;38,4;19;86,5;1,6;
2004-12-22;1,5;2,5;16,8;87,3;3;
2004-12-23;1,4;33,4;17,8;91,3;1,5;
2004-12-24;,8;5,7;20,4;81,3;1,2;
2004-12-25;3;0;24,2;60,8;1;
2004-12-26;7,5;6,7;21,7;88,5;2,5;
2004-12-27;2,5;23,4;21,3;80,8;2,2;
2004-12-28;3;,3;21,2;81,8;2,3;
2004-12-29;3;0;22,6;74,5;2,6;
2004-12-30;3,5;0;23,8;63,8;2,2;
2004-12-31;5;0;24,8;66;,8;
2005-01-01;2,7;,2;23,6;70;2,5;
2005-01-02;2;0;23,6;66;2,9;
2005-01-03;1,8;0;23,3;74,3;2;
2005-01-04;4,5;27,8;21,5;91,3;1,7;
2005-01-05;1,7;36,2;22,3;81;,5;
2005-01-06;2,3;1,8;24;74;2,6;
2005-01-07;4;0;24,8;72,3;1,9;
2005-01-08;3;0;25;78,8;2,5;
2005-01-09;3,5;,5;25,8;66;2,6;
2005-01-10;5,4;0;25,5;68,3;2,2;
2005-01-11;4,9;28,9;22,5;87,8;,2;
2005-01-12;1;48,2;20,9;85;3,1;
2005-01-13;2,6;1;22,1;65,8;2,8;
2005-01-14;4,5;0;22,2;69,5;3;
2005-01-15;4;0;26,8;54,8;2,5;
2005-01-16;9,2;0;23,7;83;4,1;
2005-01-17;3;20,4;20,9;86;2,5;
2005-01-18;1,4;1,3;22,2;84,8;1;
2005-01-19;1,6;1,4;22,7;84,3;2,3;
2005-01-20;2,6;10;21,9;91;2,6;
2005-01-21;1,9;19,8;21,4;91,3;2;
2005-01-22;1;47,6;22,8;87;,9;
2005-01-23;1,5;5,4;24;75,3;1,3;
2005-01-24;3,1;0;24,2;80,8;3;
2005-01-25;2,4;11,1;21,5;83,5;3;
2005-01-26;2,5;37,4;17,5;87,8;3;
2005-01-27;1,3;2,4;17,4;89;2,3;
2005-01-28;1,1;9;19,6;85;2;
2005-01-29;1,1;,2;20,3;88,8;2;
2005-01-30;1;1,5;21,5;77,3;2,6;
2005-01-31;3,5;0;22;71,8;2,3;
2005-02-01;4,3;,4;20,9;82,3;2,3;
2005-02-02;3,2;0;21,8;83,8;,5;
2005-02-03;2,5;11;21,6;83,3;,7;
2005-02-04;1,8;,2;20,2;87;1,5;
2005-02-05;2,3;0;19,9;82,8;3,8;
2005-02-06;2,8;0;19,7;70,3;1,6;
2005-02-07;4,4;0;18,9;69,3;2,9;
2005-02-08;4,3;0;19,4;65,8;3,9;
2005-02-09;5,2;0;20,7;57,8;3,8;
2005-02-10;5,8;0;22,4;58,3;2,5;
2005-02-11;6;0;21,9;69;3,1;
2005-02-12;7,1;26,8;21,8;74,5;,8;
2005-02-13;3,5;1,7;21,4;76,5;1,4;
2005-02-14;3,5;,2;21;72,8;3,1;
2005-02-15;4,7;0;21,4;73;1,8;
2005-02-16;3,8;0;22,6;64,5;2,6;
2005-02-17;5;0;22,9;72,5;1,6;
2005-02-18;4;0;23,9;75,5;1,2;
2005-02-19;3,5;16,7;23,5;77,8;1,8;
2005-02-20;3,3;0;22,9;70,3;2;
2005-02-21;4,7;0;21,8;68;2,8;
2005-02-22;5,2;0;25,1;50,3;1,6;
2005-02-23;7;0;25,5;69,3;2;
2005-02-24;4,7;0;24,4;78;2,3;
2005-02-25;2,9;1,7;23,9;80,8;,8;
2005-02-26;3,5;30,7;23,7;73,8;2,9;
2005-02-27;3,5;10;23;86,8;,7;
2005-02-28;2,9;,5;25;65,5;3,2;
2005-03-01;4,5;0;22,6;73,8;4,1;
2005-03-02;4,1;0;19,9;75,5;2,9;
2005-03-03;3,1;,2;18,6;83;,8;
2005-03-04;2;0;19,9;74,8;,9;
2005-03-05;5,2;0;20;74;2;
2005-03-06;2,2;0;20,9;76,5;1,1;
2005-03-07;3,6;0;22,9;74,3;2,5;
2005-03-08;3,7;0;24,6;69;1,1;
2005-03-09;4,5;0;26,2;48;1,2;
2005-03-10;8,8;0;25,2;62,3;1;
2005-03-11;6,7;0;26,2;64,3;2,8;
2005-03-12;5,2;0;24,5;70,3;,4;
2005-03-13;3,3;40,8;25,4;64;1,8;
2005-03-14;5,7;5,8;24,2;78,8;2,3;
2005-03-15;3,3;47;22,4;92,3;1,2;
2005-03-16;1,6;41,4;21,9;81;,3;
2005-03-17;2,4;8,8;22;82,5;,5;
2005-03-18;2,2;57,4;22,9;63,5;1,5;
2005-03-19;2,3;12;22,9;74,5;2,1;
2005-03-20;3,7;0;23,1;79,8;1,6;
2005-03-21;2,3;35,2;22,5;85;,4;
2005-03-22;2;,5;22,9;81,3;1,4;
2005-03-23;2,8;11,7;24,1;74,5;1,5;
2005-03-24;3,7;10,5;21,1;89,3;,4;
2005-03-25;1,2;,8;19,7;83;,6;
2005-03-26;2,3;0;19,3;80,8;2,4;
2005-03-27;2;0;20,6;78;4,3;
2005-03-28;2,8;0;21,1;78;2,8;
2005-03-29;2,9;0;23;69,3;2,2;
2005-03-30;3,7;0;23,3;80;1,1;
2005-03-31;2,7;14,5;23;71,3;1,9;
2005-04-01;3;0;24,8;68;1,4;
2005-04-02;4,6;0;26,1;59,8;2;
2005-04-03;6,4;0;26,2;65,3;1,9;
2005-04-04;5,5;11,2;23,3;87,8;1,7;
2005-04-05;2;9,2;21,4;87,5;2,6;
2005-04-06;1,8;0;24,4;77,5;2,9;
2005-04-07;4,6;0;25,5;66,3;2,7;
2005-04-08;5;0;24,6;78,3;,9;
2005-04-09;3,6;71,2;23,4;75,3;3,1;
2005-04-10;3,1;0;24,1;76;2,6;
2005-04-11;2,8;0;25,1;63,8;1,2;
2005-04-12;3;0;25,7;53,3;1,6;
2005-04-13;8,2;0;23,7;73;4;
2005-04-14;4;0;24;68,5;2,2;
2005-04-15;4,5;0;25,3;56;2,1;
2005-04-16;7;0;23,9;73,8;3,1;
2005-04-17;3,3;0;22,6;78,8;2,5;
2005-04-18;3,1;0;21,5;72,8;2,6;
2005-04-19;3,6;0;22,6;62;1,8;
2005-04-20;6,1;0;22,8;67,3;1,7;
2005-04-21;4,9;10;21,2;74,3;1,5;
2005-04-22;4;0;20,6;71,8;2,2;
2005-04-23;3,2;0;20,7;76;2,9;
2005-04-24;2,2;2,2;20,7;80,8;1,1;
2005-04-25;2,2;0;20,7;80,3;1,9;
2005-04-26;3,5;3,8;16,2;84,3;3,9;
2005-04-27;2;,3;16,1;72;2,5;
2005-04-28;2,1;0;16,5;92,3;1,4;
2005-04-29;,9;15,1;18,3;83;2,5;
2005-04-30;1,5;10,2;15,7;84,5;3,7;
2005-05-01;2;3,2;16,3;75,5;3,3;
2005-05-02;2,5;1,1;16;79,3;2,6;
2005-05-03;2;0;16,5;75,8;3;
2005-05-04;3,5;0;18;73,3;2,6;
2005-05-05;2,6;0;17,7;76;1,6;
2005-05-06;2,9;0;19,6;64,5;2,2;
2005-05-07;4,5;0;20,2;59,5;1,7;
2005-05-08;5;0;19,4;72,5;3,8;
2005-05-09;3,6;0;19,7;78,3;2,4;
2005-05-10;2;7;20;79,8;1,2;
2005-05-11;1,9;0;20,6;60,3;1;
2005-05-12;4,7;0;21,9;59,3;1,3;
2005-05-13;4,3;0;23,3;61,8;1,9;
2005-05-14;4;0;22,9;58,8;1,8;
2005-05-15;5;0;22,3;61,5;,7;
2005-05-16;4,5;0;22,7;51,8;1;
2005-05-17;6,9;0;23,3;54,8;1;
2005-05-18;5,1;0;23,3;58,8;1;
2005-05-19;5,4;0;23,1;70,8;2,2;
2005-05-20;4,2;0;23,2;56;2;
2005-05-21;7,8;0;21,1;74,8;3,5;
2005-05-22;3,6;28,9;16,4;88,8;1,3;
2005-05-23;1,5;0;18,4;80,3;2,5;
2005-05-24;1,9;,8;19,2;90,3;1,1;
2005-05-25;1;140,4;16,5;88,5;2,6;
2005-05-26;1,1;17,6;16,6;72,5;1,4;
2005-05-27;2,7;0;17,3;76;2,4;
2005-05-28;2,7;0;17,6;80,3;2,1;
2005-05-29;2,5;0;18,1;75,3;1,4;
2005-05-30;2;0;19,7;75,5;2,3;
2005-05-31;2,5;0;19,5;78,3;2,8;
2005-06-01;2,5;0;19,7;78,8;2,9;
2005-06-02;2,4;0;21;72;1,2;
2005-06-03;2,7;0;19,1;78,3;2,3;
2005-06-04;2,6;0;19,8;75,3;1,3;
2005-06-05;2,4;0;19,3;77,8;2,6;
2005-06-06;2,4;0;17,5;82,3;1,3;
2005-06-07;2;0;18,8;71,3;1,6;
2005-06-08;2,5;0;18,7;71;1,4;
2005-06-09;3;0;19,2;72,8;1,9;
2005-06-10;3,2;0;19,6;74,8;1,2;
2005-06-11;2,8;,3;19,7;64,5;2;
2005-06-12;3,8;0;20;62;2,5;
2005-06-13;4,2;0;19,7;60,5;2,1;
2005-06-14;5,5;0;20,6;58;1,2;
2005-06-15;5,5;0;20,3;66,3;2;
2005-06-16;4,5;0;20,3;60,8;1;
2005-06-17;5;0;20,9;57,3;,5;
2005-06-18;5,6;0;20,6;61,3;3,5;
2005-06-19;5,4;0;18,6;73,5;3,1;
2005-06-20;3,3;5,4;17;89,8;2,7;
2005-06-21;1,2;16,4;14,5;86,8;1,8;
2005-06-22;1,5;0;15;77,8;3,6;
2005-06-23;2;0;16,1;78,3;1,6;
2005-06-24;2;0;16,3;78,3;1,2;
2005-06-25;1,9;0;16,1;79;1,4;
