Nome: CAMPOS DOS GOYTACAZES - SAO TOME
Codigo Estacao: A620
Latitude: -22.04166666
Longitude: -41.05166666
Altitude: 7
Situacao: Operante
Data Inicial: 2012-01-01
Data Final: 2022-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2015-07-28;0;27,5;23,679167;21,3;78,958333;
2015-07-29;0;24,2;22,633333;21,6;84,541667;
2015-07-30;0;27,7;23,020833;19,6;78,791667;
2015-07-31;0;26,8;23,516667;21,3;76,458333;
2015-08-01;0;26,8;23,420833;21,1;75,958333;
2015-08-02;0;27,6;23,825;21,6;65,833333;
2015-08-03;0;29,7;23,729167;20,6;67,375;
2015-08-04;0;31,3;22,970833;17,9;76,666667;
2015-08-05;0;26,4;22,233333;17,6;78,791667;
2015-08-06;0;27,5;23,65;21,4;74,041667;
2015-08-07;0;27,7;23,870833;22,2;73,791667;
2015-08-08;0;26,1;22,708333;20,3;76,75;
2015-08-09;,6;24,7;22,420833;19,9;68,291667;
2015-08-10;0;25,4;22,591667;20,4;62;
2015-08-11;0;25,3;22,341667;19,9;62,458333;
2015-08-12;0;23,7;21,266667;20,3;72,083333;
2015-08-13;1,4;25,3;21,395833;18;77,041667;
2015-08-14;,2;26,8;22,679167;20;71,875;
2015-08-15;0;26;22,75;20,4;70,416667;
2015-08-16;0;26,3;23,233333;21,2;74,708333;
2015-08-17;,4;26,4;23,104167;20,9;75,333333;
2015-08-18;1,6;25,8;22,4875;19,5;76,958333;
2015-08-19;0;26,9;23,491667;21,3;69,75;
2015-08-20;2,4;23;21,229167;19,4;77,583333;
2015-08-21;,8;23,9;20,629167;18,8;78,5;
2015-08-22;0;25;20,95;17,4;83,166667;
2015-08-23;,2;26,2;21,625;16,3;78,833333;
2015-08-24;0;24,7;21,6625;18,3;81,5;
2015-08-25;,6;24,2;21,770833;20,1;84,125;
2015-08-26;3,8;24;21,545833;19,2;86,416667;
2015-08-27;0;26,6;22,966667;20,9;79,125;
2015-08-28;0;24;22,4125;21,2;81,041667;
2015-08-29;0;25,4;22,416667;20,8;66,25;
2015-08-30;0;27,4;22,520833;17,5;73,75;
2015-08-31;0;28,7;24,2;21,6;75,583333;
2015-09-01;0;32,1;25,204167;21,3;70,666667;
2015-09-02;0;22,9;20,983333;20,4;75,708333;
2015-09-03;0;25,3;21,866667;20;70,875;
2015-09-04;0;28,3;23,708333;21,5;76,041667;
2015-09-05;3,6;21,3;19,9;19,4;86,166667;
2015-09-06;2,2;22,4;20,35;18,2;88,833333;
2015-09-07;2,8;28,5;23,041667;19,4;83,625;
2015-09-08;5;25,4;22,875;20,5;80,833333;
2015-09-09;1,6;27;23,779167;22;77,666667;
2015-09-10;0;23,5;21,816667;20,2;86,583333;
2015-09-11;,4;26,2;23,616667;21,3;80,333333;
2015-09-12;3,8;22,2;20,841667;19,7;85,166667;
2015-09-13;15,2;21;19,7625;19,3;90,625;
2015-09-14;23,4;21,2;20,004167;18,9;91,75;
2015-09-15;4,8;25,1;22,216667;19,8;89,125;
2015-09-16;0;27,2;24,341667;21,9;76,75;
2015-09-17;0;27,6;24,3625;22,4;74,5;
2015-09-18;0;28,2;24,529167;22,6;73,625;
2015-09-19;0;28,3;24,579167;22,6;73,666667;
2015-09-20;0;28,7;24,629167;22,6;73,375;
2015-09-21;0;29,1;24,433333;21,1;76,333333;
2015-09-22;0;28,4;24,566667;22,5;71,458333;
2015-09-23;0;27,6;24,45;22,2;71,791667;
2015-09-24;0;29;25,220833;23,1;72,416667;
2015-09-25;0;29,8;25,408333;23;73,25;
2015-09-26;0;25,3;22,895833;21,1;86,458333;
2015-09-27;0;28,5;24,525;22,1;79;
2015-09-28;0;30,6;25,4;22,9;65,958333;
2015-09-29;0;24,7;22,816667;21,5;84,291667;
2015-09-30;,2;30,2;25,266667;21,8;76,208333;
2015-10-01;0;24,9;23,220833;21,7;85,833333;
2015-10-02;0;28;24,8125;22,7;76,916667;
2015-10-03;0;31,1;25,329167;23,1;68,791667;
2015-10-04;0;26,4;23,9;22,9;83;
2015-10-05;8,2;24,4;22,083333;21,1;74,333333;
2015-10-06;0;24,1;21,654167;17,7;66,166667;
2015-10-07;0;26,6;23,091667;21,2;61,708333;
2015-10-08;0;27,2;23,895833;22,3;64,625;
2015-10-09;0;27,7;24,195833;22,4;68,666667;
2015-10-10;0;29,9;24,958333;22,3;68,333333;
2015-10-11;0;28,7;24,920833;22,6;74,416667;
2015-10-12;0;28,8;24,929167;23,1;69,916667;
2015-10-13;0;29,9;25,145833;22,6;71,25;
2015-10-14;0;30;25,270833;22,9;73,875;
2015-10-15;0;30;25,470833;22,9;75,541667;
2015-10-16;0;29,3;25,433333;23,1;74,083333;
2015-10-17;0;26,8;23,558333;21;83,458333;
2015-10-18;0;24,3;22,066667;21,1;81,708333;
2015-10-19;,2;23,6;21,716667;19,3;75,791667;
2015-10-20;0;26,9;23,516667;21,7;71,75;
2015-10-21;0;31;25,395833;22,9;74,125;
2015-10-22;0;30,1;25,5125;23,1;78,958333;
2015-10-23;3,6;33,5;26,041667;23,1;77,041667;
2015-10-24;0;25,9;23,504167;22,3;81,708333;
2015-10-25;0;25,9;23,866667;22,5;71,708333;
2015-10-26;0;24,9;23,341667;21;71,958333;
2015-10-27;0;28,4;24,6125;22,8;74;
2015-10-28;6,6;27;24,2625;22,3;83,416667;
2015-10-29;22,2;26,8;23,616667;22;81,458333;
2015-10-30;,8;25,9;23,458333;21,1;81,75;
2015-10-31;2,6;28,1;24,733333;22,2;80,25;
2015-11-01;0;30,5;25,9875;24;74,958333;
2015-11-02;0;31,1;26,220833;23,8;74,541667;
2015-11-03;0;31,5;26,745833;24,1;68,541667;
2015-11-04;0;26,4;24,6625;23,5;82,541667;
2015-11-05;0;27,4;24,883333;23,1;83,75;
2015-11-06;0;28,3;25,433333;23,9;83,166667;
2015-11-07;0;28,8;25,366667;24;84,708333;
2015-11-08;24,8;28,3;25,020833;22,1;82,041667;
2015-11-09;3,2;29,5;null;24,1;79,25;
2015-11-10;0;29,1;26,241667;24,7;76,958333;
2015-11-11;0;29,3;26,066667;24,2;74,916667;
2015-11-12;0;27,3;24,6125;24,1;82,833333;
2015-11-13;0;28,3;24,7875;22,2;81,25;
2015-11-14;0;32,3;27,745833;24,5;73,166667;
2015-11-15;0;29,7;26,020833;24,9;80,583333;
2015-11-16;0;26,1;24,2;23;84,916667;
2015-11-17;,8;26,1;23,881818;22,7;88,181818;
2015-11-18;null;null;null;null;null;
2015-11-19;null;null;null;null;null;
2015-11-20;null;null;null;null;null;
2015-11-21;null;null;null;null;null;
2015-11-22;null;null;null;null;null;
2015-11-23;null;null;null;null;null;
2015-11-24;null;null;null;null;null;
2015-11-25;null;null;null;null;null;
2015-11-26;null;null;null;null;null;
2015-11-27;null;null;null;null;null;
2015-11-28;null;null;null;null;null;
2015-11-29;null;null;null;null;null;
2015-11-30;null;null;null;null;null;
2015-12-01;null;null;null;null;null;
2015-12-02;null;null;null;null;null;
2015-12-03;null;null;null;null;null;
2015-12-04;null;null;null;null;null;
2015-12-05;null;null;null;null;71,769231;
2015-12-06;null;null;null;null;81,933333;
2015-12-07;null;null;null;24;null;
2015-12-08;null;null;null;null;null;
2015-12-09;null;null;null;null;null;
2015-12-10;null;null;null;null;null;
2015-12-11;null;null;null;null;null;
2015-12-12;null;null;null;null;null;
2015-12-13;null;null;null;null;null;
2015-12-14;null;null;null;null;null;
2015-12-15;null;null;null;null;null;
2015-12-16;null;null;null;null;null;
2015-12-17;null;null;null;null;null;
2015-12-18;null;null;null;null;null;
2015-12-19;null;null;null;null;null;
2015-12-20;null;null;null;null;null;
2015-12-21;null;null;null;null;null;
2015-12-22;null;null;null;null;null;
2015-12-23;null;null;null;null;null;
2015-12-24;null;null;null;null;null;
2015-12-25;null;null;null;null;null;
2015-12-26;null;null;null;null;null;
2015-12-27;null;null;null;null;null;
2015-12-28;null;null;null;null;null;
2015-12-29;null;null;null;null;null;
2015-12-30;null;null;null;null;null;
2015-12-31;null;null;null;null;null;
2016-01-01;null;null;null;null;null;
2016-01-02;null;null;null;null;null;
2016-01-03;null;null;null;null;null;
2016-01-04;null;null;null;null;null;
2016-01-05;null;null;null;null;null;
2016-01-06;null;null;null;null;null;
2016-01-07;null;null;null;null;null;
2016-01-08;null;null;null;null;null;
2016-01-09;null;null;null;null;null;
2016-01-10;null;null;null;null;null;
2016-01-11;null;null;null;null;null;
2016-01-12;null;null;null;null;null;
2016-01-13;null;null;null;null;null;
2016-01-14;null;null;null;null;null;
2016-01-15;null;null;null;null;null;
2016-01-16;null;null;null;null;null;
2016-01-17;null;null;null;null;null;
2016-01-18;null;null;null;null;null;
2016-01-19;null;null;null;null;null;
2016-01-20;null;null;null;null;null;
2016-01-21;null;null;null;null;null;
2016-01-22;null;null;null;null;null;
2016-01-23;null;null;null;null;null;
2016-01-24;null;null;null;null;null;
2016-01-25;null;null;null;null;null;
2016-01-26;null;null;null;null;null;
2016-01-27;null;null;null;null;null;
2016-01-28;null;null;null;null;null;
2016-01-29;null;null;null;null;null;
2016-01-30;null;null;null;null;null;
2016-01-31;null;null;null;null;null;
2016-02-01;null;null;null;null;null;
2016-02-02;null;null;null;null;null;
2016-02-03;null;null;null;null;null;
2016-02-04;null;null;null;null;null;
2016-02-05;null;null;null;null;null;
2016-02-06;null;null;null;null;null;
2016-02-07;null;null;null;null;null;
2016-02-08;null;null;null;null;null;
2016-02-09;null;null;null;null;null;
2016-02-10;null;null;null;null;null;
2016-02-11;null;null;null;null;null;
2016-02-12;null;null;null;null;null;
2016-02-13;null;null;null;null;null;
2016-02-14;null;null;null;null;null;
2016-02-15;null;null;null;null;null;
2016-02-16;null;null;null;null;null;
2016-02-17;null;null;null;null;null;
2016-02-18;null;null;null;null;null;
2016-02-19;null;null;null;null;null;
2016-02-20;null;null;null;null;null;
2016-02-21;null;null;null;null;null;
2016-02-22;null;null;null;null;null;
2016-02-23;null;null;null;null;null;
2016-02-24;null;null;null;null;null;
2016-02-25;null;null;null;null;null;
2016-02-26;null;null;null;null;null;
2016-02-27;null;null;null;null;null;
2016-02-28;null;null;null;null;null;
2016-02-29;null;null;null;null;null;
2016-03-01;null;null;null;null;null;
2016-03-02;null;null;null;null;null;
2016-03-03;null;null;null;null;null;
2016-03-04;null;null;null;null;null;
2016-03-05;null;null;null;null;null;
2016-03-06;null;null;null;null;null;
2016-03-07;null;null;null;null;null;
2016-03-08;null;null;null;null;null;
2016-03-09;null;null;null;null;null;
2016-03-10;null;null;null;null;null;
2016-03-11;null;null;null;null;null;
2016-03-12;null;null;null;null;null;
2016-03-13;null;null;null;null;null;
2016-03-14;null;null;null;null;null;
2016-03-15;null;null;null;null;null;
2016-03-16;null;null;null;null;null;
2016-03-17;null;null;null;null;null;
2016-03-18;null;null;null;null;null;
2016-03-19;null;null;null;null;null;
2016-03-20;null;null;null;null;null;
2016-03-21;null;null;null;null;null;
2016-03-22;null;null;null;null;null;
2016-03-23;null;null;null;null;null;
2016-03-24;null;null;null;null;null;
2016-03-25;null;null;null;null;null;
2016-03-26;null;null;null;null;null;
2016-03-27;null;null;null;null;null;
2016-03-28;null;null;null;null;null;
2016-03-29;null;null;null;null;null;
2016-03-30;null;null;null;null;null;
2016-03-31;null;null;null;null;null;
2016-04-01;null;null;null;null;null;
2016-04-02;null;null;null;null;null;
2016-04-03;null;null;null;null;null;
2016-04-04;null;null;null;null;null;
2016-04-05;null;null;null;null;null;
2016-04-06;null;null;null;null;null;
2016-04-07;null;null;null;null;null;
2016-04-08;null;null;null;null;null;
2016-04-09;null;null;null;null;null;
2016-04-10;null;null;null;null;null;
2016-04-11;null;null;null;null;null;
2016-04-12;null;null;null;null;null;
2016-04-13;null;null;null;null;null;
2016-04-14;null;null;null;null;null;
2016-04-15;null;null;null;null;null;
2016-04-16;null;null;null;null;null;
2016-04-17;null;null;null;null;null;
2016-04-18;null;null;null;null;null;
2016-04-19;null;null;null;null;null;
2016-04-20;null;null;null;null;null;
2016-04-21;null;null;null;null;null;
2016-04-22;null;null;null;null;null;
2016-04-23;null;null;null;null;null;
2016-04-24;null;null;null;null;null;
2016-04-25;null;null;null;null;null;
2016-04-26;null;null;null;null;null;
2016-04-27;null;null;null;null;null;
2016-04-28;null;null;null;null;null;
2016-04-29;null;null;null;null;null;
2016-04-30;null;null;null;null;null;
2016-05-01;null;null;null;null;null;
2016-05-02;null;null;null;null;null;
2016-05-03;null;null;null;null;null;
2016-05-04;null;null;null;null;null;
2016-05-05;null;null;null;null;null;
2016-05-06;null;null;null;null;null;
2016-05-07;null;27,6;23,654545;19,9;81,705882;
2016-05-08;null;29,4;24,554167;22,1;81,708333;
2016-05-09;null;26,2;23,558333;21,7;87,666667;
2016-05-10;null;30,1;25,579167;23,1;74,541667;
2016-05-11;null;25,9;24,108333;22,2;86,166667;
2016-05-12;null;25,8;23,6625;22,3;80,416667;
2016-05-13;null;24,9;22,233333;19,2;82,458333;
2016-05-14;null;25,8;22,075;18,7;75,458333;
2016-05-15;null;26,8;21,775;17,3;75,375;
2016-05-16;null;32;24,591667;19,5;69;
2016-05-17;null;26,2;24,166667;22,8;79,25;
2016-05-18;null;23,8;22,833333;22,5;84;
2016-05-19;null;23,6;22,433333;20,5;85,208333;
2016-05-20;null;24,9;22,691667;21,3;92;
2016-05-21;null;29,4;24,791667;21,8;83,125;
2016-05-22;null;30,3;24,920833;22;83;
2016-05-23;null;27;23,579167;22,7;80,25;
2016-05-24;null;24;21,970833;20,8;68,75;
2016-05-25;null;25;22,55;19,8;68,458333;
2016-05-26;null;25,5;21,270833;16;70,291667;
2016-05-27;null;25,4;21,020833;16,3;79,125;
2016-05-28;null;24,7;22,004167;18,3;84,291667;
2016-05-29;null;25,2;22,666667;20,4;84,5;
2016-05-30;null;31,6;23,75;19,2;77,041667;
2016-05-31;null;29,8;23,366667;18,6;73,916667;
2016-06-01;null;27,1;22,791667;19;87,458333;
2016-06-02;0;27,9;23,8375;20,4;71,5;
2016-06-03;13;26,4;23,133333;20,9;81,5;
2016-06-04;9,2;28,1;23,0875;20,9;85,333333;
2016-06-05;0;26,6;23,4375;21,6;88,208333;
2016-06-06;,6;25,6;23,408333;21,5;96,294118;
2016-06-07;0;24,1;22,945833;22,3;94,166667;
2016-06-08;9,2;22;20,845833;19,7;94,291667;
2016-06-09;4,2;22,1;20,4;17,4;77,625;
2016-06-10;0;21,4;20,070833;17,1;69,041667;
2016-06-11;0;21,6;20,025;18,3;66,583333;
2016-06-12;0;21,2;18,983333;15,7;67,208333;
2016-06-13;0;21,4;19,495833;15,9;59,833333;
2016-06-14;0;22,7;19,220833;14,7;72,416667;
2016-06-15;0;23,9;19,025;13,5;73,421053;
2016-06-16;0;25,3;19,75;13,7;71,277778;
2016-06-17;0;25,9;19,754167;13,8;75,35;
2016-06-18;0;27,5;20,879167;15,6;80,875;
2016-06-19;0;23,6;20,491667;16,3;85,478261;
2016-06-20;0;23,3;19,9375;15,8;89,636364;
2016-06-21;0;22,9;21,241667;20,2;84,956522;
2016-06-22;0;24,4;22,191667;20,1;75,208333;
2016-06-23;,2;29;21,529167;17,5;88,2;
2016-06-24;0;22,6;21,045833;19,9;86,583333;
2016-06-25;0;23,8;20,816667;17;88;
2016-06-26;1,6;24,4;20,691667;16,6;84,35;
2016-06-27;,2;23,9;20,704167;16,3;94,285714;
2016-06-28;,6;25,1;21,508333;18,9;null;
2016-06-29;,2;26,1;22,0625;16,7;null;
2016-06-30;0;27,2;22,425;19,3;null;
2016-07-01;1,6;25;22,604167;20,4;null;
2016-07-02;,2;26,4;22,125;17,5;null;
2016-07-03;0;26,1;21,895833;17,5;null;
2016-07-04;0;26,1;21,741667;16,9;null;
2016-07-05;,4;26,4;22,679167;19,9;null;
2016-07-06;0;27,3;23,354167;18,7;null;
2016-07-07;0;24,3;22,4875;20,2;95,142857;
2016-07-08;0;22,9;21,05;19,9;75,625;
2016-07-09;0;23,8;19,95;14,3;71,708333;
2016-07-10;0;25,4;21,070833;15,5;79,416667;
2016-07-11;0;27;22,545833;18,8;89,526316;
2016-07-12;0;30,7;24,1;21,2;85,52381;
2016-07-13;0;25,7;22,020833;18,9;null;
2016-07-14;0;27;22,745833;19,2;null;
2016-07-15;0;34;24,220833;17,9;null;
2016-07-16;0;33,6;24,6125;20;null;
2016-07-17;0;23,4;21,366667;20,4;84;
2016-07-18;0;21,4;20,2375;19,7;68,041667;
2016-07-19;0;21,3;19,333333;13,5;71,666667;
2016-07-20;0;23,3;19,779167;17;86,625;
2016-07-21;0;21,6;20,254167;19,8;87,041667;
2016-07-22;3,6;21,6;20,220833;18,3;null;
2016-07-23;0;24;20,966667;17,8;94,714286;
2016-07-24;,4;25,5;21,833333;18;null;
2016-07-25;0;23,5;20,995833;17,7;null;
2016-07-26;0;26;21,079167;15,5;null;
2016-07-27;0;29,5;23,775;21;null;
2016-07-28;0;23,1;21,425;20,2;null;
2016-07-29;0;23,5;20,9375;19;null;
2016-07-30;0;23,8;21,3125;19,4;null;
2016-07-31;,8;24,5;21,8125;19,7;null;
2016-08-01;0;26,4;21,229167;15,7;null;
2016-08-02;0;31,2;22,225;15,6;null;
2016-08-03;0;24;22,1875;21,6;null;
2016-08-04;0;24,2;21,841667;21;null;
2016-08-05;0;25,5;21,2;16,3;null;
2016-08-06;0;27,4;23,104167;20,7;null;
2016-08-07;0;34,2;24;19;null;
2016-08-08;0;24,5;21,670833;17,8;null;
2016-08-09;0;26,4;23,629167;22,1;null;
2016-08-10;0;23,7;22,208333;20,5;null;
2016-08-11;6,6;22,3;20,008333;18,2;null;
2016-08-12;0;23,5;19,7625;15,5;71,25;
2016-08-13;0;23,6;19,454167;14,3;73,5;
2016-08-14;0;26,9;21,870833;16,9;74,791667;
2016-08-15;0;28,5;23,554167;20,7;76,458333;
2016-08-16;,4;27,2;22,529167;20,7;76,916667;
2016-08-17;,2;29,7;22,8;18;77,708333;
2016-08-18;0;25,4;22,9375;20,6;81,958333;
2016-08-19;0;25,7;23,025;21,9;83,583333;
2016-08-20;,6;27,3;24,2375;22,4;73,5;
2016-08-21;0;27,6;23,816667;23,1;75,166667;
2016-08-22;,6;22,1;19,991667;18,5;69,666667;
2016-08-23;3,8;21,4;19,066667;16;69,208333;
2016-08-24;0;23,5;20,541667;17,1;61,375;
2016-08-25;0;25,1;21,370833;17,5;60,583333;
2016-08-26;0;26,3;22,016667;18,1;61,583333;
2016-08-27;0;26,4;22,641667;19,6;66,458333;
2016-08-28;0;26,9;23,383333;20,8;67,208333;
2016-08-29;0;27,6;23,9375;21,9;67,875;
2016-08-30;0;27,4;24,041667;22,4;68,833333;
2016-08-31;0;27,5;24,320833;22,8;71,5;
2016-09-01;4,4;24,7;22,358333;20,9;81,666667;
2016-09-02;6,6;27,2;23,4125;19,8;77,333333;
2016-09-03;0;26,8;23,458333;21,6;74,541667;
2016-09-04;0;26,6;23,391667;21,2;72,75;
2016-09-05;0;27,6;23,808333;21,5;69,916667;
2016-09-06;0;28;24,1375;22,2;67,541667;
2016-09-07;0;28,5;24,245833;22,3;70,375;
2016-09-08;0;25,3;22,883333;21,5;79,291667;
2016-09-09;,8;24,7;22,058333;20,1;80,666667;
2016-09-10;,6;26,3;22,525;19,1;80;
2016-09-11;0;27;23,575;21,4;75,375;
2016-09-12;0;27,9;24,091667;22,1;73,416667;
2016-09-13;0;28,4;24,575;22,6;69,375;
2016-09-14;0;29;24,716667;22,6;65,208333;
2016-09-15;0;25;23,125;22,1;72,666667;
2016-09-16;0;23,3;22,308333;21,9;72,75;
2016-09-17;0;25,2;22,716667;21,5;74,375;
2016-09-18;0;28,5;24,316667;21,7;74;
2016-09-19;0;31,7;25,375;21,7;70,541667;
2016-09-20;0;24,5;22,208333;22,1;82,416667;
2016-09-21;2,8;23;21,125;18,7;68,125;
2016-09-22;0;24;21,5375;20,1;64,625;
2016-09-23;0;25;22,35;20;57,666667;
2016-09-24;0;27,2;23,404167;20,5;67,916667;
2016-09-25;0;24,9;22,366667;21,5;78,791667;
2016-09-26;4,8;23;21,195833;18,6;70,208333;
2016-09-27;0;24,3;21,075;17,2;71,958333;
2016-09-28;0;24,9;22,029167;19,4;61,333333;
2016-09-29;0;30,3;24,141667;21,1;68,083333;
2016-09-30;0;24,4;22,266667;21,9;73,041667;
2016-10-01;,2;22,2;21,175;20,2;68,75;
2016-10-02;13,2;23,2;20,391667;18;71,791667;
2016-10-03;,8;24,6;22,095833;19;60,25;
2016-10-04;17;22;20,775;19,5;82,583333;
2016-10-05;12,8;24,1;21,5125;20;77,5;
2016-10-06;,2;21,5;19,220833;17,6;84,416667;
2016-10-07;12;26;21,966667;18,5;79;
2016-10-08;,2;25;22,091667;18,3;75,708333;
2016-10-09;0;26,2;22,804167;19,5;79,625;
2016-10-10;1,6;24,9;22,65;22;71,75;
2016-10-11;0;24,3;22,283333;21,1;62,083333;
2016-10-12;0;26,4;23,508333;21,6;66,208333;
2016-10-13;0;27,3;24,0625;22,2;69,041667;
2016-10-14;0;28,4;24,7;23,2;75,5;
2016-10-15;0;29,4;25,3375;23,1;75,375;
2016-10-16;0;28,8;25;23,8;73,583333;
2016-10-17;0;28,3;25,1875;23,5;71,083333;
2016-10-18;0;29,3;25,4;23,5;71,130435;
2016-10-19;0;29,8;25,675;23,5;72,125;
2016-10-20;0;30,4;25,704167;23,6;72,333333;
2016-10-21;0;26,4;24,1875;22,3;80,791667;
2016-10-22;0;24,7;22,904167;22,3;84,166667;
2016-10-23;0;25,8;23,2125;21,7;78,333333;
2016-10-24;0;26,2;23,6;22,1;77,75;
2016-10-25;0;27,3;24,433333;23;76,833333;
2016-10-26;,2;26,7;24,354167;23,1;77,25;
2016-10-27;0;30,2;26,2875;24,1;68,041667;
2016-10-28;3,2;26,7;24,041667;23,9;78,25;
2016-10-29;0;23,1;21,25;19,5;72,583333;
2016-10-30;0;24;21,920833;19,3;67,833333;
2016-10-31;0;26,2;23,225;21,3;59,708333;
2016-11-01;0;27,5;24,15;21,7;67,958333;
2016-11-02;0;28,8;25,375;23,3;73,041667;
2016-11-03;0;29,6;25,85;24;72,625;
2016-11-04;5,2;24,9;23,179167;21,9;82,625;
2016-11-05;0;27,4;23,45;21,5;79,916667;
2016-11-06;0;27;24,3;23,1;72,958333;
2016-11-07;,8;28,6;24,316667;21,7;74,208333;
2016-11-08;1,4;28,5;24,725;22,4;72,666667;
2016-11-09;0;29,1;25,170833;22,9;70,208333;
2016-11-10;2,2;30;25,391667;23,2;74,25;
2016-11-11;0;31,3;25,745833;23;73,791667;
2016-11-12;0;27;24,675;23,5;81,041667;
2016-11-13;0;25,2;23,425;23;85,666667;
2016-11-14;43,6;23,4;22,141667;21,2;86,958333;
2016-11-15;74,8;26,9;23,745833;21,1;83,75;
2016-11-16;20;26,6;23,958333;21,7;83,375;
2016-11-17;5,2;27,5;24,541667;22,2;80,666667;
2016-11-18;18,8;26,1;24,045833;23,2;83,208333;
2016-11-19;1,2;23,8;21,225;19,1;65;
2016-11-20;0;23,9;20,208333;15,6;67,625;
2016-11-21;0;26,3;22,4875;18,6;68,083333;
2016-11-22;0;26,3;23,141667;20,9;80,208333;
2016-11-23;,8;24,3;22,408333;21;83,625;
2016-11-24;3,8;25,1;23,141667;21,7;84,666667;
2016-11-25;0;26,3;23,329167;21,4;76,25;
2016-11-26;0;27,1;23,804167;21,5;73,25;
2016-11-27;0;28,1;25,004167;23,5;66,416667;
2016-11-28;0;28,5;25,3375;22,9;73,333333;
2016-11-29;0;31,5;25,929167;23,8;76,5;
2016-11-30;0;24,4;23,325;22,5;79,5;
2016-12-01;0;26,5;23,5875;21,9;65,791667;
2016-12-02;0;25,5;23,145833;20,7;71,208333;
2016-12-03;0;28,5;24,833333;22,5;67,958333;
2016-12-04;2,2;25,8;24,275;22,8;82,416667;
2016-12-05;26,4;24,6;22,870833;21,2;84,125;
2016-12-06;2;27,1;23,683333;21;74,666667;
2016-12-07;0;27,6;23,970833;20,1;76,208333;
2016-12-08;0;30,4;26,15;23,5;78,916667;
2016-12-09;0;33,8;27,341667;24,8;75,458333;
2016-12-10;2,2;28,5;25,7125;24,1;82,791667;
2016-12-11;0;35,4;28,0375;25;74,666667;
2016-12-12;0;31,7;27,058333;24,9;77,625;
2016-12-13;0;33,7;27,375;25,2;76,5;
2016-12-14;19,2;30;26,2;24,8;82,416667;
2016-12-15;25,8;25;22,466667;21,7;80,916667;
2016-12-16;10,2;24,9;22,8625;19,3;74,25;
2016-12-17;0;26,4;24,2875;22,3;79,416667;
2016-12-18;19,8;28,2;25,204167;22,5;78,041667;
2016-12-19;2,8;28,5;25,441667;23,1;76,666667;
2016-12-20;0;29,4;26,254167;24,1;74,625;
2016-12-21;0;30,3;26,720833;24,4;73,583333;
2016-12-22;0;30,4;27,0125;24,8;74,583333;
2016-12-23;0;29,8;26,475;24,4;73,208333;
2016-12-24;0;30,2;26,5125;24,6;72,416667;
2016-12-25;0;33,1;27,25;23,4;71,625;
2016-12-26;0;31;27,175;24,4;74,916667;
2016-12-27;0;31,1;27,333333;25,3;70,541667;
2016-12-28;0;31,3;27,1;24,8;71,833333;
2016-12-29;0;31,9;26,9375;23,7;74,416667;
2016-12-30;0;30,4;27,179167;24,6;70,541667;
2016-12-31;0;30,7;27,104167;24,8;68,583333;
2017-01-01;0;31,2;26,991667;24,9;68,375;
2017-01-02;0;31,8;27,166667;24,2;69,291667;
2017-01-03;0;28,9;25,683333;21,6;77,625;
2017-01-04;0;31,3;27,225;24,6;69,458333;
2017-01-05;0;31,1;27,175;24,9;68,458333;
2017-01-06;0;30,7;27,104167;24,5;68,416667;
2017-01-07;0;30,7;26,795833;24,4;68,125;
2017-01-08;0;30,3;26,854167;24,8;67,208333;
2017-01-09;0;30,3;26,745833;24,9;67,333333;
2017-01-10;0;30,4;26,908333;24,5;66,708333;
2017-01-11;0;30,6;26,879167;24,5;68,791667;
2017-01-12;0;32,1;26,316667;23,9;73,541667;
2017-01-13;20,2;28,3;24,420833;21,6;83,666667;
2017-01-14;39,4;28,8;25,3875;22,3;78,416667;
2017-01-15;0;30,7;26,633333;24,3;72,416667;
2017-01-16;1,8;29,8;26,125;23,6;73,25;
2017-01-17;0;29,7;26,104167;23,9;71,166667;
2017-01-18;0;29,6;26,2625;24,1;70,208333;
2017-01-19;0;31;26,345833;24;69,125;
2017-01-20;0;30,3;26,1;23,6;73,916667;
2017-01-21;0;31;26,216667;22,5;75,875;
2017-01-22;0;31,3;26,541667;24,2;72,708333;
2017-01-23;0;30,4;26,7125;24,4;73,625;
2017-01-24;0;31,1;26,858333;24,8;72,041667;
2017-01-25;0;30,6;26,9875;24,8;69,333333;
2017-01-26;0;31,3;26,983333;24,5;67,208333;
2017-01-27;0;30,8;26,975;24,8;67,583333;
2017-01-28;0;31,1;26,6375;23,8;73,833333;
2017-01-29;,4;29,6;26,441667;23,1;75,833333;
2017-01-30;0;29,6;26,395833;24,3;77,291667;
2017-01-31;0;30,3;26,608333;24,4;74,791667;
2017-02-01;0;31,1;26,904167;23,9;72,416667;
2017-02-02;0;31,5;27,345833;25,4;69,458333;
2017-02-03;0;30,7;26,7125;25,4;74,5;
2017-02-04;2;30,5;26,629167;24,2;73,5;
2017-02-05;0;31,2;27,125;25;71,416667;
2017-02-06;0;29,7;26,254167;25,2;74,333333;
2017-02-07;1,6;31,8;27,208333;23,8;71,291667;
2017-02-08;0;26,6;23,966667;21,4;84,083333;
