Nome: CAMPOS DOS GOYTACAZES - SAO TOME
Codigo Estacao: A620
Latitude: -22.04166666
Longitude: -41.05166666
Altitude: 7
Situacao: Operante
Data Inicial: 2012-01-01
Data Final: 2022-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2017-02-09;1;26,9;24,204167;22,4;79,416667;
2017-02-10;0;31;25,916667;23,4;76,125;
2017-02-11;0;31,2;26,875;23,6;73,833333;
2017-02-12;0;30,9;27,279167;24,6;71,208333;
2017-02-13;0;31,1;27,304167;24,3;70,333333;
2017-02-14;6,4;30,8;26,3;23;76,208333;
2017-02-15;,8;30,6;27,095833;24,9;75,583333;
2017-02-16;0;30,6;26,879167;22,9;74,541667;
2017-02-17;0;31,3;26,929167;23,2;73,041667;
2017-02-18;0;32;27,483333;24,1;70,708333;
2017-02-19;0;32;27,625;24,7;72,166667;
2017-02-20;0;30,5;26,966667;23,5;75,458333;
2017-02-21;0;30,3;26,891667;24,8;73,625;
2017-02-22;0;30,5;26,345833;22,9;76,666667;
2017-02-23;0;32;27,425;23,6;70,208333;
2017-02-24;0;32,3;27,7;25,2;67,5;
2017-02-25;0;32,9;27,129167;24,1;71,625;
2017-02-26;0;31,5;26,8375;22,2;70,5;
2017-02-27;0;31,7;26,770833;24,6;74,125;
2017-02-28;,2;30,8;26,5625;24,3;74,666667;
2017-03-01;0;32,3;27,1625;24,7;70,5;
2017-03-02;0;31,9;27,095833;24,5;71,791667;
2017-03-03;0;31,7;27,041667;24,9;69,75;
2017-03-04;0;31,2;26,608333;24,5;71,583333;
2017-03-05;0;32,6;27,391667;24,2;68,583333;
2017-03-06;0;28,6;26,145833;24,2;77,166667;
2017-03-07;0;29;25,929167;23,9;77,75;
2017-03-08;0;28,1;25,941667;24,4;82,5;
2017-03-09;0;30,3;26,675;24,7;77,833333;
2017-03-10;0;31,8;27,570833;25,1;67,875;
2017-03-11;0;31,8;27,5875;25,1;65,833333;
2017-03-12;0;31,3;26,916667;23,2;71,208333;
2017-03-13;0;32,4;26,991667;24,2;69,166667;
2017-03-14;0;27,3;24,879167;23;82,791667;
2017-03-15;0;28,8;24,875;21,6;80,208333;
2017-03-16;3;31,4;26,345833;23;74,625;
2017-03-17;0;32,2;27,870833;25,1;68,541667;
2017-03-18;0;27,5;25,383333;24,4;80,083333;
2017-03-19;0;25;23,291667;23,1;85,416667;
2017-03-20;19;24,2;22,525;21,1;82,75;
2017-03-21;,2;27,1;23,2;19,2;75,666667;
2017-03-22;4;26,8;23,7375;20,8;79,375;
2017-03-23;6,2;27;23,645833;20,9;76,875;
2017-03-24;,2;28,2;24,004167;19,8;75,458333;
2017-03-25;0;31,5;25,429167;21,3;74,916667;
2017-03-26;0;27,4;25,145833;22,7;77,125;
2017-03-27;0;27,7;24,716667;21,2;75,583333;
2017-03-28;,8;26,5;24,05;22,3;79,666667;
2017-03-29;7;26,3;23,195833;20,5;77,708333;
2017-03-30;7;26,4;23,158333;19,6;75,791667;
2017-03-31;,4;26,4;23,204167;19,4;73,125;
2017-04-01;0;27,3;23,616667;19,4;68,916667;
2017-04-02;0;26,4;23,504167;19,3;72,041667;
2017-04-03;0;27;23,7625;19,5;75,958333;
2017-04-04;0;28,5;24,216667;20,4;75,875;
2017-04-05;0;30,7;26,266667;22,4;72,166667;
2017-04-06;0;32,2;27,483333;22,9;70,75;
2017-04-07;0;31,8;27,620833;25,4;71,708333;
2017-04-08;0;31,7;27,104167;24,3;75,125;
2017-04-09;0;30,7;26,708333;23,9;77,166667;
2017-04-10;0;29,3;26,341667;23,2;74,75;
2017-04-11;,2;29,5;26,720833;24,8;65,875;
2017-04-12;0;29,2;26,454167;23;70,125;
2017-04-13;18,2;26,4;24,025;21,8;79,958333;
2017-04-14;6,8;25,6;23,320833;21,4;79,875;
2017-04-15;,2;28,1;25,4;22,2;64,958333;
2017-04-16;0;28;25,045833;21,5;69,916667;
2017-04-17;0;27,5;24,0125;19,9;78,875;
2017-04-18;0;26,7;25,045833;23,9;62,958333;
2017-04-19;1;26,9;24,216667;20,9;65,25;
2017-04-20;0;27,6;24,8;21,4;56,166667;
2017-04-21;0;29;25,033333;20,2;59,708333;
2017-04-22;0;29,2;24,708333;22,8;71,958333;
2017-04-23;2,6;26,5;23,933333;21,5;77,291667;
2017-04-24;24,6;26,7;24,183333;20,7;67,666667;
2017-04-25;0;28;24,916667;22,4;65,375;
2017-04-26;0;29,6;25,775;23,8;69,083333;
2017-04-27;0;30,5;25,016667;23;78,333333;
2017-04-28;25,6;24,1;22,558333;21,3;79,541667;
2017-04-29;,4;24;22,458333;20,1;73,333333;
2017-04-30;,4;25;22,283333;19,3;74;
2017-05-01;1,4;25,5;22,0625;17,7;72,458333;
2017-05-02;0;25,5;23,0125;18,5;59,291667;
2017-05-03;0;26,4;22,7;18,1;71,041667;
2017-05-04;0;28,4;24,1375;20,4;73,791667;
2017-05-05;0;28,4;24,391667;19,7;75,875;
2017-05-06;0;26,4;23,558333;21,4;81,416667;
2017-05-07;0;26,1;23,579167;20,3;75,625;
2017-05-08;0;25,6;22,45;18,6;76,75;
2017-05-09;0;28,8;23,454167;18,5;77,458333;
2017-05-10;0;25,9;23,383333;19,9;81,291667;
2017-05-11;2,4;25,6;23,220833;20,8;72,625;
2017-05-12;3,4;24,5;22,054167;18,6;68,583333;
2017-05-13;0;26,8;21,633333;15,9;69,541667;
2017-05-14;0;32,3;24,854167;19,5;63,75;
2017-05-15;0;26,4;24,145833;23;70,625;
2017-05-16;0;25;23,0125;22;70,916667;
2017-05-17;0;24,1;22,454167;19,9;69,291667;
2017-05-18;0;25,1;22,220833;19,1;64,833333;
2017-05-19;,2;22,7;20,466667;19,8;77,375;
2017-05-20;22,4;24,2;21,670833;18,5;83,916667;
2017-05-21;21,8;23,2;21,879167;21;84,25;
2017-05-22;8,8;24,2;22,545833;21,1;82,625;
2017-05-23;14,2;23,5;22,166667;21,1;75,25;
2017-05-24;4,6;24,2;21,933333;20,5;84,958333;
2017-05-25;3,4;24,5;22,870833;21,3;79,541667;
2017-05-26;0;26,3;23,2625;21,3;74,958333;
2017-05-27;0;25,6;23,0125;20,2;79,833333;
2017-05-28;0;27,6;23,370833;19,8;77;
2017-05-29;,2;26,9;22,970833;19,3;76,791667;
2017-05-30;0;29,4;22,904167;19,5;77,875;
2017-05-31;0;26,7;22,195833;18,9;81,666667;
2017-06-01;0;26,9;22,995833;18,6;79,541667;
2017-06-02;0;24,3;22,775;21,8;75,5;
2017-06-03;0;23,6;21,741667;20,9;75,833333;
2017-06-04;0;26,4;23,395833;20,8;78,083333;
2017-06-05;0;28,5;24,358333;22,7;77,083333;
2017-06-06;0;28,4;24,270833;21,3;77,541667;
2017-06-07;,2;28,8;24,516667;21,8;78,541667;
2017-06-08;0;28,7;24,916667;23,2;75,166667;
2017-06-09;0;33,3;25,775;22,5;69,166667;
2017-06-10;0;22,5;21,270833;20,8;68,625;
2017-06-11;0;23;20,366667;17,9;70,5;
2017-06-12;0;27,3;22,0875;18,5;79,041667;
2017-06-13;10,2;26,4;22,391667;19,4;82,333333;
2017-06-14;,2;24,6;22,266667;21,5;84,708333;
2017-06-15;1,2;23,6;21,6875;20,6;81,708333;
2017-06-16;3,4;23;21,183333;19,4;85,458333;
2017-06-17;,2;26,3;21,3;17,4;83,75;
2017-06-18;0;29,3;23,5375;19,4;75,791667;
2017-06-19;0;27,9;22,991667;18,7;77,708333;
2017-06-20;,2;24,5;22,220833;20,9;81,833333;
2017-06-21;1,4;23,5;21,583333;19,1;82,958333;
2017-06-22;7,6;24,2;22,058333;19,7;81,791667;
2017-06-23;1,8;24,3;21,870833;18,4;82,5;
2017-06-24;0;25,7;22,758333;21,2;71,375;
2017-06-25;0;23,9;22,245833;19,8;66,416667;
2017-06-26;2,8;25,1;21,9625;18,8;69,541667;
2017-06-27;0;24,1;20,983333;16,4;74,333333;
2017-06-28;,2;26,1;22,075;17,1;74,541667;
2017-06-29;,2;26,5;21,491667;16,5;77,458333;
2017-06-30;0;29,7;22,275;16,4;74,291667;
2017-07-01;,2;24,4;20,875;16,9;80,625;
2017-07-02;1,4;22,3;20,995833;17,6;67,708333;
2017-07-03;1,8;21,4;19,783333;18,2;60,083333;
2017-07-04;2,2;22,8;20,429167;17;59,125;
2017-07-05;,8;23,7;20,3375;17,3;71,583333;
2017-07-06;0;22,3;20,620833;18,2;75,625;
2017-07-07;1,4;23,8;20,3625;16,3;77,541667;
2017-07-08;0;25;22,129167;20,1;71,041667;
2017-07-09;,2;25;21,6875;16,8;74,208333;
2017-07-10;,8;25,4;22,079167;17,6;72,75;
2017-07-11;2,6;25,7;22,3375;20,2;75,333333;
2017-07-12;,2;25,5;21,354167;17,4;79,041667;
2017-07-13;0;24,4;21,8;18,1;74,166667;
2017-07-14;3,2;24,4;21,120833;16,3;72,208333;
2017-07-15;6,2;24,3;20,683333;17,2;77,916667;
2017-07-16;1,6;23,4;20,883333;17,5;79,25;
2017-07-17;,4;26;22,575;19,6;73,333333;
2017-07-18;0;23,6;20,804167;18;80,708333;
2017-07-19;,6;21;19,325;17,9;80,333333;
2017-07-20;1,2;22,2;19,583333;16,8;81,958333;
2017-07-21;,2;24,5;20,304167;16,2;82,458333;
2017-07-22;,2;23,6;19,858333;16;84,625;
2017-07-23;0;23,3;21,05;17,9;82,416667;
2017-07-24;0;24,5;21,575;19,9;80,041667;
2017-07-25;3;25,9;21,9375;17,3;76,666667;
2017-07-26;0;25,9;22,2625;19,1;69,875;
2017-07-27;0;24,5;21,679167;16,3;63,166667;
2017-07-28;0;23,4;19,945833;15,6;75,666667;
2017-07-29;3,6;24,8;22,329167;20;64,25;
2017-07-30;0;22,7;20,879167;20,2;69,708333;
2017-07-31;3,2;24,8;20,620833;17,3;71,291667;
2017-08-01;0;25,1;20,7375;15,7;73,166667;
2017-08-02;0;26,3;22,870833;20;69,083333;
2017-08-03;0;26,2;23;19,9;73,375;
2017-08-04;,2;24,2;21,870833;20,8;70,25;
2017-08-05;0;22,4;20,2;17,1;75,75;
2017-08-06;0;22,1;19,154167;15,2;73,458333;
2017-08-07;0;23,3;19,633333;15,5;71,833333;
2017-08-08;0;25,9;21,629167;17,2;61,583333;
2017-08-09;0;28,2;22,895833;19;67,5;
2017-08-10;0;23,2;21,4875;20;78,75;
2017-08-11;1;22;20,3625;18,7;75,5;
2017-08-12;0;23;20,245833;17,4;67;
2017-08-13;0;24,2;21,433333;20,2;61,166667;
2017-08-14;0;24,8;22,108333;20,4;67,625;
2017-08-15;0;25,4;22,420833;19,9;65,416667;
2017-08-16;0;25,1;21,979167;19,6;65,083333;
2017-08-17;0;25;21,9125;19,2;71,833333;
2017-08-18;,2;25,1;21,85;19,4;78,583333;
2017-08-19;0;25,5;22,970833;21;70,625;
2017-08-20;0;25,9;23,35;21,6;71;
2017-08-21;0;23,2;20,8375;20,7;75,791667;
2017-08-22;,6;23,5;20,745833;18,3;61,375;
2017-08-23;,4;22,8;20,816667;19,1;61,583333;
2017-08-24;0;23,3;20,9625;20;59,333333;
2017-08-25;0;23,7;19,8125;16,8;70,625;
2017-08-26;,2;24;21,1375;18,3;61,166667;
2017-08-27;0;24,7;21,470833;19,2;64,666667;
2017-08-28;0;25,7;21,858333;19,3;70,208333;
2017-08-29;0;26,1;22,416667;19,9;72,458333;
2017-08-30;0;27,2;23,179167;20,9;69,875;
2017-08-31;0;23,6;21,6125;18,5;80,166667;
2017-09-01;,2;24,2;21,604167;19,1;68,083333;
2017-09-02;0;24,4;21,2375;19,9;59,458333;
2017-09-03;0;24,3;21,158333;19,3;63,791667;
2017-09-04;,2;24,5;21,616667;18,1;66,708333;
2017-09-05;0;25,7;22,475;20;65,458333;
2017-09-06;0;26,6;22,929167;20,8;68,208333;
2017-09-07;0;25,6;22;17,9;72,666667;
2017-09-08;0;25,4;22,354167;20,2;72,708333;
2017-09-09;1,4;26,3;22,991667;21,1;72,125;
2017-09-10;0;26;23,1375;22;71,916667;
2017-09-11;0;26,5;23,220833;21,2;65,333333;
2017-09-12;0;26,1;22,995833;21,1;71,625;
2017-09-13;0;26,7;22,9625;21,2;69,25;
2017-09-14;0;26,3;23,304167;21,5;69,083333;
2017-09-15;0;26,7;23,408333;21,6;67,958333;
2017-09-16;0;26,3;23,208333;21,4;71,166667;
2017-09-17;0;26;23,004167;21,5;72,375;
2017-09-18;0;26,5;23,266667;21,6;70,666667;
2017-09-19;0;26,6;23,2875;21,5;71,333333;
2017-09-20;0;26,3;23,116667;21,1;68,666667;
2017-09-21;0;27,1;23,358333;21,3;65,75;
2017-09-22;0;26,8;23,029167;21,3;67,791667;
2017-09-23;0;26,2;23,1375;21,6;68,666667;
2017-09-24;0;26,8;23,45;21,5;68,166667;
2017-09-25;0;25,6;22,766667;21,1;69,958333;
2017-09-26;0;26,8;23,233333;20,6;65,291667;
2017-09-27;0;27,2;23,558333;21,9;69,791667;
2017-09-28;0;30,6;24,35;22,2;72,125;
2017-09-29;0;24,7;22,145833;20;78,125;
2017-09-30;0;27,8;23,295833;20,3;77,125;
2017-10-01;7;28,8;24,2125;21,2;75,25;
2017-10-02;0;28,4;24,904167;22,7;72,958333;
2017-10-03;0;29,4;25,1625;23,5;71,791667;
2017-10-04;,2;24,2;21,708333;21,5;76;
2017-10-05;0;28,1;23,420833;20,3;73,208333;
2017-10-06;,2;27,6;24,191667;22,6;72,166667;
2017-10-07;0;27,6;24,358333;22,5;70;
2017-10-08;0;27,7;24,191667;22,3;69,333333;
2017-10-09;0;27,4;24,258333;22,6;68,666667;
2017-10-10;0;27,9;24,370833;22,5;68,458333;
2017-10-11;0;27,7;24,395833;22,6;70,333333;
2017-10-12;0;28;24,558333;22,6;72,791667;
2017-10-13;0;28;24,55;22,9;71,958333;
2017-10-14;0;29,3;24,7;22,4;70;
2017-10-15;0;25,6;22,9;21,6;80,875;
2017-10-16;2,6;24,9;22,508333;20,1;76,75;
2017-10-17;0;27,3;23,1625;21,2;75,583333;
2017-10-18;,8;26,9;23,520833;21,3;71,916667;
2017-10-19;,4;28,1;24,204167;21,3;68;
2017-10-20;0;30,4;24,904167;22;68,791667;
2017-10-21;,6;29,3;24,1625;21,1;78,791667;
2017-10-22;0;26;24,329167;22,8;75,25;
2017-10-23;0;23,4;22,041667;21,9;84,583333;
2017-10-24;4,2;21,6;20,933333;20,1;90,416667;
2017-10-25;5;26,7;22,858333;20,2;83,208333;
2017-10-26;0;28,3;24,333333;22,2;70;
2017-10-27;0;28,9;24,683333;23;73,708333;
2017-10-28;1,6;30,8;24,8875;22,5;75,083333;
2017-10-29;1,2;24,5;23,183333;22,1;85,083333;
2017-10-30;0;26,1;23,575;22,2;83,75;
2017-10-31;,2;29,7;24,6;22,6;77,791667;
2017-11-01;,2;24,3;22,391667;21,7;78,958333;
2017-11-02;3,8;23,5;21,691667;19;70,958333;
2017-11-03;,2;27;23,795833;20,8;63,291667;
2017-11-04;0;28,3;24,758333;22,7;71,916667;
2017-11-05;0;30,2;24,958333;23,6;73,166667;
2017-11-06;0;26,2;23,058333;22;75,916667;
2017-11-07;0;24,6;22,504167;21;61,75;
2017-11-08;0;26,3;23,154167;20,9;62,541667;
2017-11-09;0;26,8;23,670833;21,8;65,791667;
2017-11-10;1,6;27,7;23,866667;21,3;79,166667;
2017-11-11;0;26,8;23,6125;23;81,416667;
2017-11-12;16,6;25,3;22,341667;20,6;80,208333;
2017-11-13;,2;25,6;21,479167;17,7;79,416667;
2017-11-14;0;25,4;21,85;17,8;74,333333;
2017-11-15;0;27,7;23,283333;19,3;74,625;
2017-11-16;0;29,6;25,545833;22,9;69,666667;
2017-11-17;0;30,8;26,229167;23,5;68,625;
2017-11-18;0;29,4;25,733333;23,8;69,916667;
2017-11-19;0;30,7;26,104167;23,9;70,375;
2017-11-20;15,4;26;23,579167;22,1;92,238095;
2017-11-21;69,2;28,8;24,3875;21,6;87,833333;
2017-11-22;0;29,2;25,308333;24,3;79,541667;
2017-11-23;31,6;23,8;20,654167;21;85,708333;
2017-11-24;11,6;25,1;21,179167;18,2;79,666667;
2017-11-25;0;28,4;24,879167;22,1;79,5;
2017-11-26;0;28,5;25,154167;23,6;74,541667;
2017-11-27;0;29,8;25,958333;23,9;72,291667;
2017-11-28;,8;25,9;23,775;22,6;89,083333;
2017-11-29;4,8;25,5;23,241667;21,8;82,875;
2017-11-30;0;26,6;24,1125;22,6;70,25;
2017-12-01;34,4;24,4;22,554167;21,2;90,041667;
2017-12-02;7,4;26;23,2375;20,9;82,625;
2017-12-03;0;27,3;24,616667;21,8;77,75;
2017-12-04;,4;29,1;25,1125;22,8;81,333333;
2017-12-05;4,6;26,1;24,429167;23,3;84,041667;
2017-12-06;0;27,1;24,425;22,8;67,041667;
2017-12-07;0;27;24,629167;22,5;70,708333;
2017-12-08;1,8;24,6;23,345833;22,8;86,5;
2017-12-09;40,8;27,6;24,645833;21,6;78,833333;
2017-12-10;0;28,2;24,7625;22;78,333333;
2017-12-11;0;29,1;25,3625;22,7;79,958333;
2017-12-12;32;27,1;24,55;21,6;78,958333;
2017-12-13;0;26,2;24,216667;23;61,875;
2017-12-14;0;27,7;24,870833;23,1;66,125;
2017-12-15;0;28,5;25,554167;23,3;76,375;
2017-12-16;0;30;26,054167;24,3;80,041667;
2017-12-17;0;29,4;26,4125;24,7;74,791667;
2017-12-18;0;28,9;26,029167;24,1;70,791667;
2017-12-19;0;29,4;25,770833;23,5;76,416667;
2017-12-20;,2;29,3;25,966667;23,4;74,083333;
2017-12-21;0;29;25,883333;24,2;73,375;
2017-12-22;0;28,3;25,841667;24,7;79,416667;
2017-12-23;0;29,7;26,3125;24,5;76,375;
2017-12-24;0;29,7;26,441667;24,4;75,041667;
2017-12-25;0;31,6;26,8125;23,9;74,75;
2017-12-26;0;28,9;25,566667;22,2;81,041667;
2017-12-27;0;30,2;26,316667;22,8;78,791667;
2017-12-28;0;30,4;26,420833;24,5;78,333333;
2017-12-29;3,8;29,5;26,241667;24,1;81,208333;
2017-12-30;0;28,6;26,25;25;77,833333;
2017-12-31;,6;29,9;25,454167;24;83,25;
2018-01-01;8,2;31,9;26,108333;22,9;78,875;
2018-01-02;0;30,5;26,904167;23,9;76,75;
2018-01-03;0;36,5;28,279167;24,1;70,333333;
2018-01-04;3,6;26,2;23,570833;22,9;91,791667;
2018-01-05;34,8;27,7;24,320833;21,2;84,916667;
2018-01-06;,2;29,8;26,254167;23,6;76,125;
2018-01-07;0;29,4;26,075;24,2;74,083333;
2018-01-08;0;30,7;26,308333;24;75,291667;
2018-01-09;0;29,5;25,920833;23,3;79,416667;
2018-01-10;2,4;29,5;26,0375;23,4;79,625;
2018-01-11;0;29,3;25,970833;23,8;76,958333;
2018-01-12;0;31,2;26,733333;24,8;72,083333;
2018-01-13;0;30,5;26,25;23,7;73,333333;
2018-01-14;0;30,1;26,308333;24;73,791667;
2018-01-15;0;29,7;26,258333;24,1;74,25;
2018-01-16;0;30,5;26,454167;23,9;74,458333;
2018-01-17;0;30,1;26,329167;24,1;72,791667;
2018-01-18;0;30,8;26,708333;24,2;67,958333;
2018-01-19;0;31,3;26,620833;23,4;69,458333;
2018-01-20;0;27,1;24,970833;22,8;81,875;
2018-01-21;0;30,3;26,241667;23,5;76,875;
2018-01-22;0;30,5;26,854167;24,4;71,041667;
2018-01-23;0;30,5;26,570833;24,2;70,416667;
2018-01-24;0;30,1;26,554167;24,4;69,541667;
2018-01-25;0;30,6;26,725;24,3;67,416667;
2018-01-26;0;30,7;25,791667;23,1;77,041667;
2018-01-27;0;27;24,491667;23,2;83,5;
2018-01-28;0;27,6;24,870833;22,7;82,541667;
2018-01-29;0;31,9;26,7375;24,4;76,458333;
2018-01-30;10,6;24,8;23,383333;22,4;92,083333;
2018-01-31;62,2;26,8;23,070833;20,8;88,083333;
2018-02-01;3;27,3;23,8375;20,8;81,666667;
2018-02-02;0;27,5;24,779167;22,5;82,541667;
2018-02-03;0;28,2;25,3375;22,8;81,25;
2018-02-04;0;26,7;25,233333;24,4;71,25;
2018-02-05;2,6;25,1;22,741667;20,8;86,75;
2018-02-06;36,8;27,7;24,216667;21,1;86,166667;
2018-02-07;5,8;27,7;24,554167;22,9;83,791667;
2018-02-08;0;29,1;25,629167;22,3;79,666667;
2018-02-09;0;31,4;26,9875;24,2;79,125;
2018-02-10;0;29,5;26,775;25,1;76,375;
2018-02-11;0;29,7;26,620833;24,7;72,333333;
2018-02-12;0;30,3;26,816667;24,3;74,416667;
2018-02-13;0;31,1;26,95;24,1;76,208333;
2018-02-14;0;29,8;26,054167;23,2;80,583333;
2018-02-15;0;30,2;26,466667;24,1;78;
2018-02-16;0;28,7;25,5125;23,2;84,166667;
2018-02-17;0;29,4;25,945833;23,3;81,041667;
2018-02-18;0;31,9;26,941667;24,5;72,791667;
2018-02-19;0;30,3;26,845833;24,6;73,458333;
2018-02-20;0;30,5;26,875;25;75,916667;
2018-02-21;,2;31,2;26,879167;24,8;73,916667;
2018-02-22;,6;30,1;26,166667;23,8;77,125;
2018-02-23;15;28;24,591667;22,6;88,833333;
2018-02-24;0;27,7;24,666667;23,2;82,333333;
2018-02-25;0;27,9;25,208333;23,8;82,5;
2018-02-26;0;28,3;25,391667;22,9;82,458333;
2018-02-27;0;30,9;27,05;24,5;76,5;
2018-02-28;0;31,9;27,316667;24,7;76,625;
2018-03-01;26,8;30,3;26,304167;23,7;81,375;
2018-03-02;0;30,9;27,1625;25,1;75,041667;
2018-03-03;0;31,2;26,45;24,3;77,708333;
2018-03-04;2,6;29,6;26,133333;24,1;82,541667;
2018-03-05;0;29,7;26,625;24,6;80,666667;
2018-03-06;,2;30,1;27,008333;24,6;82,625;
2018-03-07;,2;30,9;26,875;23,7;78,833333;
2018-03-08;1;28,4;25,991667;23,7;83,041667;
2018-03-09;61;26,6;24,6;23,1;85,625;
2018-03-10;,2;28,7;25,958333;22,9;76,625;
2018-03-11;4,4;30,7;26,608333;24,5;83,708333;
2018-03-12;0;30,9;26,566667;22,8;76,041667;
2018-03-13;0;29,7;26,683333;23,3;80,791667;
2018-03-14;0;31;27,870833;25,1;74,5;
2018-03-15;0;30,9;28,129167;26,6;76,791667;
2018-03-16;0;33,3;28,691667;25,9;73,958333;
2018-03-17;0;29,5;26,245833;24,4;79,833333;
2018-03-18;0;29,5;26,716667;25,1;71,791667;
2018-03-19;0;32,5;27,5;24,8;74,916667;
2018-03-20;0;31,3;27,466667;25;73,583333;
2018-03-21;0;26,5;24,645833;23;86,416667;
2018-03-22;12,6;28;25,3;22,8;88,375;
2018-03-23;2,4;29,8;26,116667;23,9;82,458333;
2018-03-24;0;30,1;26,4625;24;76,375;
2018-03-25;0;30,2;26,775;24;74,541667;
2018-03-26;0;30,4;26,775;24;73,875;
2018-03-27;0;30,6;26,320833;23;77,791667;
2018-03-28;0;29,9;25,783333;22,7;79,958333;
2018-03-29;0;29,5;25,675;23,6;81,583333;
2018-03-30;0;29,2;25,825;22,6;76,125;
2018-03-31;0;30,4;26,220833;22,2;76,416667;
2018-04-01;0;31,6;27,008333;24,4;72;
2018-04-02;0;31,6;27,2375;24,4;72,833333;
2018-04-03;0;33,1;26,966667;24,2;75,583333;
2018-04-04;4,4;26,2;24,325;22,2;84,833333;
2018-04-05;1,6;26,9;24,404167;23;87,083333;
2018-04-06;1,2;25,2;24,320833;24;91,583333;
2018-04-07;,6;27,7;24,691667;23,3;86,916667;
2018-04-08;26;28,1;24,7625;22,4;83,833333;
2018-04-09;0;27,9;24,9125;22;80,083333;
2018-04-10;0;28;25,0125;21,7;76,166667;
2018-04-11;,2;27,7;25,570833;24,2;76,75;
2018-04-12;0;27,3;24,641667;21,1;81,5;
2018-04-13;0;30,2;26,075;23,2;79,666667;
2018-04-14;0;28,5;25,675;23,3;84,666667;
2018-04-15;7,8;26,7;24,3875;23,3;86,75;
2018-04-16;23,2;27,3;25;22,1;70,625;
2018-04-17;1,6;26,6;24,35;21,8;65,625;
2018-04-18;0;26,6;23,995833;19,6;69,458333;
2018-04-19;0;27,6;23,770833;20,3;71,875;
2018-04-20;0;28,6;23,666667;19,5;73,75;
2018-04-21;0;28,1;24,795833;21,8;61,625;
2018-04-22;0;25,5;23,404167;22,4;74,375;
2018-04-23;0;27,7;23,520833;20,3;79,333333;
2018-04-24;3,2;28,5;24,6;21,8;80,416667;
2018-04-25;,2;28,8;24,575;21,5;83,583333;
2018-04-26;0;27,9;24,220833;20,9;85,291667;
2018-04-27;,2;29,3;25,066667;22,3;81,625;
2018-04-28;2;27,8;24,691667;21,7;79,166667;
2018-04-29;0;27,6;23,866667;19,9;71,708333;
2018-04-30;,4;27,8;23,920833;18,8;71,708333;
2018-05-01;,2;29,3;23,8375;19,9;80,791667;
2018-05-02;0;26,7;23,466667;20,4;82,958333;
2018-05-03;0;26,4;24,1375;22,8;83,666667;
2018-05-04;,8;26;23,558333;22,3;86,291667;
2018-05-05;,6;27,9;24,416667;22,4;80;
2018-05-06;,2;29,1;24,3625;20,8;81,958333;
2018-05-07;,2;26;23,616667;21,7;84,583333;
2018-05-08;15;24,4;22,716667;21;86,708333;
2018-05-09;40,6;26,2;23,866667;20,9;71,25;
2018-05-10;1,4;26,5;23,354167;19,9;69,708333;
2018-05-11;0;27,2;23,341667;19;70,666667;
2018-05-12;0;32,2;25,304167;20,7;68,625;
2018-05-13;0;25,2;22,891667;22,7;85;
2018-05-14;1,4;26;23,245833;21;81,583333;
2018-05-15;0;26,6;24,304167;23,1;73,875;
2018-05-16;0;31,5;25,416667;21,3;74,291667;
2018-05-17;0;24,9;23,333333;22,8;83,625;
2018-05-18;9,2;26,3;23,358333;21,2;85,25;
2018-05-19;0;28,3;24,8625;22,1;79,875;
2018-05-20;,6;23,9;22,479167;22,3;75,291667;
2018-05-21;0;24;20,8375;16,4;68,208333;
2018-05-22;0;24,6;20,579167;16,6;78,208333;
2018-05-23;,2;27,1;21,733333;18;83,208333;
2018-05-24;0;24,6;22,504167;20,5;79,708333;
2018-05-25;0;23,7;22,004167;21,2;75,708333;
2018-05-26;,4;25,4;21,879167;18,6;75,166667;
2018-05-27;,2;24,2;21,154167;17,9;81,166667;
2018-05-28;,2;24,4;21,2125;18,3;82,291667;
2018-05-29;0;25,9;22,554167;18,2;75,958333;
2018-05-30;,6;24,3;21,825;20;84,625;
2018-05-31;,8;26,1;21,616667;18,1;83,166667;
2018-06-01;0;27,8;23,5;19,7;78,875;
2018-06-02;0;30,9;24,770833;21,2;75,125;
2018-06-03;0;25,5;22,7625;19,8;86,166667;
2018-06-04;3,8;22,7;20,795833;19,6;81,875;
2018-06-05;1,8;23,6;20,458333;18,4;78,333333;
2018-06-06;1;28,2;22,341667;19;75,75;
2018-06-07;0;26,5;22,895833;20;84,291667;
2018-06-08;0;24,3;22,8;22;83,541667;
2018-06-09;0;23,5;21,945833;20,2;76,291667;
2018-06-10;0;25,5;23,054167;21,1;75,875;
2018-06-11;0;24,7;23,275;22,1;79,291667;
2018-06-12;0;30,1;24,5625;21,9;73,875;
2018-06-13;0;29,6;24,266667;20,1;76,541667;
2018-06-14;0;25,3;22,633333;21,2;87,75;
2018-06-15;,2;23;21,391667;20,1;81,041667;
2018-06-16;0;23,9;21,908333;20,5;83,416667;
2018-06-17;,2;23,3;21,666667;20,1;85,416667;
2018-06-18;7,4;22,9;21,358333;20,2;83,083333;
2018-06-19;10,2;23,7;21,6;19,5;71,083333;
2018-06-20;0;25,7;20,825;16,3;77,416667;
