Nome: BELO HORIZONTE
Codigo Estacao: 83587
Latitude: -19.93444444
Longitude: -43.95222222
Altitude: 915.47
Situacao: Operante
Data Inicial: 1990-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2007-04-09;2,2;4;12,8;26,5;22,1;19,6;77,5;68;1,2;
2007-04-10;2;9,4;1,8;29,6;23,1;17,5;64,8;45;1,5;
2007-04-11;4,1;9,5;0;27,8;23;19,7;63,8;55;1,6;
2007-04-12;5,4;9,1;0;27,2;23,1;19,7;62,8;59;1,6;
2007-04-13;4,6;8,6;0;29,2;24;19,9;53;42;1,9;
2007-04-14;7,2;8,6;0;27,4;23,1;20,3;57,3;45;1,3;
2007-04-15;6,6;7,3;0;26,6;22,6;19,9;62;51;2,1;
2007-04-16;5,7;null;0;27,8;22,9;20,1;63,8;50;1,2;
2007-04-17;5,2;null;0;27,1;22,3;18,8;63;50;2,5;
2007-04-18;5,5;7,9;,2;27,8;22,9;19,5;58,8;46;1,7;
2007-04-19;6;8,4;0;26,8;22,7;19,9;63;51;1,8;
2007-04-20;5,7;4,4;0;25,2;22,3;20,3;66,8;62;1,4;
2007-04-21;4,7;0;0;24,8;22;19,5;74,3;65;2;
2007-04-22;2,7;3,5;1,9;26,6;21,4;19,3;87,5;77;,6;
2007-04-23;2;5,4;21,9;27,7;22,4;18,2;78,3;71;1;
2007-04-24;3,3;8,5;1,9;27,5;22,7;19,7;66;54;2;
2007-04-25;4,7;9,6;0;28,3;23,1;19,4;60,8;50;2;
2007-04-26;4,8;9,6;0;29,7;23,7;19,1;60;42;1,5;
2007-04-27;4,9;6,9;0;29,6;23,5;20;65;49;2;
2007-04-28;6;,4;0;21,9;18,6;17,1;77,3;71;2;
2007-04-29;2,3;2,4;3,9;23,2;19,9;17;73,5;65;1,7;
2007-04-30;3,1;6,3;0;27,2;21,5;16,9;68,5;58;1,2;
2007-05-01;3,9;9;0;27,8;21,7;17,5;53,3;26;1,2;
2007-05-02;5,3;9,4;0;27,4;21,5;16,8;47,5;33;,7;
2007-05-03;5,1;9,3;0;27,8;22,1;16,5;47;31;1,8;
2007-05-04;7,9;6;0;24,8;20,8;18,4;64,3;55;1,5;
2007-05-05;5,4;8;0;25,2;19,8;15;58,5;47;1,9;
2007-05-06;5,4;9,5;0;27,4;21,1;17,5;65,3;46;1,4;
2007-05-07;4;8,7;0;28,1;21,8;17,3;61,3;44;1,9;
2007-05-08;4,2;8,9;0;29,9;23,5;18,8;52,5;32;1,3;
2007-05-09;5,7;4,8;0;29,1;22,9;19,7;63,3;46;1,5;
2007-05-10;6,1;4,9;0;21,1;16,6;14,8;63,3;55;2,8;
2007-05-11;5,1;9;0;21,2;17;13,4;59,3;52;3,6;
2007-05-12;5,5;8,6;0;25;19,5;15,2;59,8;49;2,3;
2007-05-13;4,1;8,2;0;27,3;20,9;15,5;53;43;1,7;
2007-05-14;5,1;8,9;0;28,1;21,5;15,8;53,5;40;1,3;
2007-05-15;5,1;7,7;0;29,4;23,1;17,9;53;35;1,1;
2007-05-16;5,6;8,4;0;26,2;21,9;19,1;63,3;52;1,8;
2007-05-17;4,3;7,1;0;28,6;22,7;17,6;56,8;40;1,7;
2007-05-18;5,7;8,1;0;27,6;21,9;17,9;55,8;39;1;
2007-05-19;5,5;6,6;0;27,8;21,9;18;56,3;35;1;
2007-05-20;6,3;8,1;0;25,4;21;18,6;64;48;2;
2007-05-21;4,9;7,4;0;26,9;20,8;17,9;61,3;41;2,4;
2007-05-22;5;4,4;0;26,9;21,8;17,5;59,5;48;1,6;
2007-05-23;4,5;7,3;0;27,7;21,9;18,3;62,8;44;2,5;
2007-05-24;4,6;2,6;1,8;22,7;18,7;17;72,3;57;1,3;
2007-05-25;3,2;8,8;0;22,3;16,3;13;53,5;40;1,8;
2007-05-26;6,1;8,8;0;22,5;17;13,4;67,3;54;2,4;
2007-05-27;3,5;5,2;0;24,5;18,4;14,4;72,5;56;1,5;
2007-05-28;2;6,6;5,2;25,2;19,6;16,3;72,5;52;,9;
2007-05-29;2,9;6,2;0;26,1;20,8;17,2;62,5;54;1;
2007-05-30;3,7;8,2;0;25,6;18,3;15,5;62,8;42;1,6;
2007-05-31;5;8,8;0;21,3;16;12,2;64,3;55;2,2;
2007-06-01;4,4;7,9;0;22,7;17,6;14,2;70;58;1,2;
2007-06-02;2,9;8,2;0;27,2;20,3;14,5;63;43;2,2;
2007-06-03;4;4;0;25,5;20,9;17,3;73,8;58;1,9;
2007-06-04;2,4;8,9;0;24,8;18;14,2;49,5;34;,7;
2007-06-05;5;8,1;0;24,7;17,9;13,8;69,8;49;1,4;
2007-06-06;2,9;8,9;0;26,1;19,2;13,2;58;39;,9;
2007-06-07;3,7;9;0;28;20,5;14,8;59,5;33;,6;
2007-06-08;3,9;8,4;0;27,2;21;16,2;61,5;39;1,1;
2007-06-09;4,5;9;0;26,5;21;16,5;56,8;45;1,6;
2007-06-10;5,1;9;0;26,4;20,9;17,5;57;38;1,7;
2007-06-11;4,6;9;0;26,2;20,6;16,6;55,5;43;1;
2007-06-12;5,3;8,9;0;27,4;20;15;50;34;1,2;
2007-06-13;4,9;9;0;27,3;20,4;15,2;55,8;38;1;
2007-06-14;4,4;9;0;28,8;21,5;16,3;59,5;32;1,1;
2007-06-15;4,5;9;0;28,8;21,6;16,3;56;40;,9;
2007-06-16;4,8;8,9;0;28,2;21,4;16,7;59;43;,9;
2007-06-17;5,4;9;0;25,6;20,8;18,1;62,5;54;2,5;
2007-06-18;5,9;9;0;26,8;20,3;17,1;61,8;50;1,5;
2007-06-19;6,8;9;0;24,9;19,8;16,4;50,8;31;2,2;
2007-06-20;8,9;9;0;22,7;18,1;14,9;65,5;54;2,1;
2007-06-21;5,9;8,6;0;25,1;19,3;15;66,5;54;2;
2007-06-22;5,5;9,2;0;25,8;19,8;16,5;58,3;46;1,2;
2007-06-23;5;9;0;25,6;19,4;14,4;64;51;1;
2007-06-24;3,9;8,8;0;27,2;20,9;15,2;56,8;41;1,1;
2007-06-25;4,8;7,3;0;23,7;19,4;16,5;56,3;41;1,7;
2007-06-26;6,4;2,9;0;25;20,4;16,3;59;49;2,7;
2007-06-27;4,6;8,2;0;24,9;19,5;14,8;56,8;47;2;
2007-06-28;5,3;8,9;0;26,9;20,4;15;51,3;35;1,2;
2007-06-29;4,7;8,7;0;27,4;21,3;16;50,8;36;1,4;
2007-06-30;6,2;7,8;0;26,2;20,5;17,2;59,5;41;1,5;
2007-07-01;4;8,7;0;27,2;21,1;16,3;49,3;28;1,5;
2007-07-02;4,2;8,9;0;26,1;20,4;16,2;50,5;36;1,1;
2007-07-03;5,9;8,9;0;25,8;19,3;15,2;52,8;36;1,9;
2007-07-04;5,7;8,2;0;25,4;19,1;14,6;58;43;1,5;
2007-07-05;5;6;0;24,4;19,3;15,8;63,3;47;1,3;
2007-07-06;4,8;7,3;0;23,5;19,2;15,4;55,8;45;1,8;
2007-07-07;4,9;9;0;25,2;19,2;14,2;52,3;40;1,6;
2007-07-08;6,3;9;0;27;20,1;14,4;53,8;30;2,4;
2007-07-09;5,2;8,9;0;25,6;20,3;16,5;57,3;40;1,5;
2007-07-10;5,8;8,9;0;26,6;19,9;14,9;56,3;37;1,5;
2007-07-11;5,2;7,8;0;28;21,4;15,3;47,8;34;1,4;
2007-07-12;6,6;7,3;0;23,9;19,6;16,9;54,5;44;2,3;
2007-07-13;6;8,8;0;25,2;19,5;16,2;50;30;1,8;
2007-07-14;5,5;8,4;0;25,7;19,5;14,8;51,8;35;1,7;
2007-07-15;4,6;8,8;0;28,1;21,1;14,8;45,5;31;1,3;
2007-07-16;5,4;8,8;0;29;22,4;16,9;43,5;30;1,9;
2007-07-17;6,9;8,2;0;25,6;20,7;18,3;62,5;47;1,9;
2007-07-18;5,3;6,1;0;26,6;21,7;17,3;52,5;41;1,6;
2007-07-19;4,2;8,8;0;27;20,4;16,5;34,5;19;1,3;
2007-07-20;8,8;8,8;0;27,4;20,6;15;56,8;35;2,2;
2007-07-21;3,7;8,8;0;28,9;21;15;54;33;2,4;
2007-07-22;5,4;8,8;0;28,6;21,5;15;46;25;1,9;
2007-07-23;5,6;8,8;0;29,8;23,3;17,3;45;30;2,5;
2007-07-24;6,6;6,5;0;30,2;24,5;20,7;49;39;1,6;
2007-07-25;6,9;8,9;0;29,6;22,4;17,7;52,3;26;3,3;
2007-07-26;6,3;2,9;0;25;20,8;17,5;59,8;53;3,2;
2007-07-27;3,5;,6;0;22,3;19,1;17,3;75;59;3,3;
2007-07-28;2,4;,6;5,6;22,4;17,6;15,8;79,8;69;1,2;
2007-07-29;2,9;8,1;,3;19,7;14,5;12,6;61;51;3;
2007-07-30;5,3;8,3;0;19,9;14,2;11,2;51,5;37;3,4;
2007-07-31;5,7;9;0;21,7;15,8;10,6;48,8;36;1,7;
2007-08-01;5,8;9;0;23,6;17,4;13;52,3;37;2,2;
2007-08-02;5,6;9,1;0;23,9;18,3;14,2;51,5;37;2,7;
2007-08-03;5,7;9,1;0;23,7;18,4;14,1;51,8;41;2,2;
2007-08-04;6,5;9,1;0;25,4;19,2;14;50,5;39;1,7;
2007-08-05;4,7;9,1;0;27,4;20,5;14,4;47,5;35;2,5;
2007-08-06;7,7;8,3;0;23,3;18,7;16,5;55,3;42;2,6;
2007-08-07;5,8;9,3;0;27,6;20,8;15,6;49,3;34;2,5;
2007-08-08;6;9,3;0;27,6;21,3;17,1;46,8;29;2,3;
2007-08-09;7,8;9,6;0;24,8;19,7;15,7;51,3;40;3,2;
2007-08-10;6,6;9,5;0;24,6;19,3;15,6;50;38;2,9;
2007-08-11;5,8;4,9;0;25;20,1;15,4;57;44;1,6;
2007-08-12;5;9,4;0;24,1;19,8;17,3;50,8;36;3,5;
2007-08-13;6,5;7,2;0;25;19,3;15,8;56,5;46;3,5;
2007-08-14;6,3;9,4;0;23,4;18,7;15,1;52;44;2,7;
2007-08-15;6,7;6,8;0;24,3;18,7;16;56,8;34;2,2;
2007-08-16;6,8;9,5;0;24,4;18,5;14;49,3;34;2;
2007-08-17;6,6;9,6;0;26,4;19,8;13,6;42,3;28;1,7;
2007-08-18;7,7;8,5;0;25,4;19,4;15,4;53,5;34;2,4;
2007-08-19;5,8;7,2;0;22,9;18,2;15,4;50,3;41;3,2;
2007-08-20;5,2;9,6;0;27,8;20,4;13,6;40,8;25;1,7;
2007-08-21;6,1;9,3;0;29,6;22,5;16;36;25;2,9;
2007-08-22;9,3;8,9;0;26,5;20,3;17,3;51,5;37;2,2;
2007-08-23;6,8;9,6;0;26,6;20,1;15,6;46,5;30;3,1;
2007-08-24;6,4;9,6;0;28,8;20,9;14,6;37,8;21;1,9;
2007-08-25;6,2;9,6;0;29,8;22,4;15,6;36;22;2,4;
2007-08-26;6,6;9,4;0;31,8;23,7;17,4;33,8;15;1,3;
2007-08-27;8,6;8,7;0;33,4;25,6;18,7;27,3;16;1,3;
2007-08-28;9;9,1;0;30,6;24,9;21,4;44,3;30;2,1;
2007-08-29;9,1;8,2;0;27,2;22,2;19,1;53;39;2,8;
2007-08-30;7,6;6,4;0;25,2;20,9;18,7;62,8;50;3,1;
2007-08-31;6,1;3,5;0;22,9;19,9;17,9;63;53;2,8;
2007-09-01;5,6;9,3;0;28,4;22;16,9;48,8;33;2,5;
2007-09-02;5,8;8,9;0;29,4;22,1;17,7;56;33;2,6;
2007-09-03;7,4;9;0;29,4;22,5;19,4;57;49;2,6;
2007-09-04;7;7,9;0;25,4;20,9;17,9;54;40;3,5;
2007-09-05;6,9;6;0;24,5;19,8;16,5;65,3;57;2,7;
2007-09-06;5,2;6,3;1,1;25,2;20;16,5;53,5;45;2,6;
2007-09-07;6,4;9,4;0;27,1;21;16;47,3;33;2,3;
2007-09-08;7,3;9,3;0;26,2;20,1;16,3;49,3;35;3,3;
2007-09-09;7,5;9,2;0;25,9;19,9;15,4;46,8;35;2;
2007-09-10;8;8,2;0;25,7;20;16;47,8;33;2,3;
2007-09-11;8;6,8;0;25;19,8;16,7;53,3;43;3,3;
2007-09-12;7,4;9,2;0;25,9;20;15,4;42,8;33;3,2;
2007-09-13;8,6;6,2;0;24,1;19,4;16,6;57,3;42;2,3;
2007-09-14;6;9,4;0;27,2;20,3;15,6;46,8;31;2,5;
2007-09-15;7,8;9,4;0;30,6;22,7;16,6;42,3;21;1,5;
2007-09-16;8;8,8;0;32;24,7;17,5;36;20;2,3;
2007-09-17;9,6;8,6;0;31,7;24,4;20,2;39,3;25;2,1;
2007-09-18;10,5;9;0;28;22;17,3;51,8;41;3,3;
2007-09-19;7,5;8,9;0;29,5;21,7;16,9;58;45;2;
2007-09-20;6,7;9,1;0;32;24,4;18,1;42;28;1,8;
2007-09-21;10,9;8,9;0;32,8;25,1;19,5;32,8;22;2,1;
2007-09-22;10,3;9,8;0;30,6;23,9;18,7;34,8;23;2,4;
2007-09-23;10,8;9,9;0;32,8;25,4;19,7;31,8;15;1,3;
2007-09-24;8,5;9,5;0;36,1;27,8;20,1;27,8;18;1,3;
2007-09-25;10,8;4,4;0;28,6;20;16,9;65,8;31;3,1;
2007-09-26;5,1;4,9;0;22,7;18,5;15;60,3;53;3,8;
2007-09-27;5,9;3,4;0;22,8;19;16,5;60,5;53;2,6;
2007-09-28;6,1;9,1;0;30,6;23,2;17,1;51,5;39;1,7;
2007-09-29;6,4;4,6;,6;30,2;23,4;18,8;61,5;54;1,3;
2007-09-30;6,2;6,3;0;27,6;21,2;18,9;63;43;2,7;
2007-10-01;5,7;8,2;0;22,8;18,6;16,3;61,3;52;2,7;
2007-10-02;5,7;8,9;0;27,8;20,5;15,8;55,5;38;2,9;
2007-10-03;6,2;7,8;0;29,5;21,9;16,3;43,5;23;2,8;
2007-10-04;8;9,2;0;29,2;22,2;17;45,3;27;2,7;
2007-10-05;8,7;10,1;0;27,7;21,4;16,9;47,5;34;2,3;
2007-10-06;10,1;10,1;0;31;24;17,2;38;29;2,5;
2007-10-07;8,5;10,1;0;30,6;24,2;19,1;39,5;31;2,4;
2007-10-08;10;9,4;0;29,8;22,8;18,5;45,3;30;2,2;
2007-10-09;9,6;7;0;26,8;21,1;17,5;44,8;32;2,3;
2007-10-10;9,4;10,2;0;28;22,2;16,7;37,3;27;1,9;
2007-10-11;8,9;10,1;0;28,8;22,6;17,1;39,8;29;2,7;
2007-10-12;9,5;10,6;0;31;23,7;18,7;40,5;22;2,3;
2007-10-13;9,5;9;0;32,7;25,4;19,8;45,3;28;1,9;
2007-10-14;9;9,3;0;32;25,8;22,2;44,5;32;2,3;
2007-10-15;9,5;9,3;0;30,2;24,5;20,1;43,5;30;1,9;
2007-10-16;9,5;9,5;0;32,1;25,1;19,9;42,5;28;1,9;
2007-10-17;9,1;9,6;0;36,2;28,4;21,6;34;28;2,4;
2007-10-18;9,8;7,5;0;34,8;26,1;22,6;61,3;30;2,1;
2007-10-19;6;5,5;51,6;28,9;22,3;18,5;72,3;49;1,8;
2007-10-20;2,8;6,8;11,8;30,8;24,9;18,9;57;44;2,5;
2007-10-21;6;5,7;0;32,2;26,3;22;50,5;36;1,3;
2007-10-22;5,6;5,8;0;32,7;23,4;18,7;61;39;2,4;
2007-10-23;5,4;2,1;13;27,6;22,5;18,3;64,8;55;2,6;
2007-10-24;5,3;,7;,4;25,2;22,1;20,5;62,3;52;3,6;
2007-10-25;6,4;1,1;0;27,4;22,4;18,9;65,3;46;1,9;
2007-10-26;4;3,6;6,8;27,1;21,9;17,9;80;74;1,1;
2007-10-27;2,3;7,9;7;32,2;25,5;19,4;51,5;35;1,7;
2007-10-28;6;8,5;0;33,2;24,8;21,5;65,8;35;2,3;
2007-10-29;5,8;8,5;13,4;33,6;27,1;20,7;46;34;2,1;
2007-10-30;8,8;9,1;0;34,4;28,5;24,8;41;26;2,4;
2007-10-31;10,1;6,2;0;33,2;26,7;22,8;49;35;1,2;
2007-11-01;7,4;7,2;14,8;33,8;27,3;22;42,8;27;2,1;
2007-11-02;8,8;6,1;0;33,2;27,3;22,6;47;33;2,2;
2007-11-03;6,9;9;0;33,4;28;24;47,8;37;2,2;
2007-11-04;5,9;4,9;0;30,4;23,9;22;55,8;39;3;
2007-11-05;4,1;4,2;8,6;26,2;21,5;18,1;66,5;55;2,8;
2007-11-06;5,7;,8;0;25,6;22,1;19,1;62,5;61;2,9;
2007-11-07;4,3;4;0;27;22,8;20,5;63,5;51;2,2;
2007-11-08;4,1;0;0;23,8;22,1;21,4;74,8;68;1,2;
2007-11-09;2,9;2,8;,2;28;21,4;18,3;75;55;2,4;
2007-11-10;4,1;,3;13,5;27,2;23,3;18,7;60,5;51;1,1;
2007-11-11;4,6;6,4;0;30,4;25,7;21,6;52,5;43;2,7;
2007-11-12;5,6;7,3;0;31,8;24,9;22;66,8;41;2,5;
2007-11-13;5,5;3,6;9,6;25,8;21,8;19,1;63,8;54;2,7;
2007-11-14;6,1;11,8;0;30,9;24,6;18,7;45,3;33;1,9;
2007-11-15;8,8;7,6;0;30,3;25,3;21,8;51;40;1,5;
2007-11-16;6,7;7,7;0;28;22,9;20,2;63;46;2,6;
2007-11-17;7,4;11,5;0;27,2;22,2;19,3;61;45;2,7;
2007-11-18;7,3;11,2;0;27;22,8;18,4;51,3;46;2,6;
2007-11-19;7,2;8;0;28,8;21,4;18,4;70,3;45;1,9;
2007-11-20;4,2;6,2;32,7;29,4;24,4;18,1;58,3;49;2,2;
2007-11-21;4,9;7,7;2,8;26,4;22,1;18,3;63,8;53;2,5;
2007-11-22;5,6;9,6;0;28,6;22,5;18,6;58,3;43;1,7;
2007-11-23;6,3;6,8;0;27,2;22,2;18,1;56,8;48;2,4;
2007-11-24;5,7;8,7;0;28,7;23,8;19,5;59,5;50;1,9;
2007-11-25;5,1;3;0;27,6;22,8;20,5;74;61;2,1;
2007-11-26;2,5;2,5;5;27,2;21,1;18,1;79,5;65;3,1;
2007-11-27;2,4;8,3;35,3;31;24,3;18,3;58,8;40;1,7;
2007-11-28;5,8;9,2;0;29,9;24;19,3;56,8;41;1,5;
2007-11-29;5,6;7,4;1,7;30,2;22,1;18,1;62,5;47;2,2;
2007-11-30;4,9;8,7;8,2;27,7;22,2;18,2;68;52;2,5;
2007-12-01;5,4;9,8;,2;29,6;24;19,5;58,5;44;1,8;
2007-12-02;6;8,7;0;30,2;24,7;19,9;56;44;2;
2007-12-03;5,9;null;0;32,9;25,3;20,9;56,5;33;,8;
2007-12-04;5,8;7,7;,6;31,6;24,3;21,1;70,5;52;2,1;
2007-12-05;4,1;4,1;12,8;31,4;24,4;20,7;63,3;41;1,8;
2007-12-06;4,1;5,5;0;29,2;25,1;21,1;65;59;1,1;
2007-12-07;3,8;7;,7;32,8;24;20,1;73,8;39;2,5;
2007-12-08;4,3;1,8;23,5;29,2;23,1;20,1;77,5;54;2,4;
2007-12-09;2,8;4;9,7;29,3;24;20,5;72,5;67;2,2;
2007-12-10;3,8;6,5;0;29,3;23,7;21,1;62,3;47;2,2;
2007-12-11;5,3;8,3;0;29,2;23,9;19,1;58,5;42;2,5;
2007-12-12;5,2;10,7;0;31,7;26,3;21,1;50,8;40;1,4;
2007-12-13;6,2;3,9;1;28;23,2;20,9;72,8;54;1,3;
2007-12-14;3,4;0;7,5;23,1;21,3;19,1;80,8;79;1,8;
2007-12-15;2,1;6,6;7,5;28,6;23,5;18,8;62,5;54;1,1;
2007-12-16;5,1;10,6;0;31,6;25,2;19,9;45;33;2,2;
2007-12-17;8,4;9,3;0;30,6;24,2;19,6;47,8;28;1,8;
2007-12-18;9,2;9,3;0;29;23,5;19,1;59;42;1,9;
2007-12-19;6,7;2,2;0;27,2;23,5;21,1;79,5;63;1,5;
2007-12-20;2,1;2,2;44,1;28,1;21,9;20,1;80,8;55;1,8;
2007-12-21;2;,1;41,3;23,8;20,5;18,7;91,3;86;1,2;
2007-12-22;1,2;2,9;10,5;27,2;22,2;18,7;79;66;1,4;
2007-12-23;2;7,2;6;28,5;22,4;19,9;75,5;50;1,3;
2007-12-24;4,1;5,5;46,8;26,6;22,6;18,5;61,5;53;2,9;
2007-12-25;6,1;8,8;0;27,1;23,1;20;56;48;2;
2007-12-26;6,6;11,6;0;29,2;23,4;18,1;50;31;2;
2007-12-27;9,3;10,3;0;30,3;24,8;20,4;49,5;34;1,8;
2007-12-28;7,3;11,7;0;30,2;25;20,7;50,8;40;2;
2007-12-29;8,8;11,7;0;30,7;25,2;20,5;48,8;35;2,6;
2007-12-30;8,6;null;0;30,8;25,4;20,9;48,5;41;2;
2007-12-31;7,5;null;0;null;null;null;null;36;1,6;
2008-01-01;null;null;null;null;null;null;null;null;null;
2008-01-02;null;null;0;29,4;24,5;22;48,5;37;3,1;
2008-01-03;8,9;10,8;0;29,4;23,9;18,2;48,8;33;1,8;
2008-01-04;8,2;11,2;0;30;25,1;21;50;39;2,6;
2008-01-05;7,5;10,4;0;32,6;27,1;20,9;38,5;32;,9;
2008-01-06;7,1;,3;5;27,9;21,1;19,1;86,8;41;,8;
2008-01-07;1,2;3,3;10,4;26,8;22,3;19,1;74,8;66;1,5;
2008-01-08;3,2;5,5;1;28,2;23,6;20,1;73,5;73;2,3;
2008-01-09;3;,7;11,6;23,9;21,2;19,7;85,8;71;2,8;
2008-01-10;2,2;6;12,4;27;22,2;19;74,8;67;2;
2008-01-11;2,2;9,7;12,2;30,6;24;19,6;63,3;43;1,5;
2008-01-12;3,9;7,1;2,6;28,6;24;20,1;70;61;2,2;
2008-01-13;4;2,4;0;26,8;23,2;20,1;63,5;59;2,8;
2008-01-14;6,2;5,6;0;27;22,4;19,6;59,3;45;2,2;
2008-01-15;3,5;7;0;27;22,4;19,3;59,8;48;3,2;
2008-01-16;6,6;7;0;28;23;19,7;59,8;50;1,6;
2008-01-17;5,4;9,1;0;30,8;23,9;19,9;57,3;38;1,9;
2008-01-18;6;4,9;,8;28,5;24,5;20,9;63,5;52;1,4;
2008-01-19;4,5;5,3;0;29,8;24,1;21,4;68,3;51;2,7;
2008-01-20;3,2;5,7;26,2;30,4;23;19,5;75,8;50;1,5;
2008-01-21;2,2;0;12,5;23,3;21,4;20,1;80,3;79;1,8;
2008-01-22;1,9;1,7;1,4;26,5;21,8;19,7;81,3;72;1,6;
2008-01-23;1,9;,7;10,6;25,4;21,7;18,9;75,3;65;2,4;
2008-01-24;3,6;1,8;0;26,5;22,3;19,9;72,3;60;2,1;
2008-01-25;3,6;2,4;,4;26,9;22,2;20;76,3;57;1,3;
2008-01-26;2,6;1,1;8,2;25,8;21;19,5;90;88;1,6;
2008-01-27;1,8;0;32,4;22,6;19,8;18,1;83;73;1,4;
2008-01-28;1,5;0;13,4;20,9;18,9;17,3;86,5;86;1;
2008-01-29;1,8;,1;9,4;22,9;20,3;18,3;82,8;77;2,5;
2008-01-30;1,5;1,9;94,2;25,6;21,8;18,9;84,5;70;1,4;
2008-01-31;1,2;2,9;40,8;27,4;22,1;16,7;79,3;68;3,1;
2008-02-01;1,6;7,5;4;31,8;23,9;20,1;71,5;46;,9;
2008-02-02;3,9;5,4;0;29,6;24,7;22,4;72,8;56;2;
2008-02-03;2,9;2,3;,4;27,1;22,3;20,5;86;78;1,8;
2008-02-04;1,6;0;21,6;22,1;19,8;19,1;92,5;90;1,4;
2008-02-05;,7;,7;35,6;24,1;20,9;18,9;79,8;71;,8;
2008-02-06;1,8;4,2;1,6;27,8;22,4;20,1;76,3;62;1,8;
2008-02-07;2,5;6,3;23,8;28,6;23,6;19,3;66,5;50;2,4;
2008-02-08;4,1;8,4;,2;30,8;23,5;20,2;74;49;2,4;
2008-02-09;4,1;10,7;11,6;31,9;25,3;20,5;52,5;40;1,9;
2008-02-10;7,1;9,9;0;32,4;26,2;21,6;52,8;39;1,8;
2008-02-11;5,2;6,1;0;31,4;26,2;21,8;60,5;52;1,2;
2008-02-12;5;11;0;32;26,1;22,1;55;34;1,9;
2008-02-13;8,5;9,2;0;29,8;24,8;20,3;59,3;47;1,9;
2008-02-14;6,4;11,1;0;30,4;25,2;22;53,3;42;1,8;
2008-02-15;8,3;10,9;0;30;24,7;21,6;51,8;37;2,2;
2008-02-16;9,7;9,5;0;28;23,9;20,7;53;49;1,8;
2008-02-17;8,7;9,6;0;29,2;24,4;20,1;50,8;43;2,4;
2008-02-18;7,7;7,6;0;30,8;24,9;21,6;56,3;42;1,3;
2008-02-19;6,4;,2;0;24,6;21,2;19,3;79,3;60;3;
2008-02-20;1,7;8;5,7;30;24,1;19,1;61,3;48;1,3;
2008-02-21;5,3;4,2;3,3;28,7;23,8;20,9;68,8;49;1,6;
2008-02-22;4;2,5;2,6;28,8;23,1;20,7;75,8;59;2,5;
2008-02-23;2,8;5,3;,2;28,8;24,5;20,9;67,5;53;1,3;
2008-02-24;3,6;2,1;0;26,8;23,7;21,6;77,3;66;1,8;
2008-02-25;2,2;1,4;74,3;25,6;21,3;19;85,8;74;1,5;
2008-02-26;2,2;10,7;23,7;30;24;18,9;59,5;45;2,3;
2008-02-27;5;7,2;0;28,5;23,1;19,3;65;61;1,7;
2008-02-28;5,2;7,9;0;27,4;22,4;18,3;61,3;52;2,2;
2008-02-29;5;5,6;0;27,4;23,1;19,5;67;65;2;
2008-03-01;4,8;0;7,5;23,6;20,8;19,7;94,3;68;,9;
2008-03-02;1,1;3,5;26,2;27,6;22,5;19,9;82,5;63;2,6;
2008-03-03;1,3;7,5;4,2;30,3;24,6;21,4;64,8;45;1,5;
2008-03-04;3,8;7;46;30,2;24,1;19,3;61,8;48;2,1;
2008-03-05;3,3;9,1;0;31,3;25,1;20,3;53;34;1,6;
2008-03-06;2,2;8,8;0;31,6;25,4;21,1;55,5;44;1,9;
2008-03-07;3,7;9,6;15,4;29,4;24,5;19,8;61,3;54;2,3;
2008-03-08;1,4;5,6;,6;29,8;23,8;19,1;63;45;1;
2008-03-09;1,2;3,1;0;28,6;23,5;20,9;81,5;72;2,6;
2008-03-10;,7;8,6;17;29,4;24,1;20,5;66,3;55;1,2;
2008-03-11;,8;9,2;15,2;29,6;23,1;18,1;70,8;49;3;
2008-03-12;,9;4;13,8;29;21,9;19,6;82,3;56;,7;
2008-03-13;,6;3,7;36,5;27,2;23;19,9;82,3;82;,7;
2008-03-14;,7;,3;26,1;23,9;20,5;19,3;89,5;81;3,2;
2008-03-15;,4;7,3;12,2;28,6;22;18,7;80,3;60;2,5;
2008-03-16;,4;4,7;68,8;26,8;21,8;18,1;78,8;66;2,2;
2008-03-17;,8;9,5;0;27,8;23,2;19,5;65,5;57;2;
2008-03-18;4,8;9,9;0;28,1;23,1;19,9;59,8;49;1,6;
2008-03-19;6,3;9;,9;27,8;22,8;19,5;61;49;2,1;
2008-03-20;5,6;10,4;0;28,1;23;19,5;57,5;44;2,1;
2008-03-21;6;9,1;0;27,2;23,1;20,3;54,3;44;3,3;
2008-03-22;5,4;9,9;0;29,2;24,2;19,9;55,8;42;1,8;
2008-03-23;5,6;4,7;0;29;24;20,9;56,8;44;2,5;
2008-03-24;4,5;5,3;,8;29,3;23,1;20,7;82,5;62;1,9;
2008-03-25;2,9;7,3;24,3;28,4;23,5;19,1;67;61;3;
2008-03-26;4,3;2;1,7;24,6;21,8;19,9;71,3;65;2,8;
2008-03-27;3,8;5,9;0;28,4;20;16,9;77,5;47;3;
