Nome: BELO HORIZONTE
Codigo Estacao: 83587
Latitude: -19.93444444
Longitude: -43.95222222
Altitude: 915.47
Situacao: Operante
Data Inicial: 1990-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
1990-01-01;1,8;,1;38;22,4;20,2;19;94;91;,7;
1990-01-02;,8;,5;12,9;24,4;21;19;94,8;88;1,2;
1990-01-03;,9;1,5;13,7;25,8;21,5;19,4;87;77;1,9;
1990-01-04;1,7;4,8;6,7;28;22,4;19;80,3;71;1,8;
1990-01-05;3,7;9,3;0;27,5;23;18;74,5;67;1,6;
1990-01-06;5,9;12,1;0;28,5;23,9;19,8;71,8;64;2,2;
1990-01-07;6,6;12,1;0;28,2;23,1;18,8;68,8;70;2,2;
1990-01-08;8,1;12;0;30,2;24,2;18,8;59;47;1,4;
1990-01-09;6;11,8;0;30,8;25,6;20;60,8;47;,9;
1990-01-10;6,6;11,1;0;30,8;26;21,2;68;55;1,9;
1990-01-11;5,4;9,4;2,9;30,6;25,5;20,2;65,8;55;2,1;
1990-01-12;6,4;9,5;0;31,7;25,9;20,4;67,8;51;2,1;
1990-01-13;6,6;10,3;0;31,4;26;21,6;73,5;58;2;
1990-01-14;7,5;12,1;0;30,6;25,2;20,1;58;54;,3;
1990-01-15;8,5;11;0;31,5;25,7;19,4;57,8;42;1;
1990-01-16;8,6;10,9;0;31,2;25,6;19,4;57;42;1,6;
1990-01-17;9;10,2;0;30,6;25,3;21;67;53;2,2;
1990-01-18;9;11,9;0;29,6;24,5;20,2;69;57;2,4;
1990-01-19;8;12;0;29,5;24,6;20,2;68,8;43;3,1;
1990-01-20;9,5;11,2;0;30,4;25,4;20,6;71,8;47;1,7;
1990-01-21;8,5;10;0;32,2;26,9;20,8;56;47;1;
1990-01-22;7;9,5;0;33,2;27,4;22,6;63,3;46;1,2;
1990-01-23;9,4;11,1;0;34,6;28,8;22,6;55;40;2;
1990-01-24;10,1;9,6;0;34,2;27,6;21,8;63,8;52;1,6;
1990-01-25;9,5;6,3;0;33;25,5;21,8;69,8;59;1,5;
1990-01-26;5,7;5,6;4,5;31,2;24;20;77,8;75;1,8;
1990-01-27;5,8;9,4;9,9;27,6;23,6;20,8;63,8;55;2,7;
1990-01-28;8;10,5;0;27,6;22,7;18,8;61,8;48;3,4;
1990-01-29;8,9;10,3;0;28;23,5;19,8;63;61;1,9;
1990-01-30;7,4;9,6;0;30,2;24,3;20;59,3;49;1,2;
1990-01-31;9,5;10,5;0;30,6;25,2;20,4;53,8;52;2;
1990-02-01;9,9;10,9;0;30;24,8;21,2;52,5;41;2;
1990-02-02;11,5;11,2;0;28,3;23,9;19,8;61;51;2,2;
1990-02-03;8,5;11,2;0;29;24,3;19,8;62,3;56;2,4;
1990-02-04;7,5;11,3;0;29,2;24,2;20,2;60,8;42;2,5;
1990-02-05;9;10,8;0;29,2;24,2;20,4;58;47;1,7;
1990-02-06;9,3;11,1;0;29,6;24,3;20;57,3;44;1,9;
1990-02-07;9,7;10,2;0;32;26;20,4;57,8;56;2,1;
1990-02-08;9,1;10,8;0;33,5;27,3;21,4;61,3;51;1,2;
1990-02-09;8,2;8,4;10,8;32,4;25,5;18,8;64,5;46;,7;
1990-02-10;8,2;8;0;31,2;25,4;20,4;73,8;65;1,6;
1990-02-11;5,8;5;,8;30;23,5;18,5;81,3;67;1,5;
1990-02-12;4,5;5,9;40,2;29,8;23,9;18,4;84,5;71;,9;
1990-02-13;3;3,3;3;27,8;23,7;21;80,3;82;,4;
1990-02-14;2,1;2,6;27;27,8;22,8;18,8;88,8;77;1;
1990-02-15;1,6;3,1;4,8;27,8;22,3;19,6;87;72;1,7;
1990-02-16;2,5;4,1;40,4;29,8;24,1;19,4;86,5;71;1;
1990-02-17;2,5;8,9;0;29,8;24,1;20,2;83;67;1,3;
1990-02-18;3,3;5,4;4,6;27;24;21;83,8;83;,4;
1990-02-19;1,9;5,8;9,6;31;24,6;21,2;77,3;66;1;
1990-02-20;5,3;10,1;0;27;23;19,2;70,5;62;1,8;
1990-02-21;5,7;8,8;0;30;24;20;77,5;63;1,1;
1990-02-22;4,1;3,7;0;27,4;23,8;21;83,8;78;1,2;
1990-02-23;2,9;,8;30;24;20,8;18;93;86;1,2;
1990-02-24;1,2;6;19,1;27,8;21,9;18,4;84,5;71;1;
1990-02-25;2,3;2,1;,2;26,4;21,8;18,6;91;80;1,8;
1990-02-26;1,5;1,1;8,4;25,4;22;19,6;86,5;82;1,6;
1990-02-27;2;8,5;,6;30;24;19,2;79,8;65;1;
1990-02-28;4;5,9;3;28,9;24,4;21,8;65,3;64;1,2;
1990-03-01;6,3;9,5;0;30;24,2;20,2;63,5;56;2,2;
1990-03-02;7,1;9,7;0;28,8;23,8;19,8;64,5;52;2,3;
1990-03-03;5,6;10,5;0;29,2;24,4;19,8;62,5;56;1,4;
1990-03-04;6,8;8,3;0;30;24,2;20;73,8;62;1,7;
1990-03-05;6,6;6,7;0;29,9;24,6;20,8;71,8;63;1,5;
1990-03-06;4,4;7,6;0;31;24,5;21;74,8;56;1,4;
1990-03-07;4,2;8,8;2,8;30,5;24;20,2;81,5;68;1,4;
1990-03-08;2,1;10,7;18,4;29,6;24,8;19,8;61,8;54;2,1;
1990-03-09;7,5;10,1;0;28,8;24,2;20,6;61,8;48;2;
1990-03-10;7,2;8,9;0;30,4;24,8;20,2;68,5;60;1,3;
1990-03-11;6,5;9,4;0;30;25,3;21;64;48;1,1;
1990-03-12;6,6;9,1;0;31;25,7;21,2;70,8;67;1;
1990-03-13;5,9;8,3;0;31,8;26,2;21,8;73,3;61;,9;
1990-03-14;4,5;6,5;10,5;30,2;24,6;19,8;79,5;71;1,7;
1990-03-15;4,2;6,4;0;31;25,1;21,8;79;71;1,9;
1990-03-16;null;null;11;31,8;null;20,8;null;85;null;
1990-03-17;3,5;5,9;8,8;30,4;23,6;19,6;79,3;66;2,1;
1990-03-18;4,5;0;,6;24,2;22,4;20,6;87;80;1,4;
1990-03-19;2,6;8,4;,2;30,2;24,8;20,4;77,3;55;2,1;
1990-03-20;4,9;9,9;0;30,8;25,6;20,8;74;56;1,5;
1990-03-21;5,7;4,2;0;29,4;22,9;20;82,5;69;1,6;
1990-03-22;4,1;9,4;10,5;30,9;24,9;20;75,3;64;1,8;
1990-03-23;5,2;4,3;5,2;30,8;24,6;19,4;75,8;66;1,2;
1990-03-24;2,9;,2;10,6;25,2;21,8;19,6;88,8;82;1,2;
1990-03-25;1,9;6,2;0;28,2;23,7;19,6;87,8;81;1,1;
1990-03-26;2,5;8,1;1,7;31,2;25;20,2;74;59;,9;
1990-03-27;4,9;4,2;0;29,6;22;19,4;86;66;1,4;
1990-03-28;2,4;9,6;56,6;30;24,7;18,2;73,8;63;1,6;
1990-03-29;5,4;9,6;0;29,2;25;21,6;68,5;61;2,8;
1990-03-30;4,6;10,5;0;28;23,9;20,6;68,3;53;2,9;
1990-03-31;6,3;9,3;0;29,4;24,3;20;72,3;64;1,3;
1990-04-01;5,3;10,1;0;29,1;24,5;20;66;53;1,7;
1990-04-02;5,8;9,6;0;30,4;25,5;21;71,3;60;1,7;
1990-04-03;4,8;8,7;0;30,1;25,2;20,6;79;70;,4;
1990-04-04;4,9;8,2;0;31,4;24,5;21,4;80,3;62;1,7;
1990-04-05;4,6;6,7;3,6;29,7;24,3;20;84,3;73;2,3;
1990-04-06;2,7;7;14;31;24,9;21;76;72;1,5;
1990-04-07;4,3;9,8;0;31;26;20,6;69,5;57;1,8;
1990-04-08;6,7;9,8;0;30;25,6;21,8;66,8;64;1,1;
1990-04-09;5,3;9,2;0;31,4;26,1;21,4;73,8;62;1,4;
1990-04-10;5,2;2,2;,5;28,6;23,8;21;82;69;1,6;
1990-04-11;3,2;8,1;37;30;24,2;19,6;76,3;59;1,7;
1990-04-12;4,8;6,2;0;26,6;22,5;20;77;70;2,1;
1990-04-13;4,7;6;0;27,6;23,2;20,4;75,8;69;1,6;
1990-04-14;4,9;8,2;0;28,8;23,8;19;75,5;68;1,7;
1990-04-15;4,6;6,8;0;30,2;24,8;20,8;74,5;65;1,4;
1990-04-16;5,4;5,3;2,2;28,8;24,3;21,4;70,3;60;2;
1990-04-17;5,4;8,7;0;29,6;24,2;20,2;69,8;58;1,8;
1990-04-18;5,2;6,6;,6;30;24,5;20;70;64;1,8;
1990-04-19;5,4;1,4;0;25;21,8;20,2;80,3;72;1,5;
1990-04-20;3,1;2,8;3,8;25;21,3;18,2;78;62;2,2;
1990-04-21;4;8,5;0;25;21,7;18,6;71;59;1,7;
1990-04-22;6,1;7,6;0;25,8;21,4;17,8;67,3;54;2,9;
1990-04-23;7,2;8,9;0;28,1;22,1;18;70;61;1,6;
1990-04-24;6;8,7;0;26,6;22,4;18,8;75,8;65;2,8;
1990-04-25;5,4;7,7;0;26,2;22;18,6;76,3;64;1,9;
1990-04-26;5,2;8,7;0;26,6;21,9;19;72,8;64;1,6;
1990-04-27;5,2;9,5;0;29;23,5;18,2;72;65;1,4;
1990-04-28;5,5;9,3;0;30;24;19,4;65,5;55;1,5;
1990-04-29;5,3;9;0;30,6;23,8;18,6;74,3;60;,9;
1990-04-30;4,5;2,4;0;31,1;24,7;18,8;70,3;55;1,2;
1990-05-01;6,2;7,2;0;28,8;21,9;18;75,8;64;1,6;
1990-05-02;3,1;3,4;12,8;25,2;20;17,2;90,8;84;1,5;
1990-05-03;1,4;6,9;19,3;25,4;20,2;16,4;83,8;76;,9;
1990-05-04;2,9;7,8;0;26,3;20,7;16,6;76,8;65;1,4;
1990-05-05;5;7,7;0;24,4;20,1;17;78,3;66;2,8;
1990-05-06;4,3;3,1;0;22;19,4;17,6;82,5;71;1,3;
1990-05-07;3;8,3;0;26;21,3;16;68,8;67;1,2;
1990-05-08;5,2;7,3;0;26,4;21,5;15,8;73,5;66;1,5;
1990-05-09;5,6;4,4;0;23,8;20,2;18;73,5;65;2;
1990-05-10;3,7;8,9;0;26,2;21,1;16,8;75,8;65;1,8;
1990-05-11;3,2;1,9;,2;26,2;20,3;17;85;72;1,1;
1990-05-12;2,2;3;10;24,8;20;17,4;78,8;62;2,3;
1990-05-13;3,9;8,3;0;24;19,7;16,4;80,5;70;2,4;
1990-05-14;3;9,2;0;26;20,7;16,8;70,3;60;1,9;
1990-05-15;3,8;8;0;26,2;20,4;15,8;75,5;64;1,3;
1990-05-16;3,1;7,5;0;28,6;22,7;16,8;74;60;1,1;
1990-05-17;3;8,3;4,8;29,4;24,4;19,2;71,8;60;2;
1990-05-18;3,8;6,9;2,6;25,8;20,4;18,2;73,3;58;3;
1990-05-19;3,7;9,6;0;25,6;14,9;7,8;66,3;48;1,2;
1990-05-20;3,3;9,6;0;25,2;17,9;10,2;58,8;51;,9;
1990-05-21;7;9,7;0;27,6;19,8;13;62,8;53;2;
1990-05-22;7,1;7,5;0;25,2;19,2;15;65,8;51;1,4;
1990-05-23;5,4;9,3;0;23;17,2;12,8;76,5;64;2,8;
1990-05-24;4;9,2;0;24,2;18,9;15,2;71,5;57;1,6;
1990-05-25;4,5;9,4;0;26,8;20;15;71,3;56;1,6;
1990-05-26;4,4;9,2;0;26,2;20,6;15;70,3;60;2;
1990-05-27;5;7,4;0;26,1;20,7;16,8;70,3;62;1,4;
1990-05-28;4,5;9,7;0;27,6;21,6;17;69,3;55;1,6;
1990-05-29;5,8;9,4;0;25,6;21,1;17,8;70,5;61;2,4;
1990-05-30;5,8;5,8;0;24;20,2;18;75,3;66;2,5;
1990-05-31;4,3;9,6;0;25,2;20,2;16,8;74;67;2,1;
1990-06-01;4,5;7,2;0;24,2;20,3;17,2;73;67;2,5;
1990-06-02;5,3;4,8;0;22,2;19,7;16,2;79,3;74;1,2;
1990-06-03;3,8;5;0;23,8;19,9;17,8;78,3;71;2,7;
1990-06-04;4,4;5,6;0;24,4;21,9;17;77,5;73;1,7;
1990-06-05;4,5;9,7;0;27;20,6;15,4;72,8;53;1;
1990-06-06;4;6,9;0;25;20,7;16,4;73,5;66;,8;
1990-06-07;3,6;9;0;27,6;21,6;15,4;70;54;1,5;
1990-06-08;5,7;9,5;0;26,2;20,9;17,2;73,3;63;1,8;
1990-06-09;4,4;9,1;0;27,5;21,1;16,2;71,3;58;1;
1990-06-10;4,3;9,6;0;28,2;21,5;15,8;72,3;59;,4;
1990-06-11;5,1;8,6;0;24;18,4;15,4;76,5;68;2,9;
1990-06-12;4,6;9;0;21;16,6;13,2;74,8;73;2,7;
1990-06-13;4,4;9,4;0;21,3;17,1;13,6;75;69;2,8;
1990-06-14;4,6;8,5;0;24,2;18,7;14,2;74,3;58;1,8;
1990-06-15;3,5;5,2;0;24,8;19,5;15;75,8;58;1,1;
1990-06-16;3,7;8,9;0;26,2;20,2;15;69,3;53;1,1;
1990-06-17;4,8;7;0;24,4;19,4;15,4;75,5;66;1,6;
1990-06-18;5,9;4,3;0;21,8;18,1;16,2;78,5;70;1,8;
1990-06-19;4;9;0;24,4;18,3;14,4;77,5;69;1,5;
1990-06-20;3,8;8,9;0;24,4;18,7;13,6;77,5;64;1,8;
1990-06-21;3,4;8,5;0;25,5;19,4;15,4;76;64;2,6;
1990-06-22;4,3;9,5;0;23,4;17;12,2;76,3;64;1,8;
1990-06-23;4;9,8;0;26,6;18,9;12,2;76,8;70;1,1;
1990-06-24;6,1;9,6;0;27,2;18,7;12;80,3;77;,9;
1990-06-25;5,7;9,2;0;27,4;19,6;13,6;76,8;76;1,1;
1990-06-26;5,2;8,7;0;26,8;20,3;14,8;76,8;74;1,1;
1990-06-27;5,4;7,9;0;26;20,4;16,6;62,8;48;1,5;
1990-06-28;5,4;7,7;0;23,4;18,6;15;59,3;47;1,9;
1990-06-29;4,6;2,1;0;22;18;14,8;71;54;2,5;
1990-06-30;4;3,8;,5;20;17,8;15,4;74,5;67;1,9;
1990-07-01;3,5;7,9;1,1;21,5;18,3;16;71,8;62;2,7;
1990-07-02;3,9;9,3;0;25;19,7;16;67,3;50;2,2;
1990-07-03;4,4;8,9;,1;26,3;20,5;16;61,3;43;1,5;
1990-07-04;4;9,3;0;26,2;20,5;15,4;58,8;39;1,3;
1990-07-05;5;8,9;0;27,5;20,9;14,6;53,3;33;1,6;
1990-07-06;5,5;2,4;0;21,6;17,2;14,6;71,8;60;2,6;
1990-07-07;2,7;7,3;4,3;22,4;16,9;13,4;72;58;1;
1990-07-08;2,6;9,5;0;25,2;18,4;13,2;55,3;36;,8;
1990-07-09;4,5;9,7;0;25,9;19,5;13;50,5;34;1,1;
1990-07-10;4,9;6,7;0;27,3;21,3;14,6;51;35;1,8;
1990-07-11;4,9;,1;2,8;23,1;17,4;15,4;77,3;55;1,8;
1990-07-12;3,2;1,2;1,1;18,8;15,1;13,6;72,8;66;2,6;
1990-07-13;3,9;2,6;0;17,3;14,1;12;67,8;57;3;
1990-07-14;4,2;6,7;0;22,2;17;12,6;65,3;52;1,2;
1990-07-15;3,8;9,6;0;24,8;19,1;12,8;52,5;37;1,5;
1990-07-16;5,1;9,5;0;25;19;13,6;59,5;42;1,7;
1990-07-17;4,1;9,4;0;28;21,5;14;54;38;1,4;
1990-07-18;4,8;39,2;0;28,9;22;17,2;56;41;1,5;
1990-07-19;5;9,5;0;30,2;22,5;17;49,8;28;,9;
1990-07-20;6,7;8,7;0;30;23,3;16,8;43,3;27;1,2;
1990-07-21;7,2;9,5;0;30,4;23,4;17,4;42,8;26;,9;
1990-07-22;6,9;7,2;0;26,2;21,2;17,6;68,8;48;1,5;
1990-07-23;4,4;8,1;0;24,3;19,7;16,2;65,3;53;2,2;
1990-07-24;4,6;9;0;26,6;20,6;16,2;61;41;2,1;
1990-07-25;4,4;9,4;0;28,5;21,1;15;58,3;41;1,3;
1990-07-26;5,5;9,4;0;26,3;20,9;17,2;58,3;43;2,9;
1990-07-27;7,5;9,4;0;26,4;20,4;16;56;35;1,2;
1990-07-28;5,1;5,3;0;26;20,9;16;58,8;43;1,3;
1990-07-29;5;2,1;0;20,6;17,6;16,4;80,8;67;2,1;
1990-07-30;1,9;7,8;6;24,9;18,8;14,8;68,3;49;1,7;
1990-07-31;4,4;6,6;0;22,4;18,4;15,2;70,3;59;2,4;
1990-08-01;4,4;7,6;0;22,8;17,5;15;70,8;53;2,2;
1990-08-02;4;9,2;0;23;18,6;14,6;62,3;49;2,8;
1990-08-03;4,5;7,1;0;24,8;19,4;14,4;59,8;45;1,2;
1990-08-04;4,2;6,9;0;24,6;19,3;15;61,3;44;2;
1990-08-05;4,5;8,2;0;23;17,8;14,6;64,8;45;2,5;
1990-08-06;5;8;0;22,8;17,9;14,4;58,3;39;2,4;
1990-08-07;6;8,9;0;21,8;17,6;12,8;55;45;2,6;
1990-08-08;6,5;3,3;0;20,9;18,1;14;65,5;58;2,1;
1990-08-09;4,2;1,5;1,5;20;16;14,2;86,5;69;1,5;
1990-08-10;1,5;8;,8;25,9;18,5;11,6;61,8;42;1,6;
1990-08-11;4,9;8,4;0;24,2;19,2;14;57,3;44;1,2;
1990-08-12;5,9;9,4;0;25,2;19,3;15;54,5;37;1,1;
1990-08-13;7,9;9,5;0;25,3;19,7;15,2;50;36;2;
1990-08-14;7,7;8,6;0;26,9;20,2;15,8;54,3;35;2,5;
1990-08-15;6,4;7;0;25,2;19,4;15,2;63,8;49;2,3;
1990-08-16;6,5;8;0;28,3;20,9;14,2;52,8;35;2;
1990-08-17;1,5;1,6;0;25,8;21,5;18,6;62;49;,8;
1990-08-18;3,2;1,4;35,5;21,4;18,6;16,8;88,8;71;,8;
1990-08-19;1,8;7,7;1,5;25,2;20,8;17;74,3;63;1,5;
1990-08-20;3,2;5,1;0;28,6;22,6;17,4;69;50;1,2;
1990-08-21;3,6;3,5;0;29,5;22,9;19,6;75,5;58;1,8;
1990-08-22;3,4;6,6;21,6;24,6;19,8;17,8;76,5;64;3;
1990-08-23;3,6;0;0;18,6;16,9;15,6;71,3;68;1,8;
1990-08-24;3,6;,4;0;17,2;15,2;13,4;71,8;66;2,3;
1990-08-25;3,2;4,3;0;18,6;15,1;12,2;66,3;57;2,8;
1990-08-26;4;9,4;0;24,9;18,8;12,8;60,5;47;1,5;
1990-08-27;5;9;0;28;21,2;14,8;58;37;1,8;
1990-08-28;4,6;0;2,4;21,8;17,5;15,7;85;66;1,5;
1990-08-29;1,1;1,5;2,5;21,9;17,2;15,2;81;64;2;
1990-08-30;2,3;,2;8,8;19;16,3;14;81,5;73;2;
1990-08-31;2,1;6;0;22,8;19,3;15,2;71,8;66;1,6;
1990-09-01;2,9;9,4;0;26;20,9;16,2;66;49;1,8;
1990-09-02;3,2;5,6;18,2;26;20,9;16,2;70,5;55;,6;
1990-09-03;3,6;2,1;0;21,8;18,5;17;76;67;3;
1990-09-04;3,2;6,2;0;23,8;18,9;15,8;73;59;2,9;
1990-09-05;4,4;8,9;0;26,4;20;16;65,5;43;2,4;
1990-09-06;5,2;8;0;26,6;21,6;15,8;60;47;2,1;
1990-09-07;5,4;6,2;0;24;20,3;15,8;64;54;1,9;
1990-09-08;5,5;6,7;0;27,3;21,5;16,6;62,5;47;1,5;
1990-09-09;4,5;6,1;0;27,4;22,4;17,6;51,5;42;1,9;
1990-09-10;6,6;6,5;0;27,6;21,8;16,6;53,3;33;1,8;
1990-09-11;5,7;9,9;0;30,8;23,6;17,4;56;30;1,8;
1990-09-12;6,6;9,7;0;30,7;24,1;18,2;53,3;35;2,1;
1990-09-13;7,3;6,9;0;29,8;24,1;18,8;57;40;,8;
1990-09-14;3,7;,7;0;24,8;19,6;16,2;81;60;2;
1990-09-15;2;1,5;17;21,8;18,1;15;82,8;78;1;
1990-09-16;1,6;10,3;0;27,8;20,8;15;65,3;40;1,4;
1990-09-17;5;9,9;0;27,6;21,7;17;54,3;33;1,8;
1990-09-18;7,6;10,3;0;26,4;20,6;16,4;55,5;38;3,5;
1990-09-19;6;9,7;0;29;22,6;16,2;50,3;38;1,6;
1990-09-20;6,8;10,1;0;30,4;23,7;17,2;50,8;30;1,5;
1990-09-21;9,8;9;0;27,6;22,6;19;54,3;45;3,1;
1990-09-22;7,4;4,5;0;24,6;20,4;17,4;62,8;50;1,6;
1990-09-23;6,3;6,1;0;27,8;22,3;17,2;57,8;48;2,2;
1990-09-24;6;0;0;23,2;17,7;14,8;79,3;58;3;
1990-09-25;3,5;2,9;2,2;21,5;16,4;13,4;69,8;59;2,8;
1990-09-26;4,2;9;0;23,3;17,3;12,2;62;47;2,6;
1990-09-27;5,8;8,6;0;22,2;17,5;13,8;62,8;52;2,7;
1990-09-28;5,5;10,2;0;23;17,3;12,8;53,8;41;3;
1990-09-29;7,7;4,1;0;22,9;18,1;13,2;52,8;45;2,7;
1990-09-30;7,2;5,6;0;26;21,4;16;56,5;46;3;
1990-10-01;6,4;2,3;0;24,6;21,2;18,2;68,5;59;2,8;
1990-10-02;4,9;5,3;0;26,4;21,2;18;65;54;3,1;
1990-10-03;5,6;5,4;0;26,3;21,3;18,2;60,3;50;1,4;
1990-10-04;5,7;5,4;0;26,8;21,8;18,2;55,3;44;3,4;
1990-10-05;9,2;5,3;0;24,6;20,6;17,6;57,8;48;2,6;
1990-10-06;6,7;9,2;0;26,6;21,4;18,8;61,3;45;3;
1990-10-07;6,6;8,5;0;27;21,8;16;54;47;2,2;
1990-10-08;6,9;10,3;0;28,4;22,3;17;54,8;41;2;
1990-10-09;7,4;10,2;0;29,8;23,4;18,4;56;44;2,6;
1990-10-10;7,9;9,7;0;30,9;24,9;19;50;37;2,4;
1990-10-11;8,6;7,2;0;32,4;25,5;20,6;55,3;40;2,9;
1990-10-12;6,5;8,9;7,4;32,6;24,3;20,8;60,3;33;2,6;
1990-10-13;7;3,5;,2;31,4;25;19,8;57;43;1,6;
1990-10-14;6;4,8;5;27,6;23,2;19,6;68,5;57;1;
1990-10-15;5,5;7,4;0;32,4;25,3;19,8;61;44;2;
1990-10-16;6,6;4,3;0;27,1;22,1;20,1;73,8;67;2,5;
1990-10-17;5,3;3,1;0;24,8;21,5;18,4;67,3;60;3,4;
1990-10-18;5,1;2,9;0;26,8;22,5;19,2;72;59;1,3;
1990-10-19;4;5,1;,1;30,6;23,8;19,8;65;47;1,9;
1990-10-20;3,6;,8;15,7;23,4;21;19;89,5;76;,6;
1990-10-21;1;9,1;6,1;31,4;23,7;19,6;73,8;52;2,1;
1990-10-22;4,2;8,2;2,6;25,2;20,3;16,4;67;58;2,8;
1990-10-23;6,2;8,8;0;26,8;21,2;17,2;68,8;56;3;
1990-10-24;4,4;4,5;0;25,8;21,2;17,8;75;65;2;
1990-10-25;3,1;4,1;3,6;26,9;19,5;16,8;76,5;55;2,7;
1990-10-26;3,9;10,3;8,4;24,6;20,1;15,4;64,8;52;2,7;
1990-10-27;5,8;10;0;24,8;20,6;16,6;59,8;47;2,2;
1990-10-28;6,1;10,5;0;29,8;23,4;17,6;50,5;37;1,6;
1990-10-29;7,2;11;0;28;23,1;18,8;56;48;2;
1990-10-30;7;10,1;0;30,7;24,6;19;51;38;1,6;
1990-10-31;6,7;10,2;0;32;25,8;19;50;33;1,7;
1990-11-01;7,5;9;0;33;26,8;21;51,8;36;2;
1990-11-02;7,5;6,2;0;32,6;26,2;21,6;57;44;2,1;
1990-11-03;5,3;7,9;5,3;29,5;24,7;20,8;66,3;53;1,2;
1990-11-04;5,2;5,1;0;31,8;25;20,6;62,8;45;1,6;
1990-11-05;6,8;3,3;52,2;29,2;24,4;18,4;70,8;58;1,2;
1990-11-06;1,7;4,4;0;27;22,8;20,6;73,8;62;3,1;
1990-11-07;5;10;0;30;24,4;19,8;55,8;44;1,6;
1990-11-08;6;10,1;0;31,8;25,6;19,6;51,5;39;1,1;
1990-11-09;7,4;9;0;33,8;27,6;22,4;52,5;34;,9;
1990-11-10;6,5;7,4;0;33,4;27,3;23,2;54,3;35;1,1;
1990-11-11;7;9,1;,6;32,4;26,7;23;62,5;49;1,4;
1990-11-12;5,5;7,8;1,4;31,8;26,2;22;61,3;45;1,7;
1990-11-13;5,2;8,8;0;30,2;25,7;22,4;62,3;50;2,2;
1990-11-14;7,1;10;0;30;24,9;21,2;58,3;47;2,1;
1990-11-15;8;11,4;0;30,8;25,7;21;52,5;43;1,6;
1990-11-16;8,8;10,8;0;31,6;26,1;21;42;24;2;
1990-11-17;10,2;10,9;0;30,2;25,4;21;49,3;46;2,1;
1990-11-18;9;8;0;31,6;24,9;20,8;59;48;1,4;
1990-11-19;6,3;7,9;,1;32,7;24,8;21,2;57,3;38;,8;
1990-11-20;6;3,3;8,7;27,3;21,3;18,9;77,3;60;2,1;
1990-11-21;3,3;11,1;8;29,2;23,2;17,4;57,3;43;2,1;
1990-11-22;7,2;8,4;0;27,8;22,8;18,8;66,5;56;2,1;
1990-11-23;4,7;10,6;7,2;29,1;24,4;20;57,5;46;1,9;
1990-11-24;4,9;1,8;22,8;26,2;21,5;19;79,3;60;1,6;
1990-11-25;2,6;8,8;1;30,4;22,4;18,8;73,8;46;1,2;
1990-11-26;3,6;10,6;3,8;29,2;24,4;17,8;57,3;45;1,7;
1990-11-27;4,4;4,9;0;27,7;22,2;19;86,8;62;1,7;
1990-11-28;2,4;3;54,8;27,2;21;18;82,3;71;1,4;
1990-11-29;2,2;6,2;16,8;26,9;21,8;17,6;74,3;62;1,6;
1990-11-30;3,8;9,1;0;28,9;22,8;18,2;66;48;1,6;
1990-12-01;4,4;10,3;8,4;29,4;24,2;19,6;54,8;47;1,5;
1990-12-02;6,8;11,6;0;30;24,2;19,6;52,5;36;1,6;
1990-12-03;7,9;12,2;0;29,6;24,8;19,4;52,8;44;2,2;
1990-12-04;7,4;6,7;0;28,6;23,2;20,2;65,8;49;3,5;
1990-12-05;6,2;10,6;,4;28,1;23,5;19,6;58,8;45;2,6;
1990-12-06;6,6;10,2;0;28;22,9;18,8;56,5;43;2,5;
1990-12-07;7;10,7;0;30,5;24,3;18,8;57,8;46;1,5;
1990-12-08;6;1,1;0;27,4;23,1;21;72,8;60;1,5;
1990-12-09;3,2;4,6;19,5;27,8;21,8;17,6;72,3;58;1,6;
1990-12-10;4,3;2,8;0;26,7;22;19,8;78;72;2;
1990-12-11;3,5;2,2;,5;25,9;22,9;19,8;80,5;75;2,2;
1990-12-12;2;,5;35,8;26,4;23,4;19,8;79;76;2,2;
1990-12-13;2;5,3;9,1;29,6;24,2;20;72,5;55;2,5;
1990-12-14;3,2;3,1;37,5;28,6;23,4;19,8;82,8;71;1,8;
1990-12-15;2,5;4,7;1,3;29,7;23,8;20,6;72;61;1,3;
1990-12-16;4,3;6,1;0;31,6;22,9;19,1;76,8;48;2,3;
1990-12-17;3,4;10,3;21,7;29,3;23,5;17,4;64,3;48;2;
1990-12-18;5,5;8,1;0;28,9;24,1;19,6;66,8;57;1,7;
1990-12-19;4,4;8,4;0;30,2;23,3;18,4;67,3;46;1,6;
1990-12-20;3,5;,8;20,1;24,2;21,3;18,3;82,3;72;1,2;
1990-12-21;2,2;2,6;,2;27;22,5;19;71;64;1,6;
1990-12-22;3,2;11,1;17,4;31,4;24,8;19;61,8;44;1,9;
1990-12-23;6;8,5;0;29,4;25,1;21,2;58,5;53;1,6;
1990-12-24;6,1;10,6;0;29,9;25,3;21,2;63,5;51;1,3;
1990-12-25;5,4;6,3;0;29,8;25,7;20,6;55,5;46;1,8;
